ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1987,1987-09-13,1,23.360,SFO,@,PIT,L 17-30,,2,40,20.00,0,,,0,0
2,1987,1987-09-20,2,24.002,SFO,@,CIN,W 27-26,,3,22,7.33,0,,,0,0
3,1987,1987-10-11,4,24.023,SFO,@,ATL,W 25-17,,1,7,7.00,0,,,0,0
4,1987,1987-10-18,5,24.030,SFO,,STL,W 34-28,,2,9,4.50,1,,,1,6
5,1987,1987-10-25,6,24.037,SFO,@,NOR,W 24-22,,1,39,39.00,1,,,1,6
6,1987,1987-11-01,7,24.044,SFO,@,RAM,W 31-10,,0,0,,0,,,,
7,1987,1987-11-08,8,24.051,SFO,,HOU,W 27-20,,0,0,,0,,,,
8,1987,1987-11-15,9,24.058,SFO,,NOR,L 24-26,,1,29,29.00,1,,,1,6
9,1987,1987-11-22,10,24.065,SFO,@,TAM,W 24-10,,0,0,,0,,,,
10,1987,1987-11-29,11,24.072,SFO,,CLE,W 38-24,,0,0,,0,,,,
11,1987,1987-12-06,12,24.079,SFO,@,GNB,W 23-12,,2,19,9.50,0,,,0,0
12,1987,1987-12-14,13,24.087,SFO,,CHI,W 41-0,,0,0,,0,,,,
13,1987,1987-12-27,15,24.100,SFO,,RAM,W 48-0,,0,0,,0,,,,
14,1988,1988-09-04,1,24.352,SFO,@,NOR,W 34-33,,0,0,,0,,,,
15,1988,1988-09-11,2,24.359,SFO,@,NYG,W 20-17,,2,24,12.00,0,,,0,0
16,1988,1988-09-18,3,25.000,SFO,,ATL,L 17-34,,2,17,8.50,0,,,0,0
17,1988,1988-09-25,4,25.007,SFO,@,SEA,W 38-7,,0,0,,0,,,,
18,1988,1988-10-02,5,25.014,SFO,,DET,W 20-13,,2,19,9.50,0,,,0,0
19,1988,1988-10-09,6,25.021,SFO,,DEN,L 13-16,,0,0,,0,,,,
20,1988,1988-10-16,7,25.028,SFO,@,RAM,W 24-21,,1,0,0.00,0,,,0,0
21,1988,1988-10-24,8,25.036,SFO,@,CHI,L 9-10,,3,31,10.33,0,,,0,0
22,1988,1988-10-30,9,25.042,SFO,,MIN,W 24-21,,0,0,,0,,,,
23,1988,1988-11-06,10,25.049,SFO,@,PHO,L 23-24,,2,24,12.00,0,,,0,0
24,1988,1988-11-13,11,25.056,SFO,,RAI,L 3-9,,1,15,15.00,0,,,0,0
25,1988,1988-11-21,12,25.064,SFO,,WAS,W 37-21,,0,0,,0,,,,
26,1988,1988-11-27,13,25.070,SFO,@,SDG,W 48-10,,0,0,,0,,,,
27,1988,1988-12-04,14,25.077,SFO,@,ATL,W 13-3,,0,0,,0,,,,
28,1988,1988-12-11,15,25.084,SFO,,NOR,W 30-17,,0,0,,0,,,,
29,1988,1988-12-18,16,25.091,SFO,,RAM,L 16-38,,1,10,10.00,0,,,0,0
30,1989,1989-09-10,1,25.357,ATL,,RAM,L 21-31,,3,44,14.67,0,,,0,0
31,1989,1989-09-17,2,25.364,ATL,,DAL,W 27-21,,5,51,10.20,0,,,0,0
32,1989,1989-09-24,3,26.006,ATL,@,IND,L 9-13,,0,0,,0,,,,
33,1989,1989-10-08,5,26.020,ATL,@,RAM,L 14-26,,4,28,7.00,0,,,0,0
34,1989,1989-10-15,6,26.027,ATL,,NWE,W 16-15,,3,26,8.67,0,,,0,0
35,1989,1989-10-22,7,26.034,ATL,@,PHO,L 20-34,,2,8,4.00,0,,,0,0
36,1989,1989-10-29,8,26.041,ATL,@,NOR,L 13-20,,2,20,10.00,0,,,0,0
37,1989,1989-11-05,9,26.048,ATL,,BUF,W 30-28,,0,0,,0,,,,
38,1989,1989-11-12,10,26.055,ATL,@,SFO,L 3-45,,2,17,8.50,0,,,0,0
39,1989,1989-11-19,11,26.062,ATL,,NOR,L 17-26,,1,5,5.00,0,,,0,0
40,1989,1989-11-26,12,26.069,ATL,@,NYJ,L 7-27,,0,0,,0,,,,
41,1989,1989-12-03,13,26.076,ATL,,SFO,L 10-23,,3,57,19.00,1,,,1,6
42,1989,1989-12-10,14,26.083,ATL,@,MIN,L 17-43,,0,0,,0,,,,
43,1989,1989-12-17,15,26.090,ATL,,WAS,L 30-31,,2,15,7.50,0,,,0,0
44,1989,1989-12-24,16,26.097,ATL,,DET,L 24-31,,6,53,8.83,0,,,0,0
