ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,1999,1999-10-17,6,22.286,ARI,,WAS,L 10-24,
2,1999,1999-11-21,10,22.321,ARI,,DAL,W 13-9,
3,1999,1999-11-28,11,22.328,ARI,@,NYG,W 34-24,
4,1999,1999-12-05,12,22.335,ARI,,PHI,W 21-17,
5,1999,1999-12-19,14,22.349,ARI,,BUF,L 21-31,
6,1999,2000-01-02,16,22.363,ARI,@,GNB,L 24-49,
7,2000,2000-09-10,2,23.250,ARI,,DAL,W 32-31,
8,2000,2000-09-24,3,23.264,ARI,,GNB,L 3-29,
9,2000,2000-10-01,4,23.271,ARI,@,SFO,L 20-27,*
10,2000,2000-10-08,5,23.278,ARI,,CLE,W 29-21,*
11,2000,2000-10-15,6,23.285,ARI,,PHI,L 14-33,
12,2000,2000-10-22,7,23.292,ARI,@,DAL,L 7-48,*
13,2000,2000-10-29,8,23.299,ARI,,NOR,L 10-21,
14,2000,2000-11-05,9,23.306,ARI,,WAS,W 16-15,
15,2000,2000-12-10,14,23.341,ARI,@,JAX,L 10-44,
16,2000,2000-12-17,15,23.348,ARI,,BAL,L 7-13,
17,2000,2000-12-24,16,23.355,ARI,@,WAS,L 3-20,
18,2001,2001-09-23,1,24.262,ARI,,DEN,L 17-38,
19,2001,2001-09-30,2,24.269,ARI,,ATL,L 14-34,
20,2001,2001-10-07,3,24.276,ARI,@,PHI,W 21-20,
21,2001,2001-10-14,4,24.283,ARI,@,CHI,L 13-20,
22,2001,2001-10-21,5,24.290,ARI,,KAN,W 24-16,
23,2001,2001-10-28,6,24.297,ARI,@,DAL,L 3-17,
24,2001,2001-11-04,7,24.304,ARI,,PHI,L 7-21,
25,2001,2001-11-11,8,24.311,ARI,,NYG,L 10-17,
26,2001,2001-11-25,10,24.325,ARI,@,SDG,W 20-17,
27,2001,2001-12-09,12,24.339,ARI,,WAS,L 10-20,
28,2001,2001-12-15,13,24.345,ARI,@,NYG,L 13-17,
29,2001,2001-12-23,14,24.353,ARI,,DAL,W 17-10,
30,2001,2001-12-30,15,24.360,ARI,@,CAR,W 30-7,
31,2001,2002-01-06,16,25.002,ARI,@,WAS,L 17-20,
32,2002,2002-09-22,3,25.261,ARI,,SDG,L 15-23,
33,2002,2002-09-29,4,25.268,ARI,,NYG,W 21-7,
34,2002,2002-10-06,5,25.275,ARI,@,CAR,W 16-13,
35,2002,2002-10-27,7,25.296,ARI,@,SFO,L 28-38,
36,2002,2002-12-01,12,25.331,ARI,@,KAN,L 0-49,
37,2002,2002-12-08,13,25.338,ARI,,DET,W 23-20,
38,2002,2002-12-15,14,25.345,ARI,@,STL,L 28-30,
39,2002,2002-12-21,15,25.351,ARI,,SFO,L 14-17,
40,2002,2002-12-29,16,25.359,ARI,@,DEN,L 7-37,
41,2003,2003-11-23,11,26.323,DEN,,CHI,L 10-19,
42,2003,2003-11-30,12,26.330,DEN,@,OAK,W 22-8,
43,2003,2003-12-07,13,26.337,DEN,,KAN,W 45-27,
44,2003,2003-12-14,14,26.344,DEN,,CLE,W 23-20,
45,2003,2003-12-21,15,26.351,DEN,@,IND,W 31-17,
46,2003,2003-12-28,16,26.358,DEN,@,GNB,L 3-31,
