ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2012,2012-09-09,1,23.002,MIN,,JAX,W 26-23,,,,,,,,,,,
2,2012,2012-09-30,4,23.023,MIN,@,DET,W 20-13,,,,,,,,,,,
3,2012,2012-10-07,5,23.030,MIN,,TEN,W 30-7,,0,0,,0,0.0,4,1,0,0,0
4,2012,2012-10-14,6,23.037,MIN,@,WAS,L 26-38,,0,0,,0,0.0,0,0,0,0,0
5,2012,2012-10-21,7,23.044,MIN,,ARI,W 21-14,,,,,,,,,,,
6,2012,2012-10-25,8,23.048,MIN,,TAM,L 17-36,,,,,,,,,,,
7,2012,2012-11-04,9,23.058,MIN,@,SEA,L 20-30,,0,0,,0,0.0,0,0,0,0,0
8,2012,2012-11-11,10,23.065,MIN,,DET,W 34-24,,,,,,,,,,,
9,2012,2012-11-25,11,23.079,MIN,@,CHI,L 10-28,,0,0,,0,0.0,0,0,0,0,0
10,2012,2012-12-02,12,23.086,MIN,@,GNB,L 14-23,,0,0,,0,0.0,0,0,0,0,0
11,2012,2012-12-09,13,23.093,MIN,,CHI,W 21-14,,0,0,,0,0.0,0,0,0,0,0
12,2012,2012-12-16,14,23.100,MIN,@,STL,W 36-22,,0,0,,0,0.0,0,0,0,0,0
13,2012,2012-12-23,15,23.107,MIN,@,HOU,W 23-6,,0,0,,0,0.0,0,0,0,0,0
14,2013,2013-09-08,1,24.001,MIN,@,DET,L 24-34,,0,0,,0,0.0,1,0,0,0,0
15,2013,2013-09-15,2,24.008,MIN,@,CHI,L 30-31,,0,0,,0,0.0,2,0,0,0,0
16,2013,2013-09-22,3,24.015,MIN,,CLE,L 27-31,,0,0,,0,0.0,1,0,0,0,0
17,2013,2013-09-29,4,24.022,MIN,,PIT,W 34-27,,0,0,,0,0.0,1,0,0,0,0
18,2013,2013-10-13,5,24.036,MIN,,CAR,L 10-35,,0,0,,0,0.0,1,0,0,0,0
19,2013,2013-10-21,6,24.044,MIN,@,NYG,L 7-23,,0,0,,0,0.0,1,0,0,0,0
20,2013,2013-10-27,7,24.050,MIN,,GNB,L 31-44,,0,0,,0,0.0,1,1,0,0,0
21,2013,2013-11-03,8,24.057,MIN,@,DAL,L 23-27,,0,0,,0,0.0,3,0,0,0,0
22,2013,2013-11-07,9,24.061,MIN,,WAS,W 34-27,,0,0,,0,0.0,0,7,0,0,0
23,2013,2013-11-17,10,24.071,MIN,@,SEA,L 20-41,,0,0,,0,0.0,1,1,0,0,0
24,2013,2013-11-24,11,24.078,MIN,@,GNB,T 26-26,,0,0,,0,0.0,5,0,0,0,0
25,2013,2013-12-01,12,24.085,MIN,,CHI,W 23-20,,0,0,,0,0.0,2,3,0,0,0
26,2013,2013-12-08,13,24.092,MIN,@,BAL,L 26-29,*,0,0,,0,0.0,1,6,0,0,0
27,2013,2013-12-15,14,24.099,MIN,,PHI,W 48-30,*,0,0,,0,0.0,8,0,0,0,0
28,2013,2013-12-22,15,24.106,MIN,@,CIN,L 14-42,,0,0,,0,0.0,1,2,0,0,0
29,2013,2013-12-29,16,24.113,MIN,,DET,W 14-13,*,0,0,,0,0.0,9,4,0,0,0
30,2014,2014-09-07,1,25.000,MIN,@,STL,W 34-6,*,0,0,,0,0.0,7,0,0,0,0
31,2014,2014-09-14,2,25.007,MIN,,NWE,L 7-30,*,0,0,,0,0.0,2,4,0,0,0
32,2014,2014-09-21,3,25.014,MIN,@,NOR,L 9-20,*,0,0,,0,0.0,7,3,0,0,0
33,2014,2014-09-28,4,25.021,MIN,,ATL,W 41-28,*,0,0,,0,0.0,3,4,0,0,0
