ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,2000,2000-09-03,1,25.229,NYJ,@,GNB,W 20-16,,,,,,,0.0%,,,,,,,
2,2000,2000-09-17,3,25.243,NYJ,,BUF,W 27-14,,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0
3,2000,2000-09-24,4,25.250,NYJ,@,TAM,W 21-17,,,,,,,0.0%,,,,,,,
4,2000,2000-10-08,5,25.264,NYJ,,PIT,L 3-20,,,,,,,0.0%,,,,,,,
5,2000,2000-10-15,6,25.271,NYJ,@,NWE,W 34-17,,1,,,,,0.0%,,,,,,,
6,2000,2000-10-23,7,25.279,NYJ,,MIA,W 40-37,,1,1,1,1.00,1,100.0%,1.00,0,0,,0,1,6
7,2000,2000-10-29,8,25.285,NYJ,@,BUF,L 20-23,,1,,,,,0.0%,,,,,,,
8,2000,2000-11-05,9,25.292,NYJ,,DEN,L 23-30,,0,0,0,,0,0.0%,,1,12,12.00,0,0,0
9,2000,2000-11-12,10,25.299,NYJ,@,IND,L 15-23,,,,,,,0.0%,,,,,,,
10,2000,2000-11-19,11,25.306,NYJ,@,MIA,W 20-3,,0,,,,,0.0%,,,,,,,
11,2000,2000-11-26,12,25.313,NYJ,,CHI,W 17-10,,,,,,,0.0%,,,,,,,
12,2000,2000-12-04,13,25.321,NWE,,KAN,W 30-24,,5,5,41,8.20,1,100.0%,8.20,0,0,,0,1,6
13,2000,2000-12-10,14,25.327,NWE,@,CHI,L 17-24,,7,4,39,9.75,0,57.1%,5.57,0,0,,0,0,0
14,2000,2000-12-17,15,25.334,NWE,@,BUF,W 13-10,*,4,3,42,14.00,0,75.0%,10.50,0,0,,0,0,0
15,2000,2000-12-24,16,25.341,NWE,,MIA,L 24-27,,8,4,81,20.25,0,50.0%,10.13,0,0,,0,0,0
16,2001,2001-09-09,1,26.234,NWE,@,CIN,L 17-23,,5,3,24,8.00,1,60.0%,4.80,0,0,,0,1,6
17,2001,2001-09-23,2,26.248,NWE,,NYJ,L 3-10,,,,,,,0.0%,,,,,,,
18,2001,2001-09-30,3,26.255,NWE,,IND,W 44-13,*,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0
19,2001,2001-10-07,4,26.262,NWE,@,MIA,L 10-30,*,,,,,,0.0%,,,,,,,
20,2001,2001-10-14,5,26.269,NWE,,SDG,W 29-26,,1,1,3,3.00,1,100.0%,3.00,0,0,,0,1,6
21,2001,2001-10-21,6,26.276,NWE,@,IND,W 38-17,*,1,1,2,2.00,1,100.0%,2.00,0,0,,0,1,6
22,2001,2001-10-28,7,26.283,NWE,@,DEN,L 20-31,,,,,,,0.0%,,,,,,,
23,2001,2001-11-04,8,26.290,NWE,@,ATL,W 24-10,*,1,1,16,16.00,0,100.0%,16.00,0,0,,0,0,0
24,2001,2001-11-11,9,26.297,NWE,,BUF,W 21-11,*,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0
25,2001,2001-11-18,10,26.304,NWE,,STL,L 17-24,,,,,,,0.0%,,,,,,,
26,2001,2001-11-25,11,26.311,NWE,,NOR,W 34-17,,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0
27,2001,2001-12-02,12,26.318,NWE,@,NYJ,W 17-16,,1,,,,,0.0%,,,,,,,
28,2001,2001-12-09,13,26.325,NWE,,CLE,W 27-16,,,,,,,0.0%,,,,,,,
29,2001,2001-12-16,14,26.332,NWE,@,BUF,W 12-9,,2,1,25,25.00,0,50.0%,12.50,0,0,,0,0,0
30,2001,2001-12-22,15,26.338,NWE,,MIA,W 20-13,*,3,2,8,4.00,0,66.7%,2.67,0,0,,0,0,0
31,2001,2002-01-06,16,26.353,NWE,@,CAR,W 38-6,,3,2,36,18.00,1,66.7%,12.00,0,0,,0,1,6
32,2002,2002-09-08,1,27.233,IND,@,JAX,W 28-25,,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0
33,2002,2002-09-15,2,27.240,IND,,MIA,L 13-21,,3,,,,,0.0%,,,,,,,
34,2002,2002-09-22,3,27.247,IND,@,HOU,W 23-3,,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0
35,2002,2002-10-13,6,27.268,CAR,@,DAL,L 13-14,,,,,,,0.0%,,,,,,,
36,2002,2002-10-20,7,27.275,CAR,@,ATL,L 0-30,,,,,,,0.0%,,,,,,,
37,2002,2002-10-27,8,27.282,CAR,,TAM,L 9-12,,,,,,,0.0%,,,,,,,
38,2002,2002-11-10,9,27.296,CAR,,NOR,L 24-34,,1,1,3,3.00,1,100.0%,3.00,0,0,,0,1,6
39,2002,2002-11-17,10,27.303,CAR,@,TAM,L 10-23,,1,1,6,6.00,0,100.0%,6.00,1,18,18.00,0,0,0
