ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1979,1979-09-02,1,22.262,MIA,@,BUF,W 9-7,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,31,31.00,0,3,22,7.33,0,0,0
2,1979,1979-09-09,2,22.269,MIA,,SEA,W 19-10,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,36,18.00,0,2,10,5.00,0,0,0
3,1979,1979-09-16,3,22.276,MIA,@,MIN,W 27-12,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,4,98,24.50,0,1,17,17.00,0,0,0
4,1979,1979-09-23,4,22.283,MIA,,CHI,W 31-16,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,22,22.00,0,0,0,,0,0,0
5,1979,1979-09-30,5,22.290,MIA,@,NYJ,L 27-33,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,4,116,29.00,0,1,25,25.00,0,0,0
6,1979,1979-10-08,6,22.298,MIA,@,OAK,L 3-13,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,3,64,21.33,0,2,7,3.50,0,0,0
7,1979,1979-10-14,7,22.304,MIA,,BUF,W 17-7,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,36,18.00,0,2,89,44.50,1,1,6
8,1979,1979-10-21,8,22.311,MIA,@,NWE,L 13-28,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,4,62,15.50,0,0,0,,0,0,0
9,1979,1979-10-28,9,22.318,MIA,,GNB,W 27-7,6,28,4.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,12,12.00,0,4,62,15.50,0,0,0
10,1979,1979-11-05,10,22.326,MIA,,HOU,L 6-9,2,20,10.00,0,4,49,12.25,0,0,0,,0,0,0,,0,0,,,3,56,18.67,0,3,6,2.00,0,0,0
11,1979,1979-11-11,11,22.332,MIA,,BAL,W 19-0,2,3,1.50,0,2,48,24.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,27,9.00,0,0,0
12,1979,1979-11-18,12,22.339,MIA,@,CLE,L 24-30,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,5,113,22.60,0,1,9,9.00,0,0,0
13,1979,1979-11-25,13,22.346,MIA,@,BAL,W 28-24,0,0,,0,1,12,12.00,1,0,0,,0,0,0,,0,0,,,3,99,33.00,0,1,4,4.00,0,1,6
14,1979,1979-11-29,14,22.350,MIA,,NWE,W 39-24,0,0,,0,2,30,15.00,0,0,0,,0,0,0,,0,0,,,5,116,23.20,0,1,17,17.00,0,0,0
15,1979,1979-12-09,15,22.360,MIA,@,DET,W 28-10,6,17,2.83,0,2,15,7.50,0,0,0,,0,0,0,,0,0,,,2,36,18.00,0,3,1,0.33,0,0,0
16,1979,1979-12-15,16,23.001,MIA,,NYJ,L 24-27,0,0,,0,6,59,9.83,1,0,0,,0,0,0,,0,0,,,5,119,23.80,0,1,10,10.00,0,1,6
17,1980,1980-09-07,1,23.268,MIA,@,BUF,L 7-17,2,11,5.50,0,3,19,6.33,1,0,0,,0,0,0,,0,0,,,2,52,26.00,0,0,0,,0,1,6
18,1980,1980-09-14,2,23.275,MIA,,CIN,W 17-16,1,4,4.00,0,1,7,7.00,0,0,0,,0,0,0,,0,0,,,2,35,17.50,0,4,50,12.50,0,0,0
19,1980,1980-09-21,3,23.282,MIA,@,ATL,W 20-17,1,3,3.00,0,2,10,5.00,0,0,0,,0,0,0,,0,0,,,1,15,15.00,0,3,1,0.33,0,0,0
20,1980,1980-09-28,4,23.289,MIA,,NOR,W 21-16,1,0,0.00,0,7,118,16.86,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,5,2.50,0,0,0
21,1980,1980-10-05,5,23.296,MIA,,BAL,L 17-30,3,15,5.00,0,4,33,8.25,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,30,15.00,0,0,0
22,1980,1980-10-12,6,23.303,MIA,@,NWE,L 0-34,3,15,5.00,0,2,15,7.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,21,10.50,0,0,0
23,1980,1980-10-19,7,23.310,MIA,,BUF,W 17-14,1,3,3.00,0,1,9,9.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,4,29,7.25,0,0,0
24,1980,1980-10-27,8,23.318,MIA,@,NYJ,L 14-17,1,1,1.00,1,4,46,11.50,1,0,0,,0,0,0,,0,0,,,0,0,,0,1,3,3.00,0,2,12
25,1980,1980-11-02,9,23.324,MIA,@,OAK,L 10-16,2,5,2.50,0,1,24,24.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,17,17.00,0,0,0
26,1980,1980-11-09,10,23.331,MIA,@,RAM,W 35-14,8,57,7.13,0,7,71,10.14,1,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,1,6
27,1980,1980-11-16,11,23.338,MIA,,SFO,W 17-13,2,21,10.50,0,7,56,8.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,1,7,7.00,0,1,6
28,1980,1980-11-20,12,23.342,MIA,,SDG,L 24-27,3,20,6.67,0,7,102,14.57,1,0,0,,0,0,0,,0,0,,,0,0,,0,1,9,9.00,0,1,6
29,1980,1980-11-30,13,23.352,MIA,@,PIT,L 10-23,2,8,4.00,0,6,39,6.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,6,3.00,0,0,0
30,1980,1980-12-08,14,23.360,MIA,,NWE,W 16-13,3,11,3.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
31,1980,1980-12-14,15,24.000,MIA,@,BAL,W 24-14,9,56,6.22,0,1,12,12.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
32,1980,1980-12-20,16,24.006,MIA,,NYJ,L 17-24,18,97,5.39,0,4,27,6.75,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
33,1981,1981-09-06,1,24.266,MIA,@,STL,W 20-7,7,50,7.14,0,2,18,9.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
34,1981,1981-09-10,2,24.270,MIA,,PIT,W 30-10,10,77,7.70,0,8,84,10.50,1,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6
35,1981,1981-09-20,3,24.280,MIA,@,HOU,W 16-10,4,40,10.00,0,2,16,8.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
36,1981,1981-10-12,6,24.302,MIA,@,BUF,L 21-31,8,59,7.38,1,2,13,6.50,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6
37,1981,1981-10-18,7,24.308,MIA,,WAS,W 13-10,13,98,7.54,0,4,39,9.75,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
38,1981,1981-10-25,8,24.315,MIA,@,DAL,L 27-28,16,76,4.75,1,4,22,5.50,1,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,2,12
39,1981,1981-11-01,9,24.322,MIA,,BAL,W 27-10,8,40,5.00,0,5,36,7.20,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
40,1981,1981-11-08,10,24.329,MIA,@,NWE,W 30-27,16,79,4.94,1,5,37,7.40,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6
41,1981,1981-11-15,11,24.336,MIA,,OAK,L 17-33,9,14,1.56,0,7,99,14.14,1,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6
42,1981,1981-11-22,12,24.343,MIA,@,NYJ,L 15-16,15,56,3.73,1,3,26,8.67,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6
