ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,def_int,def_int_yds,def_int_td
1,1988,1988-09-04,1,27.061,SDG,@,RAI,L 13-24,,,
2,1988,1988-09-11,2,27.068,SDG,@,DEN,L 3-34,,,
3,1988,1988-09-18,3,27.075,SDG,,SEA,W 17-6,,,
4,1988,1988-09-25,4,27.082,SDG,@,KAN,W 24-23,,,
5,1988,1988-10-02,5,27.089,SDG,,DEN,L 0-12,,,
6,1988,1988-10-09,6,27.096,SDG,,NOR,L 17-23,,,
7,1988,1988-10-16,7,27.103,SDG,@,MIA,L 28-31,,,
8,1988,1988-10-23,8,27.110,SDG,,IND,L 0-16,,,
9,1988,1988-10-30,9,27.117,SDG,@,SEA,L 14-17,,,
10,1988,1988-11-06,10,27.124,SDG,,RAI,L 3-13,,,
11,1988,1988-11-13,11,27.131,SDG,@,ATL,W 10-7,,,
12,1988,1988-11-20,12,27.138,SDG,@,RAM,W 38-24,,,
13,1988,1988-11-27,13,27.145,SDG,,SFO,L 10-48,,,
14,1988,1988-12-04,14,27.152,SDG,@,CIN,L 10-27,,,
15,1988,1988-12-11,15,27.159,SDG,,PIT,W 20-14,,,
16,1988,1988-12-18,16,27.166,SDG,,KAN,W 24-13,1,21,0
17,1989,1989-09-10,1,28.067,SDG,@,RAI,L 14-40,,,
18,1989,1989-09-17,2,28.074,SDG,,HOU,L 27-34,,,
19,1989,1989-09-24,3,28.081,SDG,,KAN,W 21-6,,,
20,1989,1989-10-01,4,28.088,SDG,@,PHO,W 24-13,1,0,0
21,1989,1989-10-08,5,28.095,SDG,@,DEN,L 10-16,,,
22,1989,1989-10-15,6,28.102,SDG,,SEA,L 16-17,,,
23,1989,1989-10-22,7,28.109,SDG,,NYG,L 13-20,,,
24,1989,1989-10-29,8,28.116,SDG,@,SEA,L 7-10,,,
25,1989,1989-11-05,9,28.123,SDG,,PHI,W 20-17,,,
26,1989,1989-11-12,10,28.130,SDG,,RAI,W 14-12,1,4,0
27,1989,1989-11-19,11,28.137,SDG,@,PIT,L 17-20,,,
28,1989,1989-11-26,12,28.144,SDG,@,IND,L 6-10,,,
29,1989,1989-12-03,13,28.151,SDG,,NYJ,L 17-20,,,
30,1989,1989-12-10,14,28.158,SDG,@,WAS,L 21-26,,,
31,1989,1989-12-17,15,28.165,SDG,@,KAN,W 20-13,1,0,0
32,1989,1989-12-24,16,28.172,SDG,,DEN,W 19-16,,,
