ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
1,1982,1982-09-12,1,24.054,RAM,@,GNB,L 23-35,2,2,100.0,3,4,75.0,0,11
2,1982,1982-09-19,2,24.061,RAM,,DET,L 14-19,2,2,100.0,,1,0.0,0,2
3,1982,1982-11-21,3,24.124,RAM,@,ATL,L 17-34,2,2,100.0,1,2,50.0,0,5
4,1982,1982-11-28,4,24.131,RAM,,KAN,W 20-14,2,3,66.7,,,,0,2
5,1982,1982-12-02,5,24.135,RAM,,SFO,L 24-30,3,3,100.0,1,2,50.0,0,6
6,1982,1982-12-12,6,24.145,RAM,,DEN,L 24-27,3,3,100.0,1,1,100.0,0,6
7,1982,1982-12-18,7,24.151,RAM,@,RAI,L 31-37,4,4,100.0,1,1,100.0,0,7
8,1982,1982-12-26,8,24.159,RAM,,CHI,L 26-34,2,2,100.0,2,4,50.0,0,8
9,1982,1983-01-02,9,24.166,RAM,@,SFO,W 21-20,3,3,100.0,,,,0,3
10,1983,1983-11-27,13,25.130,RAM,,BUF,W 41-17,5,5,100.0,2,3,66.7,0,11
11,1983,1983-12-04,14,25.137,RAM,@,PHI,L 9-13,,,,3,4,75.0,0,9
12,1983,1983-12-11,15,25.144,RAM,,NWE,L 7-21,1,1,100.0,,1,0.0,0,1
13,1983,1983-12-18,16,25.151,RAM,@,NOR,W 26-24,3,3,100.0,1,1,100.0,0,6
14,1984,1984-09-03,1,26.045,RAM,,DAL,L 13-20,1,1,100.0,2,2,100.0,0,7
15,1984,1984-09-09,2,26.051,RAM,,CLE,W 20-17,2,2,100.0,2,2,100.0,0,8
16,1984,1984-09-16,3,26.058,RAM,@,PIT,L 14-24,2,2,100.0,,1,0.0,0,2
17,1984,1984-09-23,4,26.065,RAM,@,CIN,W 24-14,3,3,100.0,1,3,33.3,0,6
18,1984,1984-09-30,5,26.072,RAM,,NYG,W 33-12,3,3,100.0,2,3,66.7,0,9
19,1984,1984-10-07,6,26.079,RAM,,ATL,L 28-30,4,4,100.0,,,,0,4
20,1984,1984-10-14,7,26.086,RAM,@,NOR,W 28-10,4,4,100.0,,,,0,4
21,1984,1984-10-22,8,26.094,RAM,@,ATL,W 24-10,3,3,100.0,1,2,50.0,0,6
22,1984,1984-10-28,9,26.100,RAM,,SFO,L 0-33,,,,,,,,
23,1984,1984-11-04,10,26.107,RAM,@,STL,W 16-13,1,1,100.0,3,4,75.0,0,10
24,1984,1984-11-11,11,26.114,RAM,,CHI,W 29-13,2,3,66.7,3,3,100.0,0,11
25,1984,1984-11-18,12,26.121,RAM,@,GNB,L 6-31,,,,2,2,100.0,0,6
26,1984,1984-11-25,13,26.128,RAM,@,TAM,W 34-33,4,4,100.0,2,2,100.0,0,10
27,1984,1984-12-02,14,26.135,RAM,,NOR,W 34-21,4,4,100.0,2,2,100.0,0,10
28,1984,1984-12-09,15,26.142,RAM,,HOU,W 27-16,3,3,100.0,2,3,66.7,0,9
29,1984,1984-12-14,16,26.147,RAM,@,SFO,L 16-19,1,1,100.0,3,4,75.0,0,10
30,1985,1985-09-08,1,27.050,RAM,,DEN,W 20-16,2,2,100.0,2,2,100.0,0,8
31,1985,1985-09-15,2,27.057,RAM,@,PHI,W 17-6,2,2,100.0,1,3,33.3,0,5
32,1985,1985-09-23,3,27.065,RAM,@,SEA,W 35-24,5,5,100.0,,,,0,5
33,1985,1985-09-29,4,27.071,RAM,,ATL,W 17-6,2,2,100.0,1,1,100.0,0,5
34,1985,1985-10-06,5,27.078,RAM,,MIN,W 13-10,1,1,100.0,2,2,100.0,0,7
35,1985,1985-10-13,6,27.085,RAM,@,TAM,W 31-27,4,4,100.0,1,1,100.0,0,7
36,1985,1985-10-20,7,27.092,RAM,@,KAN,W 16-0,1,1,100.0,3,3,100.0,0,10
37,1985,1985-10-27,8,27.099,RAM,,SFO,L 14-28,2,2,100.0,,1,0.0,0,2
38,1985,1985-11-03,9,27.106,RAM,,NOR,W 28-10,4,4,100.0,,,,0,4
39,1985,1985-11-10,10,27.113,RAM,@,NYG,L 19-24,1,1,100.0,4,4,100.0,0,13
40,1985,1985-11-17,11,27.120,RAM,@,ATL,L 14-30,2,2,100.0,,,,0,2
41,1985,1985-11-24,12,27.127,RAM,,GNB,W 34-17,4,4,100.0,2,4,50.0,0,10
42,1985,1985-12-01,13,27.134,RAM,@,NOR,L 3-29,,,,1,1,100.0,0,3
43,1985,1985-12-09,14,27.142,RAM,@,SFO,W 27-20,3,3,100.0,2,2,100.0,0,9
44,1985,1985-12-15,15,27.148,RAM,,STL,W 46-14,5,6,83.3,1,2,50.0,0,8
45,1985,1985-12-23,16,27.156,RAM,,RAI,L 6-16,,,,2,3,66.7,0,6
46,1986,1986-09-07,1,28.049,RAM,@,STL,W 16-10,1,1,100.0,1,1,100.0,0,4
47,1986,1986-09-14,2,28.056,RAM,,SFO,W 16-13,1,1,100.0,3,4,75.0,0,10
48,1986,1986-09-21,3,28.063,RAM,@,IND,W 24-7,3,3,100.0,1,1,100.0,0,6
49,1986,1986-09-28,4,28.070,RAM,@,PHI,L 20-34,2,3,66.7,,,,0,2
50,1986,1986-10-05,5,28.077,RAM,,TAM,W 26-20,2,2,100.0,2,2,100.0,0,8
51,1986,1986-10-12,6,28.084,RAM,@,ATL,L 14-26,2,2,100.0,,2,0.0,0,2
52,1986,1986-10-19,7,28.091,RAM,,DET,W 14-10,2,2,100.0,,,,0,2
53,1986,1986-10-26,8,28.098,RAM,,ATL,W 14-7,2,2,100.0,,,,0,2
54,1986,1986-11-03,9,28.106,RAM,@,CHI,W 20-17,2,2,100.0,2,2,100.0,0,8
55,1986,1986-11-09,10,28.112,RAM,@,NOR,L 0-6,,,,,1,0.0,0,0
56,1986,1986-11-16,11,28.119,RAM,,NWE,L 28-30,4,4,100.0,,1,0.0,0,4
57,1986,1986-11-23,12,28.126,RAM,,NOR,W 26-13,2,2,100.0,4,4,100.0,0,14
58,1986,1986-11-30,13,28.133,RAM,@,NYJ,W 17-3,2,2,100.0,1,3,33.3,0,5
59,1986,1986-12-07,14,28.140,RAM,,DAL,W 29-10,3,3,100.0,2,2,100.0,0,9
60,1986,1986-12-14,15,28.147,RAM,,MIA,L 31-37,4,4,100.0,1,1,100.0,0,7
