ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
1,1969,1969-11-23,10,25.133,ATL,@,WAS,L 20-27,0,0,,0,1,12,12.00,0,0,0,0
2,1969,1969-11-30,11,25.140,ATL,@,BAL,L 6-13,0,0,,0,1,4,4.00,0,0,0,0
3,1969,1969-12-07,12,25.147,ATL,,NOR,W 45-17,0,0,,0,1,6,6.00,0,0,0,0
4,1969,1969-12-21,14,25.161,ATL,,MIN,W 10-3,0,0,,0,1,8,8.00,0,0,0,0
5,1970,1970-09-20,1,26.069,ATL,@,NOR,W 14-3,,,,,,,,,,,
6,1970,1970-09-27,2,26.076,ATL,@,GNB,L 24-27,0,0,,0,0,0,,0,1,3,0
7,1970,1970-10-04,3,26.083,ATL,,SFO,W 21-20,,,,,,,,,,,
8,1970,1970-10-11,4,26.090,ATL,@,DAL,L 0-13,,,,,,,,,,,
9,1970,1970-10-18,5,26.097,ATL,@,DEN,L 10-24,,,,,,,,,,,
10,1970,1970-10-25,6,26.104,ATL,,NOR,W 32-14,1,0,0.00,0,0,0,,0,0,0,0
11,1970,1970-11-01,7,26.111,ATL,,CHI,L 14-23,,,,,,,,,,,
12,1970,1970-11-08,8,26.118,ATL,@,RAM,T 10-10,,,,,,,,,,,
13,1970,1970-11-15,9,26.125,ATL,@,PHI,T 13-13,,,,,,,,,,,
14,1970,1970-11-22,10,26.132,ATL,,RAM,L 7-17,0,0,,0,1,4,4.00,0,0,0,0
15,1970,1970-11-30,11,26.140,ATL,,MIA,L 7-20,,,,,,,,,,,
16,1970,1970-12-06,12,26.146,ATL,@,SFO,L 20-24,,,,,,,,,,,
17,1970,1970-12-13,13,26.153,ATL,,PIT,W 27-16,0,0,,0,2,11,5.50,0,0,0,0
18,1970,1970-12-20,14,26.160,ATL,,MIN,L 7-37,,,,,,,,,,,
