ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1995,1995-09-17,3,23.113,GNB,,NYG,W 14-6,,3,2,32,16.00,0,66.7%,10.67,0,0,,0,2,58,29.00,0,6,51,8.50,0,0,0
2,1995,1995-09-24,4,23.120,GNB,@,JAX,W 24-14,,2,1,17,17.00,0,50.0%,8.50,0,0,,0,0,0,,0,5,64,12.80,0,0,0
3,1995,1995-10-08,5,23.134,GNB,@,DAL,L 24-34,,1,0,0,,0,0.0%,0.00,,,,,0,0,,0,0,0,,0,,
4,1995,1995-11-05,9,23.162,GNB,@,MIN,L 24-27,,0,0,0,,0,0.0%,,0,0,,0,3,57,19.00,0,6,62,10.33,0,0,0
5,1995,1995-11-12,10,23.169,GNB,,CHI,W 35-28,,0,0,0,,0,0.0%,,0,0,,0,3,106,35.33,0,3,26,8.67,0,0,0
6,1995,1995-11-19,11,23.176,GNB,@,CLE,W 31-20,,1,1,5,5.00,0,100.0%,5.00,0,0,,0,4,63,15.75,0,2,9,4.50,0,0,0
7,1995,1995-11-26,12,23.183,GNB,,TAM,W 35-13,,0,0,0,,0,0.0%,,0,0,,0,3,59,19.67,0,3,18,6.00,0,0,0
8,1995,1995-12-03,13,23.190,GNB,,CIN,W 24-10,,1,1,28,28.00,0,100.0%,28.00,0,0,,0,1,37,37.00,0,3,19,6.33,0,0,0
9,1995,1995-12-10,14,23.197,GNB,@,TAM,L 10-13,,0,0,0,,0,0.0%,,0,0,,0,2,32,16.00,0,3,-1,-0.33,0,0,0
10,1995,1995-12-16,15,23.203,GNB,@,NOR,W 34-23,,4,3,24,8.00,1,75.0%,6.00,0,0,,0,3,82,27.33,0,3,19,6.33,0,1,6
11,1995,1995-12-24,16,23.211,GNB,,PIT,W 24-19,,0,0,0,,0,0.0%,,0,0,,0,3,62,20.67,0,3,25,8.33,0,0,0
12,1996,1996-09-01,1,24.097,GNB,@,TAM,W 34-3,,8,6,82,13.67,0,75.0%,10.25,0,0,,0,0,0,,0,0,0,,0,0,0
13,1996,1996-09-09,2,24.105,GNB,,PHI,W 39-13,,3,1,21,21.00,0,33.3%,7.00,0,0,,0,1,16,16.00,0,0,0,,0,0,0
14,1996,1996-09-15,3,24.111,GNB,,SDG,W 42-10,,3,1,19,19.00,1,33.3%,6.33,0,0,,0,0,0,,0,0,0,,0,1,6
15,1996,1996-09-22,4,24.118,GNB,@,MIN,L 21-30,,4,3,34,11.33,0,75.0%,8.50,0,0,,0,0,0,,0,0,0,,0,0,0
16,1996,1996-09-29,5,24.125,GNB,@,SEA,W 31-10,,11,7,108,15.43,2,63.6%,9.82,0,0,,0,0,0,,0,0,0,,0,2,12
17,1996,1996-10-06,6,24.132,GNB,@,CHI,W 37-6,,10,7,146,20.86,2,70.0%,14.60,0,0,,0,0,0,,0,0,0,,0,2,12
18,1996,1996-10-14,7,24.140,GNB,,SFO,W 23-20,,18,6,71,11.83,0,33.3%,3.94,0,0,,0,0,0,,0,0,0,,0,0,0
19,1996,1996-10-27,8,24.153,GNB,,TAM,W 13-7,,1,0,0,,0,0.0%,0.00,,,,,0,0,,0,,,,,,
20,1996,1996-12-01,13,24.188,GNB,,CHI,W 28-17,,13,10,156,15.60,0,76.9%,12.00,0,0,,0,0,0,,0,0,0,,0,0,0
21,1996,1996-12-08,14,24.195,GNB,,DEN,W 41-6,,18,9,175,19.44,3,50.0%,9.72,0,0,,0,0,0,,0,0,0,,0,3,18
22,1996,1996-12-15,15,24.202,GNB,@,DET,W 31-3,,8,3,60,20.00,1,37.5%,7.50,0,0,,0,0,0,,0,0,0,,0,1,6
23,1996,1996-12-22,16,24.209,GNB,,MIN,W 38-10,,10,3,61,20.33,0,30.0%,6.10,0,0,,0,0,0,,0,0,0,,0,0,0
