ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1974,1974-09-15,1,23.096,NYG,,WAS,L 10-13,14,43,3.07,1,0,0,,0,2,79,39.50,0,2,3,1.50,0,1,6
2,1974,1974-09-22,2,23.103,NYG,,NWE,L 20-28,5,7,1.40,0,0,0,,0,1,10,10.00,0,0,0,,0,0,0
3,1974,1974-09-29,3,23.110,NYG,@,DAL,W 14-6,13,42,3.23,1,0,0,,0,1,25,25.00,0,0,0,,0,1,6
4,1974,1974-10-06,4,23.117,NYG,,ATL,L 7-14,15,119,7.93,1,3,19,6.33,0,0,0,,0,0,0,,0,1,6
5,1974,1974-10-13,5,23.124,NYG,@,PHI,L 7-35,15,83,5.53,0,1,18,18.00,0,2,44,22.00,0,0,0,,0,0,0
6,1974,1974-10-20,6,23.131,NYG,@,WAS,L 3-24,14,26,1.86,0,2,1,0.50,0,1,17,17.00,0,0,0,,0,0,0
7,1974,1974-10-27,7,23.138,NYG,,DAL,L 7-21,6,8,1.33,0,2,5,2.50,0,2,47,23.50,0,0,0,,0,0,0
8,1974,1974-11-03,8,23.145,NYG,@,KAN,W 33-27,2,7,3.50,0,0,0,,0,1,18,18.00,0,0,0,,0,0,0
9,1974,1974-11-10,9,23.152,NYG,,NYJ,L 20-26,12,35,2.92,0,0,0,,0,3,68,22.67,0,1,11,11.00,0,0,0
10,1974,1974-12-01,12,23.173,NYG,@,CHI,L 13-16,6,14,2.33,1,0,0,,0,0,0,,0,0,0,,0,1,6
11,1974,1974-12-08,13,23.180,NYG,,PHI,L 7-20,4,12,3.00,0,2,14,7.00,0,0,0,,0,0,0,,0,0,0
12,1974,1974-12-15,14,23.187,NYG,@,STL,L 14-26,0,0,,0,0,0,,0,2,42,21.00,0,0,0,,0,0,0
13,1975,1975-09-21,1,24.102,NYG,@,PHI,W 23-14,3,9,3.00,0,0,0,,0,1,40,40.00,0,0,0,,0,0,0
