ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
1,1989,1989-09-10,1,24.195,DEN,,KAN,W 34-20,4,4,100.0,2,2,100.0,0,10
2,1989,1989-09-18,2,24.203,DEN,@,BUF,W 28-14,2,2,100.0,4,4,100.0,0,14
3,1989,1989-09-24,3,24.209,DEN,,RAI,W 31-21,4,4,100.0,1,1,100.0,0,7
4,1989,1989-10-01,4,24.216,DEN,@,CLE,L 13-16,1,1,100.0,2,2,100.0,0,7
5,1989,1989-10-08,5,24.223,DEN,,SDG,W 16-10,1,1,100.0,3,4,75.0,0,10
6,1989,1989-10-15,6,24.230,DEN,,IND,W 14-3,2,2,100.0,,,,0,2
7,1989,1989-10-22,7,24.237,DEN,@,SEA,W 24-21,3,3,100.0,1,4,25.0,0,6
8,1989,1989-10-29,8,24.244,DEN,,PHI,L 24-28,3,3,100.0,1,1,100.0,0,6
9,1989,1989-11-05,9,24.251,DEN,,PIT,W 34-7,4,4,100.0,2,2,100.0,0,10
10,1989,1989-11-12,10,24.258,DEN,@,KAN,W 16-13,1,1,100.0,3,3,100.0,0,10
11,1989,1989-11-20,11,24.266,DEN,@,WAS,W 14-10,2,2,100.0,,,,0,2
12,1989,1989-11-26,12,24.272,DEN,,SEA,W 41-14,5,5,100.0,2,2,100.0,0,11
13,1989,1989-12-03,13,24.279,DEN,@,RAI,L 13-16,1,1,100.0,2,3,66.7,0,7
14,1989,1989-12-10,14,24.286,DEN,,NYG,L 7-14,1,1,100.0,,,,0,1
15,1989,1989-12-16,15,24.292,DEN,@,PHO,W 37-0,4,4,100.0,3,3,100.0,0,13
16,1989,1989-12-24,16,24.300,DEN,@,SDG,L 16-19,1,2,50.0,1,2,50.0,0,4
17,1990,1990-09-09,1,25.194,DEN,@,RAI,L 9-14,,,,3,3,100.0,0,9
