ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks
1,1997,1997-08-31,1,23.148,NYJ,@,SEA,W 41-3,,
2,1997,1997-09-07,2,23.155,NYJ,,BUF,L 22-28,,
3,1997,1997-09-14,3,23.162,NYJ,@,NWE,L 24-27,,
4,1997,1997-09-21,4,23.169,NYJ,,OAK,W 23-22,,
5,1997,1997-09-28,5,23.176,NYJ,@,CIN,W 31-14,,
6,1997,1997-10-12,7,23.190,NYJ,,MIA,L 20-31,,
7,1997,1997-10-19,8,23.197,NYJ,,NWE,W 24-19,,
8,1997,1997-11-09,10,23.218,NYJ,@,MIA,L 17-24,,
9,1997,1997-11-16,11,23.225,NYJ,@,CHI,W 23-15,,
10,1997,1997-11-23,12,23.232,NYJ,,MIN,W 23-21,,
11,1997,1997-11-30,13,23.239,NYJ,@,BUF,L 10-20,,
12,1997,1997-12-07,14,23.246,NYJ,,IND,L 14-22,,
13,1997,1997-12-14,15,23.253,NYJ,,TAM,W 31-0,,1.0
14,1997,1997-12-21,16,23.260,NYJ,@,DET,L 10-13,,1.0
15,1998,1998-11-15,10,24.224,CAR,,MIA,L 9-13,,
16,1998,1998-11-22,11,24.231,CAR,@,STL,W 24-20,,
17,1998,1998-11-29,12,24.238,CAR,@,NYJ,L 21-48,,
18,1998,1998-12-06,13,24.245,CAR,,SFO,L 28-31,,
19,1998,1998-12-13,14,24.252,CAR,,WAS,L 25-28,,
20,1998,1998-12-20,15,24.259,CAR,,STL,W 20-13,,
21,1998,1998-12-27,16,24.266,CAR,@,IND,W 27-19,,2.0
22,1999,1999-09-19,2,25.167,CAR,,JAX,L 20-22,,
23,1999,1999-10-03,4,25.181,CAR,@,WAS,L 36-38,,
24,1999,1999-10-24,6,25.202,CAR,,DET,L 9-24,,
25,1999,1999-10-31,7,25.209,CAR,@,ATL,L 20-27,,
26,1999,1999-11-07,8,25.216,CAR,,PHI,W 33-7,,
27,1999,1999-11-14,9,25.223,CAR,@,STL,L 10-35,,
28,1999,1999-11-21,10,25.230,CAR,@,CLE,W 31-17,,
29,1999,1999-11-28,11,25.237,CAR,,ATL,W 34-28,,
