ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1991,1991-09-01,1,23.157,RAM,,PHO,L 14-24,,,,,,,,,,,,0,0,,0,,
2,1991,1991-09-08,2,23.164,RAM,@,NYG,W 19-13,0,0,,0,,0,0,,0,,,1,13,13.00,0,0,0
3,1991,1991-09-15,3,23.171,RAM,@,NOR,L 7-24,,,,,,,,,,,,0,0,,0,,
4,1991,1991-09-22,4,23.178,RAM,@,SFO,L 10-27,,,,,,,,,,,,0,0,,0,,
5,1991,1991-09-29,5,23.185,RAM,,GNB,W 23-21,,,,,,,,,,,,0,0,,0,,
6,1991,1991-10-13,6,23.199,RAM,,SDG,W 30-24,,,,,,,,,,,,0,0,,0,,
7,1991,1991-10-20,7,23.206,RAM,@,RAI,L 17-20,,,,,,,,,,,,0,0,,0,,
8,1991,1991-10-27,8,23.213,RAM,@,ATL,L 14-31,,,,,,,,,,,,0,0,,0,,
9,1991,1991-11-03,9,23.220,RAM,,NOR,L 17-24,,,,,,,,,,,,0,0,,0,,
10,1991,1991-11-10,10,23.227,RAM,,KAN,L 20-27,0,0,,0,,0,0,,0,,,1,20,20.00,0,0,0
11,1991,1991-11-17,11,23.234,RAM,@,DET,L 10-21,,,,,,,,,,,,0,0,,0,,
12,1991,1991-11-25,12,23.242,RAM,,SFO,L 10-33,0,0,,0,,0,0,,0,,,3,41,13.67,0,0,0
13,1991,1991-12-01,13,23.248,RAM,,WAS,L 6-27,0,0,,0,,0,0,,0,,,1,12,12.00,0,0,0
14,1991,1991-12-08,14,23.255,RAM,,ATL,L 14-31,0,0,,0,,0,0,,0,,,1,18,18.00,0,0,0
15,1991,1991-12-15,15,23.262,RAM,@,MIN,L 14-20,0,0,,0,,0,0,,0,,,2,66,33.00,0,0,0
16,1991,1991-12-22,16,23.269,RAM,@,SEA,L 9-23,0,0,,0,,0,0,,0,,,3,24,8.00,0,0,0
17,1992,1992-09-06,1,24.162,RAM,@,BUF,L 7-40,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
18,1992,1992-09-13,2,24.169,RAM,,NWE,W 14-0,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
19,1992,1992-09-20,3,24.176,RAM,@,MIA,L 10-26,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
20,1992,1992-09-27,4,24.183,RAM,,NYJ,W 18-10,1,-1,-1.00,0,,0,0,,0,0.0%,,0,0,,0,0,0
21,1992,1992-10-04,5,24.190,RAM,@,SFO,L 24-27,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
22,1992,1992-10-11,6,24.197,RAM,@,NOR,L 10-13,2,4,2.00,0,,0,0,,0,0.0%,,0,0,,0,0,0
23,1992,1992-10-18,7,24.204,RAM,,NYG,W 38-17,1,1,1.00,1,3,2,38,19.00,0,66.7%,12.67,0,0,,0,1,6
