ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1959,1959-10-25,5,22.281,PIT,,NYG,L 16-21,4,146,36.50,1,0,0,,0,1,
2,1959,1959-11-01,6,22.288,PIT,@,CRD,L 24-45,3,72,24.00,1,0,0,,0,1,
3,1959,1959-11-15,8,22.302,PIT,@,NYG,W 14-9,1,12,12.00,0,0,0,,0,0,
4,1959,1959-11-29,10,22.316,PIT,,PHI,W 31-0,1,12,12.00,1,0,0,,0,1,
5,1959,1959-12-06,11,22.323,PIT,@,CHI,L 21-27,4,106,26.50,1,0,0,,0,1,
6,1959,1959-12-13,12,22.330,PIT,,CRD,W 35-20,3,80,26.67,2,0,0,,0,2,
7,1960,1960-09-24,1,23.251,PIT,@,DAL,W 35-28,2,84,42.00,1,0,0,,0,1,6
8,1960,1960-10-02,2,23.259,PIT,@,CLE,L 20-28,6,98,16.33,1,0,0,,0,1,6
9,1960,1960-10-09,3,23.266,PIT,,NYG,L 17-19,1,30,30.00,1,0,0,,0,1,6
10,1960,1960-10-16,4,23.273,PIT,,STL,W 27-14,4,94,23.50,1,0,0,,0,1,6
11,1960,1960-10-23,5,23.280,PIT,@,WAS,T 27-27,7,187,26.71,1,0,0,,0,1,6
12,1960,1960-10-30,6,23.287,PIT,,GNB,L 13-19,3,83,27.67,1,0,0,,0,1,6
13,1960,1960-11-06,7,23.294,PIT,@,PHI,L 7-34,2,73,36.50,1,0,0,,0,1,6
14,1960,1960-11-13,8,23.301,PIT,@,NYG,L 24-27,4,121,30.25,1,0,0,,0,1,6
15,1960,1960-11-20,9,23.308,PIT,,CLE,W 14-10,3,62,20.67,0,0,0,,0,0,0
16,1960,1960-11-27,10,23.315,PIT,,WAS,W 22-10,1,42,42.00,0,1,8,8.00,0,0,0
17,1960,1960-12-11,11,23.329,PIT,,PHI,W 27-21,6,85,14.17,1,0,0,,0,1,6
18,1960,1960-12-18,12,23.336,PIT,@,STL,L 7-38,1,13,13.00,0,0,0,,0,0,0
19,1961,1961-09-17,1,24.243,PIT,@,DAL,L 24-27,5,137,27.40,1,2,-9,-4.50,0,1,6
20,1961,1961-09-24,2,24.250,PIT,,NYG,L 14-17,3,48,16.00,1,0,0,,0,1,6
21,1961,1961-10-01,3,24.257,PIT,@,RAM,L 14-24,3,57,19.00,1,0,0,,0,1,6
22,1961,1961-10-08,4,24.264,PIT,@,PHI,L 16-21,6,72,12.00,1,0,0,,0,1,6
23,1961,1961-10-15,5,24.271,PIT,,WAS,W 20-0,3,72,24.00,1,0,0,,0,1,6
24,1961,1961-10-22,6,24.278,PIT,,CLE,L 28-30,9,235,26.11,2,0,0,,0,2,12
25,1961,1961-11-05,8,24.292,PIT,@,CLE,W 17-13,1,16,16.00,0,0,0,,0,0,0
26,1961,1961-11-12,9,24.299,PIT,,DAL,W 37-7,6,148,24.67,2,0,0,,0,2,12
27,1961,1961-11-19,10,24.306,PIT,@,NYG,L 21-42,7,117,16.71,2,1,15,15.00,0,2,12
28,1961,1961-11-26,11,24.313,PIT,,STL,W 30-27,2,20,10.00,0,0,0,,0,0,0
29,1961,1961-12-03,12,24.320,PIT,,PHI,L 24-35,2,43,21.50,0,0,0,,0,0,0
30,1961,1961-12-10,13,24.327,PIT,@,WAS,W 30-14,3,52,17.33,1,0,0,,0,1,6
31,1961,1961-12-17,14,24.334,PIT,@,STL,L 0-20,3,30,10.00,0,0,0,,0,0,0
32,1962,1962-09-16,1,25.242,PIT,@,DET,L 7-45,2,49,24.50,0,0,0,,0,0,0
33,1962,1962-09-23,2,25.249,PIT,@,DAL,W 30-28,5,75,15.00,1,0,0,,0,1,6
34,1962,1962-09-30,3,25.256,PIT,,NYG,L 27-31,4,70,17.50,0,0,0,,0,0,0
35,1962,1962-10-06,4,25.262,PIT,,PHI,W 13-7,2,32,16.00,0,0,0,,0,0,0
36,1962,1962-10-21,6,25.277,PIT,,DAL,L 27-42,9,157,17.44,2,0,0,,0,2,12
37,1962,1962-10-28,7,25.284,PIT,,CLE,L 14-41,5,66,13.20,1,0,0,,0,1,6
38,1962,1962-11-04,8,25.291,PIT,,MIN,W 39-31,6,103,17.17,0,0,0,,0,0,0
39,1962,1962-11-11,9,25.298,PIT,@,STL,W 26-17,2,36,18.00,0,0,0,,0,0,0
40,1962,1962-11-18,10,25.305,PIT,,WAS,W 23-21,5,94,18.80,1,0,0,,0,1,6
41,1962,1962-12-02,12,25.319,PIT,,STL,W 19-7,7,186,26.57,0,0,0,,0,0,0
42,1962,1962-12-09,13,25.326,PIT,@,PHI,W 26-17,1,12,12.00,0,0,0,,0,0,0
43,1962,1962-12-16,14,25.333,PIT,@,WAS,W 27-24,2,101,50.50,1,0,0,,0,1,6
44,1963,1963-09-15,1,26.241,PIT,@,PHI,T 21-21,7,116,16.57,0,0,0,,0,0,0
45,1963,1963-09-22,2,26.248,PIT,,NYG,W 31-0,2,58,29.00,1,0,0,,0,1,6
46,1963,1963-09-29,3,26.255,PIT,,STL,W 23-10,4,59,14.75,0,0,0,,0,0,0
47,1963,1963-10-05,4,26.261,PIT,@,CLE,L 23-35,7,144,20.57,2,0,0,,0,2,12
48,1963,1963-10-13,5,26.269,PIT,@,STL,L 23-24,3,57,19.00,0,0,0,,0,0,0
49,1963,1963-10-20,6,26.276,PIT,,WAS,W 38-27,6,155,25.83,1,0,0,,0,1,6
50,1963,1963-10-27,7,26.283,PIT,,DAL,W 27-21,7,162,23.14,3,0,0,,0,3,18
51,1963,1963-11-03,8,26.290,PIT,@,GNB,L 14-33,3,40,13.33,0,0,0,,0,0,0
52,1963,1963-11-10,9,26.297,PIT,,CLE,W 9-7,5,114,22.80,0,0,0,,0,0,0
53,1963,1963-11-17,10,26.304,PIT,@,WAS,W 34-28,2,56,28.00,0,0,0,,0,0,0
54,1963,1963-11-24,11,26.311,PIT,,CHI,T 17-17,5,72,14.40,0,0,0,,0,0,0
55,1963,1963-12-01,12,26.318,PIT,,PHI,T 20-20,2,67,33.50,0,0,0,,0,0,0
56,1963,1963-12-08,13,26.325,PIT,@,DAL,W 24-19,2,103,51.50,1,0,0,,0,1,6
57,1963,1963-12-15,14,26.332,PIT,@,NYG,L 17-33,5,92,18.40,1,0,0,,0,1,6
58,1964,1964-09-27,3,27.254,DAL,@,PIT,L 17-23,2,22,11.00,0,0,0,,0,0,0
59,1964,1964-10-18,6,27.275,DAL,,CLE,L 16-20,1,17,17.00,0,0,0,,0,0,0
60,1964,1964-11-15,10,27.303,DAL,,PHI,L 14-17,1,10,10.00,0,0,0,,0,0,0
61,1964,1964-11-29,12,27.317,DAL,,GNB,L 21-45,2,29,14.50,0,0,0,,0,0,0
62,1964,1964-12-13,14,27.331,DAL,,PIT,W 17-14,5,100,20.00,0,0,0,,0,0,0
