ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2012,2012-09-05,1,23.053,DAL,@,NYG,W 24-17,,1,1,10,10.00,0,100.0%,10.00,0,0,0.0,0,0
2,2012,2012-09-16,2,23.064,DAL,@,SEA,L 7-27,,,,,,,0.0%,,,,,,
3,2012,2012-09-23,3,23.071,DAL,,TAM,W 16-10,,0,0,0,,0,0.0%,,0,0,0.0,0,0
4,2012,2012-10-01,4,23.079,DAL,,CHI,L 18-34,,,,,,,0.0%,,,,,,
5,2012,2012-10-14,5,23.092,DAL,@,BAL,L 29-31,,,,,,,0.0%,,,,,,
6,2012,2012-10-21,6,23.099,DAL,@,CAR,W 19-14,*,,,,,,0.0%,,,,,,
7,2012,2012-10-28,7,23.106,DAL,,NYG,L 24-29,,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
8,2012,2012-11-04,8,23.113,DAL,@,ATL,L 13-19,,,,,,,0.0%,,,,,,
9,2012,2012-11-11,9,23.120,DAL,@,PHI,W 38-23,,,,,,,0.0%,,,,,,
10,2012,2012-11-18,10,23.127,DAL,,CLE,W 23-20,,0,0,0,,0,0.0%,,0,0,0.0,0,0
11,2012,2012-11-22,11,23.131,DAL,,WAS,L 31-38,,,,,,,0.0%,,,,,,
12,2012,2012-12-02,12,23.141,DAL,,PHI,W 38-33,,,0,0,,0,0.0%,,0,0,0.0,0,0
13,2012,2012-12-09,13,23.148,DAL,@,CIN,W 20-19,*,2,1,3,3.00,0,50.0%,1.50,0,0,0.0,0,0
14,2012,2012-12-16,14,23.155,DAL,,PIT,W 27-24,,2,2,45,22.50,0,100.0%,22.50,0,0,0.0,0,0
15,2012,2012-12-23,15,23.162,DAL,,NOR,L 31-34,,1,1,8,8.00,0,100.0%,8.00,0,0,0.0,0,0
16,2012,2012-12-30,16,23.169,DAL,@,WAS,L 18-28,,4,3,20,6.67,0,75.0%,5.00,0,0,0.0,0,0
17,2013,2013-09-08,1,24.056,DAL,,NYG,W 36-31,,0,,,,,0.0%,,,,,,
18,2013,2013-09-15,2,24.063,DAL,@,KAN,L 16-17,*,5,4,20,5.00,0,80.0%,4.00,0,0,0.0,0,0
19,2013,2013-09-22,3,24.070,DAL,,STL,W 31-7,,,,,,,0.0%,,,,,,
20,2013,2013-09-29,4,24.077,DAL,@,SDG,L 21-30,*,,,,,,0.0%,,,,,,
21,2013,2013-10-06,5,24.084,DAL,,DEN,L 48-51,,1,1,3,3.00,0,100.0%,3.00,0,0,0.0,0,0
22,2013,2013-10-13,6,24.091,DAL,,WAS,W 31-16,*,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
23,2013,2013-10-20,7,24.098,DAL,@,PHI,W 17-3,,,,,,,0.0%,,,,,,
24,2013,2013-10-27,8,24.105,DAL,@,DET,L 30-31,,2,2,12,6.00,0,100.0%,6.00,0,0,0.0,0,0
25,2013,2013-11-03,9,24.112,DAL,,MIN,W 27-23,*,1,1,21,21.00,0,100.0%,21.00,0,0,0.0,0,0
26,2013,2013-11-10,10,24.119,DAL,@,NOR,L 17-49,*,3,3,11,3.67,0,100.0%,3.67,0,0,0.0,0,0
27,2013,2013-11-24,11,24.133,DAL,@,NYG,W 24-21,*,,,,,,0.0%,,,,,,
28,2013,2013-11-28,12,24.137,DAL,,OAK,W 31-24,*,,,,,,0.0%,,,,,,
29,2013,2013-12-09,13,24.148,DAL,@,CHI,L 28-45,*,1,1,6,6.00,0,100.0%,6.00,0,0,0.0,0,0
30,2013,2013-12-15,14,24.154,DAL,,GNB,L 36-37,,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
31,2013,2013-12-22,15,24.161,DAL,@,WAS,W 24-23,,0,0,0,,0,0.0%,,0,0,0.0,1,0
32,2013,2013-12-29,16,24.168,DAL,,PHI,L 22-24,,,,,,,0.0%,,,,,,
33,2014,2014-09-07,1,25.055,DAL,,SFO,L 17-28,*,,,,,,0.0%,,,,,,
34,2014,2014-09-14,2,25.062,DAL,@,TEN,W 26-10,*,0,0,0,,0,0.0%,,0,0,0.0,1,0
35,2014,2014-09-21,3,25.069,DAL,@,STL,W 34-31,*,,,,,,0.0%,,,,,,
36,2014,2014-09-28,4,25.076,DAL,,NOR,W 38-17,,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
37,2014,2014-10-05,5,25.083,DAL,,HOU,W 20-17,*,0,0,0,,0,0.0%,,0,0,0.0,1,0
38,2014,2014-10-12,6,25.090,DAL,@,SEA,W 30-23,*,,,,,,0.0%,,,,,,
39,2014,2014-10-19,7,25.097,DAL,,NYG,W 31-21,*,,,,,,0.0%,,,,,,
40,2014,2014-10-27,8,25.105,DAL,,WAS,L 17-20,*,1,1,7,7.00,0,100.0%,7.00,0,0,0.0,1,0
41,2014,2014-11-02,9,25.111,DAL,,ARI,L 17-28,,,,,,,0.0%,,,,,,
42,2014,2014-11-09,10,25.118,DAL,@,JAX,W 31-17,*,0,0,0,,0,0.0%,,0,0,0.0,1,0
43,2014,2014-11-23,11,25.132,DAL,@,NYG,W 31-28,,1,1,27,27.00,0,100.0%,27.00,0,0,0.0,1,0
44,2014,2014-11-27,12,25.136,DAL,,PHI,L 10-33,*,0,0,0,,0,0.0%,,0,0,0.0,1,0
45,2014,2014-12-04,13,25.143,DAL,@,CHI,W 41-28,*,0,0,0,,0,0.0%,,0,0,0.0,1,0
46,2014,2014-12-14,14,25.153,DAL,@,PHI,W 38-27,,1,1,12,12.00,0,100.0%,12.00,0,0,0.0,1,0
47,2014,2014-12-21,15,25.160,DAL,,IND,W 42-7,*,0,0,0,,0,0.0%,,0,0,0.0,1,0
48,2014,2014-12-28,16,25.167,DAL,@,WAS,W 44-17,*,2,1,2,2.00,0,50.0%,1.00,0,0,0.0,0,0
49,2015,2015-09-13,1,26.061,DAL,,NYG,W 27-26,,0,0,0,,0,0.0%,,0,0,0.0,0,0
50,2015,2015-09-27,3,26.075,DAL,,ATL,L 28-39,*,0,0,0,,0,0.0%,,0,0,0.0,0,0
51,2015,2015-10-04,4,26.082,DAL,@,NOR,L 20-26,*,1,1,7,7.00,0,100.0%,7.00,0,0,0.0,0,0
52,2015,2015-10-25,6,26.103,DAL,@,NYG,L 20-27,*,1,1,6,6.00,0,100.0%,6.00,0,0,0.0,0,0
