ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2015,2015-09-13,1,21.346,JAX,,CAR,L 9-20,*,12,51,4.25,0,4,3,16,5.33,0,75.0%,4.00,0,0
2,2015,2015-09-20,2,21.353,JAX,,MIA,W 23-20,*,25,70,2.80,0,4,3,13,4.33,0,75.0%,3.25,0,0
3,2015,2015-09-27,3,21.360,JAX,@,NWE,L 17-51,*,11,33,3.00,0,3,2,9,4.50,0,66.7%,3.00,0,0
4,2015,2015-10-04,4,22.002,JAX,@,IND,L 13-16,*,22,105,4.77,0,3,2,4,2.00,0,66.7%,1.33,0,0
5,2015,2015-10-11,5,22.009,JAX,@,TAM,L 31-38,*,11,32,2.91,0,6,5,31,6.20,1,83.3%,5.17,1,6
6,2015,2015-10-25,7,22.023,JAX,,BUF,W 34-31,*,20,115,5.75,1,3,1,9,9.00,0,33.3%,3.00,1,6
7,2015,2015-11-08,8,22.037,JAX,@,NYJ,L 23-28,*,14,64,4.57,0,3,3,37,12.33,0,100.0%,12.33,0,0
8,2015,2015-11-15,9,22.044,JAX,@,BAL,W 22-20,*,18,61,3.39,0,6,5,6,1.20,0,83.3%,1.00,0,0
9,2015,2015-11-19,10,22.048,JAX,,TEN,W 19-13,*,14,54,3.86,0,4,3,28,9.33,0,75.0%,7.00,0,0
10,2015,2015-11-29,11,22.058,JAX,,SDG,L 25-31,*,9,36,4.00,0,5,4,46,11.50,0,80.0%,9.20,0,0
11,2015,2015-12-06,12,22.065,JAX,@,TEN,L 39-42,*,15,57,3.80,1,4,4,79,19.75,0,100.0%,19.75,1,6
12,2015,2015-12-13,13,22.072,JAX,,IND,W 51-16,*,11,62,5.64,0,1,1,1,1.00,0,100.0%,1.00,0,0
13,2016,2016-09-11,1,22.345,JAX,,GNB,L 23-27,*,21,39,1.86,1,6,4,30,7.50,0,66.7%,5.00,1,6
14,2016,2016-09-18,2,22.352,JAX,@,SDG,L 14-38,*,7,28,4.00,0,9,8,10,1.25,0,88.9%,1.11,0,0
15,2016,2016-09-25,3,22.359,JAX,,BAL,L 17-19,*,6,17,2.83,0,3,2,11,5.50,0,66.7%,3.67,0,0
16,2016,2016-10-02,4,23.000,JAX,,IND,W 30-27,*,14,71,5.07,0,5,4,46,11.50,0,80.0%,9.20,0,0
17,2016,2016-10-16,5,23.014,JAX,@,CHI,W 17-16,*,6,21,3.50,0,2,1,5,5.00,0,50.0%,2.50,0,0
18,2016,2016-10-23,6,23.021,JAX,,OAK,L 16-33,*,6,24,4.00,0,2,1,4,4.00,0,50.0%,2.00,0,0
19,2016,2016-10-27,7,23.025,JAX,@,TEN,L 22-36,*,3,20,6.67,0,4,4,36,9.00,0,100.0%,9.00,0,0
20,2016,2016-11-06,8,23.035,JAX,@,KAN,L 14-19,*,7,33,4.71,0,6,5,32,6.40,1,83.3%,5.33,1,6
21,2016,2016-11-13,9,23.042,JAX,,HOU,L 21-24,*,9,32,3.56,0,3,3,27,9.00,0,100.0%,9.00,0,0
22,2016,2016-11-20,10,23.049,JAX,@,DET,L 19-26,*,4,16,4.00,0,3,2,16,8.00,0,66.7%,5.33,0,0
23,2016,2016-11-27,11,23.056,JAX,@,BUF,L 21-28,,6,17,2.83,0,2,1,3,3.00,0,50.0%,1.50,0,0
24,2016,2016-12-04,12,23.063,JAX,,DEN,L 10-20,,14,55,3.93,0,7,3,27,9.00,0,42.9%,3.86,0,0
25,2016,2016-12-11,13,23.070,JAX,,MIN,L 16-25,*,17,59,3.47,0,9,7,31,4.43,0,77.8%,3.44,0,0
