ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1975,1975-11-23,10,22.297,SDG,@,MIN,L 13-28,,,,
2,1975,1975-11-30,11,22.304,SDG,@,DEN,L 10-13,,,,
3,1975,1975-12-07,12,22.311,SDG,@,KAN,W 28-20,,,,
4,1975,1975-12-15,13,22.319,SDG,,NYJ,W 24-16,,,,
5,1975,1975-12-21,14,22.325,SDG,@,CIN,L 17-47,,,,
6,1976,1976-09-12,1,23.226,SDG,@,KAN,W 30-16,,,,
7,1976,1976-09-26,3,23.240,SDG,,STL,W 43-24,,,,
8,1976,1976-10-03,4,23.247,SDG,@,DEN,L 0-26,1,4,4.00,0
9,1976,1976-10-10,5,23.254,SDG,,OAK,L 17-27,,,,
10,1976,1976-10-17,6,23.261,SDG,,HOU,W 30-27,,,,
11,1976,1976-10-24,7,23.268,SDG,@,CLE,L 17-21,,,,
12,1976,1976-10-31,8,23.275,SDG,@,PIT,L 0-23,,,,
13,1976,1976-11-07,9,23.282,SDG,,BAL,L 21-37,,,,
14,1976,1976-11-14,10,23.289,SDG,,DEN,L 0-17,1,20,20.00,0
15,1976,1976-11-21,11,23.296,SDG,@,BUF,W 34-13,,,,
16,1976,1976-11-28,12,23.303,SDG,,KAN,L 20-23,,,,
17,1976,1976-12-05,13,23.310,SDG,,SFO,W 13-7,,,,
18,1976,1976-12-12,14,23.317,SDG,@,OAK,L 0-24,,,,
19,1977,1977-09-18,1,24.231,SDG,@,OAK,L 0-24,,,,
20,1977,1977-09-25,2,24.238,SDG,@,KAN,W 23-7,,,,
21,1977,1977-10-02,3,24.245,SDG,,CIN,W 24-3,,,,
22,1977,1977-10-09,4,24.252,SDG,@,NOR,W 14-0,,,,
23,1977,1977-10-16,5,24.259,SDG,,NWE,L 20-24,,,,
24,1977,1977-10-23,6,24.266,SDG,,KAN,L 16-21,,,,
25,1977,1977-10-30,7,24.273,SDG,@,MIA,W 14-13,,,,
26,1977,1977-11-06,8,24.280,SDG,@,DET,L 0-20,,,,
27,1977,1977-11-13,9,24.287,SDG,,DEN,L 14-17,,,,
28,1977,1977-11-20,10,24.294,SDG,,OAK,W 12-7,,,,
29,1977,1977-11-27,11,24.301,SDG,@,SEA,W 30-28,,,,
30,1977,1977-12-04,12,24.308,SDG,,CLE,W 37-14,,,,
31,1977,1977-12-11,13,24.315,SDG,@,DEN,L 9-17,,,,
32,1977,1977-12-18,14,24.322,SDG,,PIT,L 9-10,,,,
33,1978,1978-09-03,1,25.216,SDG,@,SEA,W 24-20,,,,
34,1978,1978-09-10,2,25.223,SDG,,OAK,L 20-21,,,,
35,1978,1978-09-17,3,25.230,SDG,@,DEN,L 14-27,,,,
36,1978,1978-09-24,4,25.237,SDG,,GNB,L 3-24,,,,
37,1978,1978-10-01,5,25.244,SDG,@,NWE,L 23-28,,,,
38,1978,1978-10-08,6,25.251,SDG,,DEN,W 23-0,,,,
39,1978,1978-10-15,7,25.258,SDG,,MIA,L 21-28,,,,
40,1978,1978-10-22,8,25.265,SDG,@,DET,L 14-31,,,,
41,1978,1978-10-29,9,25.272,SDG,@,OAK,W 27-23,,,,
42,1978,1978-11-05,10,25.279,SDG,,CIN,W 22-13,,,,
43,1978,1978-11-12,11,25.286,SDG,,KAN,W 29-23,,,,
44,1978,1978-11-19,12,25.293,SDG,@,MIN,W 13-7,,,,
