ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,def_int,def_int_yds,def_int_td
1,1985,1985-11-17,11,22.325,NYJ,,TAM,W 62-28,,,,,,,,
2,1985,1985-11-24,12,22.332,NYJ,,NWE,W 16-13,0,0,,0,1.0,0,0,0
3,1985,1985-11-28,13,22.336,NYJ,@,DET,L 20-31,,,,,,,,
4,1985,1985-12-08,14,22.346,NYJ,@,BUF,W 27-7,,,,,,,,
5,1985,1985-12-14,15,22.352,NYJ,,CHI,L 6-19,0,0,,0,2.0,0,0,0
6,1985,1985-12-22,16,22.360,NYJ,,CLE,W 37-10,,,,,,,,
7,1986,1986-09-07,1,23.254,NYJ,@,BUF,W 28-24,,,,,,,,
8,1986,1986-09-11,2,23.258,NYJ,,NWE,L 6-20,,,,,,,,
9,1986,1986-09-21,3,23.268,NYJ,,MIA,W 51-45,0,0,,0,0.0,1,14,0
10,1986,1986-09-28,4,23.275,NYJ,@,IND,W 26-7,0,0,,0,0.0,1,0,0
11,1986,1986-10-05,5,23.282,NYJ,,BUF,W 14-13,,,,,,,,
12,1986,1986-10-12,6,23.289,NYJ,@,NWE,W 31-24,,,,,,,,
13,1986,1986-10-20,7,23.297,NYJ,,DEN,W 22-10,,,,,,,,
14,1986,1986-10-26,8,23.303,NYJ,,NOR,W 28-23,0,0,,0,0.0,2,22,0
15,1986,1986-11-02,9,23.310,NYJ,@,SEA,W 38-7,0,0,,0,0.0,1,0,0
16,1986,1986-11-09,10,23.317,NYJ,@,ATL,W 28-14,,,,,,,,
17,1986,1986-11-16,11,23.324,NYJ,,IND,W 31-16,0,0,,0,1.0,0,0,0
18,1986,1986-11-24,12,23.332,NYJ,@,MIA,L 3-45,,,,,,,,
19,1986,1986-11-30,13,23.338,NYJ,,RAM,L 3-17,,,,,,,,
20,1986,1986-12-07,14,23.345,NYJ,@,SFO,L 10-24,,,,,,,,
21,1986,1986-12-13,15,23.351,NYJ,,PIT,L 24-45,,,,,,,,
22,1986,1986-12-21,16,23.359,NYJ,@,CIN,L 21-52,,,,,,,,
23,1987,1987-09-13,1,24.260,NYJ,@,BUF,W 31-28,,,,,,,,
24,1987,1987-11-09,8,24.317,NYJ,,SEA,W 30-14,,,,,,,,
25,1987,1987-11-15,9,24.323,NYJ,@,KAN,W 16-9,,,,,,,,
26,1987,1987-11-22,10,24.330,NYJ,,BUF,L 14-17,,,,,,,,
27,1988,1988-11-13,11,25.322,PHO,,NYG,W 24-17,,,,,,,,
28,1988,1988-11-20,12,25.329,PHO,@,HOU,L 20-38,,,,,,,,
29,1988,1988-11-27,13,25.336,PHO,@,PHI,L 21-31,0,0,,0,0.0,1,0,0
30,1988,1988-12-04,14,25.343,PHO,@,NYG,L 7-44,,,,,,,,
31,1988,1988-12-10,15,25.349,PHO,,PHI,L 17-23,0,0,,0,0.0,1,0,0
32,1988,1988-12-18,16,25.357,PHO,,GNB,L 17-26,,,,,,,,
33,1989,1989-09-10,1,26.257,SDG,@,RAI,L 14-40,0,0,,0,,,,
34,1989,1989-09-17,2,26.264,SDG,,HOU,L 27-34,0,0,,0,,,,
35,1989,1989-09-24,3,26.271,SDG,,KAN,W 21-6,0,0,,0,0.0,1,28,0
36,1989,1989-10-01,4,26.278,SDG,@,PHO,W 24-13,0,0,,0,,,,
37,1989,1989-10-08,5,26.285,SDG,@,DEN,L 10-16,0,0,,0,,,,
38,1989,1989-10-15,6,26.292,SDG,,SEA,L 16-17,0,0,,0,,,,
39,1989,1989-10-22,7,26.299,SDG,,NYG,L 13-20,0,0,,0,,,,
40,1989,1989-10-29,8,26.306,SDG,@,SEA,L 7-10,0,0,,0,,,,
41,1989,1989-11-05,9,26.313,SDG,,PHI,W 20-17,0,0,,0,,,,
42,1989,1989-11-12,10,26.320,SDG,,RAI,W 14-12,0,0,,0,,,,
43,1989,1989-11-19,11,26.327,SDG,@,PIT,L 17-20,1,0,0.00,0,0.0,0,0,0
44,1989,1989-11-26,12,26.334,SDG,@,IND,L 6-10,0,0,,0,,,,
45,1989,1989-12-03,13,26.341,SDG,,NYJ,L 17-20,0,0,,0,0.0,1,0,0
46,1989,1989-12-10,14,26.348,SDG,@,WAS,L 21-26,0,0,,0,,,,
47,1989,1989-12-17,15,26.355,SDG,@,KAN,W 20-13,0,0,,0,1.0,0,0,0
48,1989,1989-12-24,16,26.362,SDG,,DEN,W 19-16,0,0,,0,,,,
49,1990,1990-09-09,1,27.256,SDG,@,DAL,L 14-17,0,0,,0,,,,
50,1990,1990-09-16,2,27.263,SDG,,CIN,L 16-21,0,0,,0,,,,
51,1990,1990-09-30,4,27.277,SDG,,HOU,L 7-17,0,0,,0,,,,
52,1990,1990-10-07,5,27.284,SDG,@,PIT,L 14-36,0,0,,0,,,,
53,1990,1990-10-14,6,27.291,SDG,@,NYJ,W 39-3,0,0,,0,,,,
54,1990,1990-10-21,7,27.298,SDG,,RAI,L 9-24,0,0,,0,,,,
55,1990,1990-10-28,8,27.305,SDG,,TAM,W 41-10,0,0,,0,0.0,1,19,0
56,1990,1990-11-04,9,27.312,SDG,@,SEA,W 31-14,0,0,,0,,,,
57,1990,1990-11-11,10,27.319,SDG,,DEN,W 19-7,0,0,,0,,,,
58,1990,1990-11-18,11,27.326,SDG,@,KAN,L 10-27,1,0,0.00,0,0.0,0,0,0
59,1990,1990-11-25,12,27.333,SDG,,SEA,L 10-13,0,0,,0,,,,
60,1990,1990-12-02,13,27.340,SDG,,NYJ,W 38-17,0,0,,0,,,,
61,1990,1990-12-16,14,27.354,SDG,@,DEN,L 10-20,0,0,,0,,,,
62,1990,1990-12-23,15,27.361,SDG,,KAN,L 21-24,0,0,,0,,,,
63,1990,1990-12-30,16,28.003,SDG,@,RAI,L 12-17,0,0,,0,,,,
