ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1993,1993-09-05,1,23.064,PHI,,PHO,W 23-17,2,1,13,13.00,0,50.0%,6.50,0,0
2,1993,1993-09-12,2,23.071,PHI,@,GNB,W 20-17,3,3,56,18.67,1,100.0%,18.67,1,6
3,1993,1993-09-19,3,23.078,PHI,,WAS,W 34-31,5,2,22,11.00,0,40.0%,4.40,0,0
4,1993,1993-10-03,4,23.092,PHI,@,NYJ,W 35-30,5,5,36,7.20,0,100.0%,7.20,0,0
5,1993,1993-10-10,5,23.099,PHI,,CHI,L 6-17,8,4,94,23.50,0,50.0%,11.75,0,0
6,1993,1993-10-17,6,23.106,PHI,@,NYG,L 10-21,6,4,63,15.75,0,66.7%,10.50,0,0
7,1993,1993-10-31,7,23.120,PHI,,DAL,L 10-23,4,1,16,16.00,0,25.0%,4.00,0,0
8,1993,1993-11-07,8,23.127,PHI,@,PHO,L 3-16,1,1,20,20.00,0,100.0%,20.00,0,0
9,1993,1993-11-14,9,23.134,PHI,,MIA,L 14-19,2,0,0,,0,0.0%,0.00,,
10,1993,1993-11-21,10,23.141,PHI,,NYG,L 3-7,5,3,54,18.00,0,60.0%,10.80,0,0
11,1993,1993-11-28,11,23.148,PHI,@,WAS,W 17-14,2,1,9,9.00,0,50.0%,4.50,0,0
12,1993,1993-12-06,12,23.156,PHI,@,DAL,L 17-23,10,6,48,8.00,0,60.0%,4.80,0,0
13,1993,1993-12-12,13,23.162,PHI,,BUF,L 7-10,12,7,95,13.57,0,58.3%,7.92,0,0
14,1993,1993-12-19,14,23.169,PHI,@,IND,W 20-10,5,1,8,8.00,0,20.0%,1.60,0,0
15,1993,1993-12-26,15,23.176,PHI,,NOR,W 37-26,3,1,5,5.00,0,33.3%,1.67,0,0
16,1993,1994-01-03,16,23.184,PHI,@,SFO,W 37-34,5,1,6,6.00,0,20.0%,1.20,0,0
17,1994,1994-09-04,1,24.063,PHI,@,NYG,L 23-28,4,3,44,14.67,0,75.0%,11.00,0,0
18,1994,1994-09-12,2,24.071,PHI,,CHI,W 30-22,2,1,12,12.00,0,50.0%,6.00,0,0
19,1994,1994-09-18,3,24.077,PHI,,GNB,W 13-7,3,1,12,12.00,0,33.3%,4.00,0,0
20,1994,1994-10-02,4,24.091,PHI,@,SFO,W 40-8,1,1,28,28.00,1,100.0%,28.00,1,6
21,1994,1994-10-09,5,24.098,PHI,,WAS,W 21-17,2,0,0,,0,0.0%,0.00,,
22,1994,1994-10-16,6,24.105,PHI,@,DAL,L 13-24,2,1,12,12.00,0,50.0%,6.00,0,0
23,1994,1994-10-24,7,24.113,PHI,,HOU,W 21-6,,0,0,,0,0.0%,,,
24,1994,1994-10-30,8,24.119,PHI,@,WAS,W 31-29,2,1,11,11.00,0,50.0%,5.50,0,0
25,1994,1994-11-06,9,24.126,PHI,,ARI,W 17-7,,0,0,,0,0.0%,,,
26,1994,1994-11-13,10,24.133,PHI,,CLE,L 7-26,2,1,11,11.00,0,50.0%,5.50,0,0
27,1994,1994-11-20,11,24.140,PHI,@,ARI,L 6-12,4,1,12,12.00,0,25.0%,3.00,0,0
28,1994,1994-11-27,12,24.147,PHI,@,ATL,L 21-28,7,4,94,23.50,0,57.1%,13.43,0,0
29,1994,1994-12-04,13,24.154,PHI,,DAL,L 19-31,5,3,29,9.67,0,60.0%,5.80,0,0
30,1994,1994-12-11,14,24.161,PHI,@,PIT,L 3-14,,0,0,,0,0.0%,,,
31,1994,1994-12-18,15,24.168,PHI,,NYG,L 13-16,3,2,15,7.50,0,66.7%,5.00,0,0
32,1994,1994-12-24,16,24.174,PHI,@,CIN,L 30-33,1,1,31,31.00,0,100.0%,31.00,0,0
33,1996,1996-09-15,3,26.074,KAN,@,SEA,W 35-17,1,0,0,,0,0.0%,0.00,,
34,1996,1996-09-22,4,26.081,KAN,,DEN,W 17-14,2,1,12,12.00,0,50.0%,6.00,0,0
