ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1959,1959-10-25,5,27.023,WAS,@,CLE,L 7-34,,3,4,75.00,40,0,1,66.7,0,0,10.00,-1.25,0,0,,0,,,,
2,1959,1959-11-22,9,27.051,WAS,@,GNB,L 0-21,,3,9,33.33,39,0,0,47.9,0,0,4.33,4.33,3,27,9.00,0,,,,
3,1960,1960-09-25,1,27.359,WAS,@,BAL,L 0-20,*,9,19,47.37,115,0,1,44.8,0,0,6.05,3.68,3,1,0.33,0,5,217,43.40,0
4,1960,1960-10-09,2,28.007,WAS,,DAL,W 26-14,,0,0,,0,0,0,,0,0,,,0,0,,0,4,164,41.00,0
5,1960,1960-10-16,3,28.014,WAS,@,NYG,T 24-24,,0,0,,0,0,0,,0,0,,,0,0,,0,5,188,37.60,0
6,1960,1960-10-23,4,28.021,WAS,,PIT,T 27-27,,0,0,,0,0,0,,0,0,,,0,0,,0,5,208,41.60,0
7,1960,1960-10-30,5,28.028,WAS,,CLE,L 10-31,,0,0,,0,0,0,,0,0,,,0,0,,0,4,156,39.00,0
8,1960,1960-11-06,6,28.035,WAS,@,STL,L 7-44,,0,0,,0,0,0,,0,0,,,0,0,,0,5,190,38.00,0
9,1960,1960-11-13,7,28.042,WAS,@,PHI,L 13-19,,0,0,,0,0,0,,0,0,,,0,0,,0,4,153,38.25,0
10,1960,1960-11-20,8,28.049,WAS,,STL,L 14-26,,0,0,,0,0,0,,0,0,,,0,0,,0,6,300,50.00,0
11,1960,1960-11-27,9,28.056,WAS,@,PIT,L 10-22,,0,0,,0,0,0,,0,0,,,0,0,,0,6,275,45.83,0
12,1960,1960-12-04,10,28.063,WAS,@,CLE,L 16-27,,0,0,,0,0,0,,0,0,,,0,0,,0,6,265,44.17,0
13,1960,1960-12-11,11,28.070,WAS,,NYG,L 3-17,,0,0,,0,0,0,,0,0,,,0,0,,0,6,244,40.67,0
14,1960,1960-12-18,12,28.077,WAS,,PHI,L 28-38,,0,0,,0,0,0,,0,0,,,0,0,,0,3,114,38.00,0
