ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,def_int,def_int_yds,def_int_td
1,2000,2000-09-03,1,24.144,NOR,,DET,L 10-14,,,,
2,2000,2000-09-10,2,24.151,NOR,@,SDG,W 28-27,,,,
3,2000,2000-09-17,3,24.158,NOR,@,SEA,L 10-20,,,,
4,2000,2000-09-24,4,24.165,NOR,,PHI,L 7-21,,,,
5,2000,2000-10-08,5,24.179,NOR,@,CHI,W 31-10,,,,
6,2000,2000-12-10,15,24.242,CLE,,PHI,L 24-35,,,,
7,2000,2000-12-17,16,24.249,CLE,,TEN,L 0-24,,,,
8,2002,2002-10-13,6,26.184,GNB,@,NWE,W 28-10,,,,
9,2002,2002-10-20,7,26.191,GNB,,WAS,W 30-9,,,,
10,2003,2003-09-04,1,27.145,WAS,,NYJ,W 16-13,,,,
11,2003,2003-09-14,2,27.155,WAS,@,ATL,W 33-31,,,,
12,2003,2003-09-21,3,27.162,WAS,,NYG,L 21-24,,,,
13,2003,2003-09-28,4,27.169,WAS,,NWE,W 20-17,,,,
14,2003,2003-10-05,5,27.176,WAS,@,PHI,L 25-27,,,,
15,2003,2003-10-12,6,27.183,WAS,,TAM,L 13-35,,,,
16,2003,2003-10-19,7,27.190,WAS,@,BUF,L 7-24,,,,
17,2003,2003-11-02,8,27.204,WAS,@,DAL,L 14-21,,,,
18,2003,2003-11-09,9,27.211,WAS,,SEA,W 27-20,,,,
19,2003,2003-11-16,10,27.218,WAS,@,CAR,L 17-20,,,,
20,2003,2003-11-23,11,27.225,WAS,@,MIA,L 23-24,,,,
21,2003,2003-11-30,12,27.232,WAS,,NOR,L 20-24,,,,
22,2003,2003-12-07,13,27.239,WAS,@,NYG,W 20-7,,,,
23,2003,2003-12-14,14,27.246,WAS,,DAL,L 0-27,,,,
24,2003,2003-12-21,15,27.253,WAS,@,CHI,L 24-27,,,,
25,2003,2003-12-27,16,27.259,WAS,,PHI,L 7-31,*,,,
26,2004,2004-09-12,1,28.153,WAS,,TAM,W 16-10,,,,
27,2004,2004-09-19,2,28.160,WAS,@,NYG,L 14-20,,,,
28,2004,2004-09-27,3,28.168,WAS,,DAL,L 18-21,,,,
29,2004,2004-10-03,4,28.174,WAS,@,CLE,L 13-17,,,,
30,2004,2004-10-10,5,28.181,WAS,,BAL,L 10-17,,1,22,0
31,2004,2004-10-17,6,28.188,WAS,@,CHI,W 13-10,,,,
32,2004,2004-10-31,7,28.202,WAS,,GNB,L 14-28,,,,
33,2004,2004-11-07,8,28.209,WAS,@,DET,W 17-10,,,,
34,2004,2004-11-14,9,28.216,WAS,,CIN,L 10-17,,,,
35,2004,2004-11-21,10,28.223,WAS,@,PHI,L 6-28,,,,
36,2004,2004-11-28,11,28.230,WAS,@,PIT,L 7-16,,,,
37,2004,2004-12-05,12,28.237,WAS,,NYG,W 31-7,,,,
38,2004,2004-12-12,13,28.244,WAS,,PHI,L 14-17,,,,
39,2004,2004-12-18,14,28.250,WAS,@,SFO,W 26-16,,,,
40,2004,2004-12-26,15,28.258,WAS,@,DAL,L 10-13,,,,
41,2004,2005-01-02,16,28.265,WAS,,MIN,W 21-18,,,,
42,2005,2005-12-04,12,29.236,GNB,@,CHI,L 7-19,,,,
43,2005,2005-12-11,13,29.243,GNB,,DET,W 16-13,,,,
44,2005,2005-12-19,14,29.251,GNB,@,BAL,L 3-48,,,,
45,2005,2005-12-25,15,29.257,GNB,,CHI,L 17-24,,,,
46,2005,2006-01-01,16,29.264,GNB,,SEA,W 23-17,,,,
