ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2006,2006-09-10,1,23.266,DAL,@,JAX,L 17-24,*,,,,,,,,,,
2,2006,2006-09-17,2,23.273,DAL,,WAS,W 27-10,*,,,,,,,,,,
3,2006,2006-10-01,3,23.287,DAL,@,TEN,W 45-14,*,,,,,,,,,,
4,2006,2006-10-08,4,23.294,DAL,@,PHI,L 24-38,*,,,,,,,,,,
5,2006,2006-10-15,5,23.301,DAL,,HOU,W 34-6,*,,,,,,,,,,
6,2006,2006-10-23,6,23.309,DAL,,NYG,L 22-36,*,,,,,,,,,,
7,2006,2006-11-12,9,23.329,DAL,@,ARI,W 27-10,,0,0,,0,0.0,,,1,24,0
8,2006,2006-11-19,10,23.336,DAL,,IND,W 21-14,,1,0,0.00,0,0.0,,,0,0,0
9,2006,2006-11-23,11,23.340,DAL,,TAM,W 38-10,,,,,,,,,,,
10,2006,2006-12-03,12,23.350,DAL,@,NYG,W 23-20,,,,,,,,,,,
11,2006,2006-12-10,13,23.357,DAL,,NOR,L 17-42,,,,,,,,,,,
12,2006,2006-12-16,14,23.363,DAL,@,ATL,W 38-28,*,0,0,,0,0.0,,,1,0,0
13,2006,2006-12-25,15,24.007,DAL,,PHI,L 7-23,*,,,,,,,,,,
14,2006,2006-12-31,16,24.013,DAL,,DET,L 31-39,*,0,0,,0,0.0,,,1,21,0
15,2007,2007-09-09,1,24.265,DAL,,NYG,W 45-35,,,,,,,,,,,
16,2007,2007-09-16,2,24.272,DAL,@,MIA,W 37-20,,,,,,,,,,,
17,2007,2007-09-23,3,24.279,DAL,@,CHI,W 34-10,,,,,,,,,,,
18,2007,2007-09-30,4,24.286,DAL,,STL,W 35-7,,,,,,,,,,,
19,2007,2007-10-08,5,24.294,DAL,@,BUF,W 25-24,,,,,,,,,,,
20,2007,2007-10-14,6,24.300,DAL,,NWE,L 27-48,,,,,,,,,,,
21,2007,2007-10-21,7,24.307,DAL,,MIN,W 24-14,,,,,,,,,,,
22,2007,2007-11-04,8,24.321,DAL,@,PHI,W 38-17,,,,,,,,,,,
23,2007,2007-11-11,9,24.328,DAL,@,NYG,W 31-20,,0,0,,0,0.0,,,1,0,0
24,2007,2007-11-18,10,24.335,DAL,,WAS,W 28-23,,,,,,,,,,,
25,2007,2007-11-22,11,24.339,DAL,,NYJ,W 34-3,,,,,,,,,,,
26,2007,2007-11-29,12,24.346,DAL,,GNB,W 37-27,,,,,,,,,,,
27,2007,2007-12-09,13,24.356,DAL,@,DET,W 28-27,,,,,,,,,,,
28,2007,2007-12-16,14,24.363,DAL,,PHI,L 6-10,,,,,,,,,,,
29,2008,2008-09-07,1,25.264,DAL,@,CLE,W 28-10,,0,0,,0,0.0,1,0,0,0,0
30,2008,2008-09-15,2,25.272,DAL,,PHI,W 41-37,,0,0,,0,0.0,4,1,0,0,0
31,2008,2008-09-21,3,25.278,DAL,@,GNB,W 27-16,,0,0,,0,0.0,1,1,0,0,0
32,2008,2008-09-28,4,25.285,DAL,,WAS,L 24-26,,0,0,,0,0.0,1,2,0,0,0
33,2008,2008-10-05,5,25.292,DAL,,CIN,W 31-22,,,,,,,,,,,
34,2008,2008-10-12,6,25.299,DAL,@,ARI,L 24-30,,,,,,,,,,,
35,2008,2008-10-19,7,25.306,DAL,@,STL,L 14-34,,,,,,,,,,,
36,2008,2008-10-26,8,25.313,DAL,,TAM,W 13-9,,0,0,,0,0.0,0,0,0,0,0
37,2008,2008-11-02,9,25.320,DAL,@,NYG,L 14-35,,0,0,,0,0.0,0,1,0,0,0
38,2008,2008-11-16,10,25.334,DAL,@,WAS,W 14-10,,0,0,,0,0.0,2,0,0,0,0
39,2008,2008-11-23,11,25.341,DAL,,SFO,W 35-22,,0,0,,0,0.0,1,0,0,0,0
40,2008,2008-11-27,12,25.345,DAL,,SEA,W 34-9,,,,,,,,,,,
41,2008,2008-12-07,13,25.355,DAL,@,PIT,L 13-20,,,,,,,,,,,
42,2008,2008-12-14,14,25.362,DAL,,NYG,W 20-8,,,,,,,,,,,
