ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,2002,2002-09-08,1,24.301,MIA,,DET,W 49-21,,3,75,25.00,0,3,35,11.67,0
2,2002,2002-09-15,2,24.308,MIA,@,IND,W 21-13,,2,50,25.00,0,0,0,,0
3,2002,2002-09-22,3,24.315,MIA,,NYJ,W 30-3,,0,0,,0,3,26,8.67,0
4,2002,2002-09-29,4,24.322,MIA,@,KAN,L 30-48,,7,205,29.29,0,2,8,4.00,0
5,2003,2003-09-04,1,25.297,NYJ,@,WAS,L 13-16,,2,50,25.00,0,0,0,,0
