ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1982,1982-09-12,1,23.060,TAM,@,MIN,L 10-17,3,4,1.33,0,1,12,12.00,0,0,0,,0,0,0
2,1982,1982-09-19,2,23.067,TAM,,WAS,L 13-21,0,0,,0,0,0,,0,0,0,,0,0,
3,1982,1982-11-21,3,23.130,TAM,@,DAL,L 9-14,1,11,11.00,0,0,0,,0,0,0,,0,0,0
4,1982,1982-11-29,4,23.138,TAM,,MIA,W 23-17,8,32,4.00,0,0,0,,0,0,0,,0,0,0
5,1982,1982-12-05,5,23.144,TAM,@,NOR,W 13-10,0,0,,0,0,0,,0,0,0,,0,0,
6,1982,1982-12-12,6,23.151,TAM,@,NYJ,L 17-32,3,9,3.00,0,0,0,,0,1,18,18.00,0,0,0
7,1982,1982-12-19,7,23.158,TAM,,BUF,W 24-23,20,89,4.45,1,1,2,2.00,1,0,0,,0,2,12
8,1982,1982-12-26,8,23.165,TAM,,DET,W 23-21,24,68,2.83,0,2,32,16.00,0,0,0,,0,0,0
9,1982,1983-01-02,9,23.172,TAM,,CHI,W 26-23,11,16,1.45,0,0,0,,0,2,44,22.00,0,0,0
10,1983,1983-09-04,1,24.052,TAM,,DET,L 0-11,11,22,2.00,0,1,9,9.00,0,0,0,,0,0,0
11,1983,1983-09-11,2,24.059,TAM,@,CHI,L 10-17,2,12,6.00,0,1,4,4.00,0,0,0,,0,0,0
12,1983,1983-09-18,3,24.066,TAM,,MIN,L 16-19,0,0,,0,0,0,,0,1,11,11.00,0,0,0
13,1983,1983-09-25,4,24.073,TAM,,CIN,L 17-23,10,38,3.80,0,4,39,9.75,0,0,0,,0,0,0
14,1983,1983-10-02,5,24.080,TAM,@,GNB,L 14-55,2,1,0.50,0,6,40,6.67,0,0,0,,0,0,0
15,1983,1983-10-09,6,24.087,TAM,@,DAL,L 24-27,1,3,3.00,0,0,0,,0,0,0,,0,0,0
16,1983,1983-10-16,7,24.094,TAM,,STL,L 27-34,12,48,4.00,0,1,4,4.00,0,0,0,,0,0,0
17,1983,1983-10-23,8,24.101,TAM,,NOR,L 21-24,0,0,,0,0,0,,0,0,0,,0,0,
18,1983,1983-10-30,9,24.108,TAM,@,PIT,L 12-17,2,7,3.50,0,0,0,,0,1,13,13.00,0,0,0
19,1983,1983-11-06,10,24.115,TAM,@,MIN,W 17-12,1,-5,-5.00,0,0,0,,0,0,0,,0,0,0
20,1983,1983-11-13,11,24.122,TAM,@,CLE,L 0-20,0,0,,0,1,10,10.00,0,0,0,,0,0,0
21,1983,1983-11-20,12,24.129,TAM,,CHI,L 0-27,8,38,4.75,0,0,0,,0,0,0,,0,0,0
22,1983,1983-11-27,13,24.136,TAM,,HOU,W 33-24,9,38,4.22,0,2,12,6.00,0,0,0,,0,0,0
23,1983,1983-12-04,14,24.143,TAM,@,SFO,L 21-35,11,19,1.73,0,5,32,6.40,1,0,0,,0,1,6
24,1983,1983-12-12,15,24.151,TAM,,GNB,L 9-12,22,83,3.77,0,3,45,15.00,0,0,0,,0,0,0
25,1983,1983-12-18,16,24.157,TAM,@,DET,L 20-23,23,44,1.91,0,8,67,8.38,0,0,0,,0,0,0
26,1984,1984-09-02,1,25.050,TAM,@,CHI,L 14-34,0,0,,0,0,0,,0,,,,,0,
27,1984,1984-09-09,2,25.057,TAM,@,NOR,L 13-17,6,20,3.33,0,0,0,,0,0,0,,0,0,0
28,1984,1984-09-16,3,25.064,TAM,,DET,W 21-17,1,0,0.00,0,1,5,5.00,0,0,0,,0,0,0
29,1984,1984-09-23,4,25.071,TAM,@,NYG,L 14-17,4,24,6.00,0,1,10,10.00,0,0,0,,0,0,0
30,1984,1984-09-30,5,25.078,TAM,,GNB,W 30-27,0,0,,0,1,12,12.00,0,0,0,,0,0,0
31,1985,1985-09-08,1,26.056,TAM,@,CHI,L 28-38,,,,,,,,,,,,,,
32,1985,1985-09-15,2,26.063,TAM,,MIN,L 16-31,,,,,,,,,,,,,,
33,1987,1987-10-18,5,28.096,IND,@,PIT,L 7-21,2,3,1.50,0,0,0,,0,0,0,,0,0,0
