ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1983,1983-09-04,1,22.045,RAM,@,NYG,W 16-6,,3,91,30.33,0,,,0,0,,0,0,0,,0,2,22,11.00,0,0,0
2,1983,1983-10-02,5,22.073,RAM,,DET,W 21-10,,1,5,5.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
3,1983,1983-10-09,6,22.080,RAM,@,SFO,W 10-7,,1,12,12.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
4,1983,1983-10-16,7,22.087,RAM,,ATL,W 27-21,,0,0,,0,,,1,12,12.00,0,0,0,,0,0,0,,0,0,0
5,1983,1983-10-23,8,22.094,RAM,,SFO,L 35-45,,3,32,10.67,0,,,2,-5,-2.50,0,3,86,28.67,0,0,0,,0,0,0
6,1983,1983-11-06,10,22.108,RAM,,CHI,W 21-14,,1,3,3.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
7,1983,1983-11-14,11,22.116,RAM,@,ATL,W 36-13,,1,6,6.00,0,,,0,0,,0,2,21,10.50,0,0,0,,0,0,0
8,1983,1983-11-20,12,22.122,RAM,,WAS,L 20-42,,0,0,,0,,,0,0,,0,3,39,13.00,0,1,41,41.00,0,0,0
9,1983,1983-11-27,13,22.129,RAM,,BUF,W 41-17,,0,0,,0,,,0,0,,0,3,71,23.67,0,2,14,7.00,0,0,0
10,1983,1983-12-04,14,22.136,RAM,@,PHI,L 9-13,,3,61,20.33,0,,,0,0,,0,0,0,,0,2,16,8.00,0,0,0
11,1983,1983-12-11,15,22.143,RAM,,NWE,L 7-21,,3,58,19.33,0,,,0,0,,0,2,53,26.50,0,5,38,7.60,0,0,0
12,1983,1983-12-18,16,22.150,RAM,@,NOR,W 26-24,,0,0,,0,,,0,0,,0,2,44,22.00,0,4,86,21.50,1,1,6
13,1984,1984-09-03,1,23.044,RAM,,DAL,L 13-20,,3,22,7.33,0,,,0,0,,0,0,0,,0,4,27,6.75,0,0,0
14,1984,1984-09-09,2,23.050,RAM,,CLE,W 20-17,,2,21,10.50,0,,,1,4,4.00,0,0,0,,0,4,59,14.75,0,0,0
15,1984,1984-09-16,3,23.057,RAM,@,PIT,L 14-24,,3,36,12.00,0,,,0,0,,0,0,0,,0,2,11,5.50,0,0,0
16,1984,1984-09-23,4,23.064,RAM,@,CIN,W 24-14,,1,22,22.00,0,,,0,0,,0,0,0,,0,4,32,8.00,0,0,0
17,1984,1984-09-30,5,23.071,RAM,,NYG,W 33-12,,2,69,34.50,0,,,0,0,,0,1,12,12.00,0,1,83,83.00,1,1,6
18,1984,1984-10-07,6,23.078,RAM,,ATL,L 28-30,,1,14,14.00,1,,,0,0,,0,1,12,12.00,0,2,20,10.00,0,1,6
19,1984,1984-10-14,7,23.085,RAM,@,NOR,W 28-10,,2,42,21.00,1,,,0,0,,0,0,0,,0,0,0,,0,1,6
20,1984,1984-10-22,8,23.093,RAM,@,ATL,W 24-10,,1,9,9.00,1,,,0,0,,0,0,0,,0,3,104,34.67,1,2,12
21,1984,1984-10-28,9,23.099,RAM,,SFO,L 0-33,,4,94,23.50,0,,,1,5,5.00,0,0,0,,0,1,6,6.00,0,0,0
22,1984,1984-11-04,10,23.106,RAM,@,STL,W 16-13,,2,28,14.00,0,,,1,-14,-14.00,0,0,0,,0,1,-3,-3.00,0,0,0
23,1984,1984-11-11,11,23.113,RAM,,CHI,W 29-13,,3,93,31.00,1,,,0,0,,0,0,0,,0,1,0,0.00,0,1,6
24,1984,1984-11-18,12,23.120,RAM,@,GNB,L 6-31,,2,28,14.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
25,1984,1984-11-25,13,23.127,RAM,@,TAM,W 34-33,,1,23,23.00,0,,,0,0,,0,0,0,,0,2,31,15.50,0,0,0
26,1984,1984-12-02,14,23.134,RAM,,NOR,W 34-21,,2,50,25.00,2,,,0,0,,0,0,0,,0,4,38,9.50,0,2,12
27,1984,1984-12-09,15,23.141,RAM,,HOU,W 27-16,,3,49,16.33,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
28,1984,1984-12-14,16,23.146,RAM,@,SFO,L 16-19,,2,22,11.00,0,,,0,0,,0,0,0,,0,1,-5,-5.00,0,0,0
29,1985,1985-09-08,1,24.049,RAM,,DEN,W 20-16,,3,38,12.67,0,,,0,0,,0,0,0,,0,1,11,11.00,0,0,0
30,1985,1985-09-15,2,24.056,RAM,@,PHI,W 17-6,,3,69,23.00,0,,,0,0,,0,0,0,,0,1,80,80.00,1,1,6
31,1985,1985-09-23,3,24.064,RAM,@,SEA,W 35-24,,3,42,14.00,0,,,0,0,,0,0,0,,0,1,5,5.00,0,0,0
32,1985,1985-09-29,4,24.070,RAM,,ATL,W 17-6,,5,123,24.60,1,,,0,0,,0,0,0,,0,1,7,7.00,0,1,6
33,1985,1985-10-06,5,24.077,RAM,,MIN,W 13-10,,2,23,11.50,0,,,0,0,,0,0,0,,0,1,14,14.00,0,0,0
34,1985,1985-10-13,6,24.084,RAM,@,TAM,W 31-27,,6,62,10.33,0,,,1,16,16.00,0,0,0,,0,6,96,16.00,0,0,0
35,1985,1985-10-20,7,24.091,RAM,@,KAN,W 16-0,,1,6,6.00,0,,,0,0,,0,0,0,,0,2,25,12.50,0,0,0
36,1985,1985-10-27,8,24.098,RAM,,SFO,L 14-28,,9,120,13.33,1,,,1,2,2.00,0,0,0,,0,2,12,6.00,0,1,6
37,1985,1985-11-03,9,24.105,RAM,,NOR,W 28-10,,2,28,14.00,1,,,0,0,,0,0,0,,0,5,27,5.40,0,1,6
38,1985,1985-11-10,10,24.112,RAM,@,NYG,L 19-24,,4,60,15.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
39,1985,1985-11-17,11,24.119,RAM,@,ATL,L 14-30,,2,34,17.00,0,,,0,0,,0,0,0,,0,4,70,17.50,0,0,0
40,1985,1985-11-24,12,24.126,RAM,,GNB,W 34-17,,1,7,7.00,0,,,0,0,,0,0,0,,0,5,73,14.60,0,0,0
41,1985,1985-12-01,13,24.133,RAM,@,NOR,L 3-29,,2,21,10.50,0,,,0,0,,0,0,0,,0,2,18,9.00,0,0,0
42,1985,1985-12-09,14,24.141,RAM,@,SFO,W 27-20,,7,98,14.00,1,,,0,0,,0,0,0,,0,1,11,11.00,0,1,6
43,1985,1985-12-15,15,24.147,RAM,,STL,W 46-14,,3,63,21.00,1,,,1,-10,-10.00,0,0,0,,0,4,48,12.00,0,1,6
44,1985,1985-12-23,16,24.155,RAM,,RAI,L 6-16,,1,17,17.00,0,,,0,0,,0,0,0,,0,1,4,4.00,0,0,0
45,1986,1986-10-26,8,25.097,RAM,,ATL,W 14-7,,0,0,,0,,,0,0,,0,0,0,,0,0,0,,0,0,
46,1986,1986-11-03,9,25.105,RAM,@,CHI,W 20-17,,0,0,,0,,,0,0,,0,0,0,,0,2,8,4.00,0,0,0
47,1986,1986-11-09,10,25.111,RAM,@,NOR,L 0-6,,3,39,13.00,0,,,1,-15,-15.00,0,0,0,,0,2,13,6.50,0,0,0
48,1986,1986-11-16,11,25.118,RAM,,NWE,L 28-30,,8,129,16.13,2,,,0,0,,0,0,0,,0,3,23,7.67,0,2,12
49,1986,1986-11-23,12,25.125,RAM,,NOR,W 26-13,,3,34,11.33,0,,,0,0,,0,0,0,,0,2,38,19.00,0,0,0
50,1986,1986-11-30,13,25.132,RAM,@,NYJ,W 17-3,,5,47,9.40,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
51,1986,1986-12-07,14,25.139,RAM,,DAL,W 29-10,,4,36,9.00,1,,,0,0,,0,1,18,18.00,0,1,7,7.00,0,1,6
52,1986,1986-12-14,15,25.146,RAM,,MIA,L 31-37,,8,121,15.13,1,,,0,0,,0,0,0,,0,0,0,,0,1,6
53,1986,1986-12-19,16,25.151,RAM,@,SFO,L 14-24,,3,41,13.67,0,,,0,0,,0,0,0,,0,4,38,9.50,0,0,0
54,1987,1987-09-13,1,26.054,RAM,@,HOU,L 16-20,,6,74,12.33,0,,,0,0,,0,0,0,,0,3,24,8.00,0,0,0
