ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1991,1991-09-01,1,24.187,DET,@,WAS,L 0-45,,,0,0,,0,,,,,,
2,1991,1991-09-08,2,24.194,DET,,GNB,W 23-14,,,0,0,,0,,,,,,
3,1991,1991-09-15,3,24.201,DET,,MIA,W 17-13,,,0,0,,0,,,,,,
4,1991,1991-09-22,4,24.208,DET,@,IND,W 33-24,,,0,0,,0,,,,,,
5,1991,1991-09-29,5,24.215,DET,,TAM,W 31-3,,,0,0,,0,,,,,,
6,1991,1991-10-06,6,24.222,DET,,MIN,W 24-20,,,1,4,4.00,0,,,0,0,,0
7,1991,1991-10-20,7,24.236,DET,@,SFO,L 3-35,,,0,0,,0,,,,,,
8,1991,1991-10-27,8,24.243,DET,,DAL,W 34-10,,,0,0,,0,,,,,,
9,1991,1991-11-03,9,24.250,DET,@,CHI,L 10-20,,,0,0,,0,,,,,,
10,1991,1991-11-10,10,24.257,DET,@,TAM,L 21-30,,,0,0,,0,,,,,,
11,1991,1991-11-17,11,24.264,DET,,RAM,W 21-10,,,0,0,,0,,,,,,
12,1991,1991-11-24,12,24.271,DET,@,MIN,W 34-14,,,0,0,,0,,,,,,
13,1991,1991-11-28,13,24.275,DET,,CHI,W 16-6,,,0,0,,0,,,,,,
14,1991,1991-12-08,14,24.285,DET,,NYJ,W 34-20,,,0,0,,0,,,,,,
15,1991,1991-12-15,15,24.292,DET,@,GNB,W 21-17,,,0,0,,0,,,,,,
16,1991,1991-12-22,16,24.299,DET,@,BUF,W 17-14,,,0,0,,0,,,,,,
17,1992,1992-09-06,1,25.193,ATL,,NYJ,W 20-17,,,,,,,0.0%,,0,0,,0
18,1992,1992-09-13,2,25.200,ATL,@,WAS,L 17-24,,,,,,,0.0%,,0,0,,0
19,1992,1992-09-20,3,25.207,ATL,,NOR,L 7-10,,,,,,,0.0%,,0,0,,0
20,1992,1992-09-27,4,25.214,ATL,@,CHI,L 31-41,,,,,,,0.0%,,0,0,,0
21,1992,1992-10-04,5,25.221,ATL,,GNB,W 24-10,,,,,,,0.0%,,0,0,,0
22,1992,1992-10-11,6,25.228,ATL,@,MIA,L 17-21,,,,,,,0.0%,,0,0,,0
23,1992,1992-10-18,7,25.235,ATL,@,SFO,L 17-56,,,,,,,0.0%,,0,0,,0
24,1992,1992-11-01,8,25.249,ATL,,RAM,W 30-28,,,,,,,0.0%,,0,0,,0
25,1992,1992-11-09,9,25.257,ATL,,SFO,L 3-41,,,,,,,0.0%,,0,0,,0
26,1992,1992-11-15,10,25.263,ATL,,PHO,W 20-17,,,,,,,0.0%,,0,0,,0
27,1992,1992-11-22,11,25.270,ATL,@,BUF,L 14-41,,,,,,,0.0%,,0,0,,0
28,1992,1992-11-29,12,25.277,ATL,,NWE,W 34-0,,,,,,,0.0%,,0,0,,0
29,1992,1992-12-03,13,25.281,ATL,@,NOR,L 14-22,,,,,,,0.0%,,0,0,,0
30,1992,1992-12-13,14,25.291,ATL,@,TAM,W 35-7,,,0,0,,0,0.0%,,1,5,5.00,0
31,1992,1992-12-21,15,25.299,ATL,,DAL,L 17-41,,,,,,,0.0%,,0,0,,0
32,1992,1992-12-27,16,25.305,ATL,@,RAM,L 27-38,,,,,,,0.0%,,0,0,,0
33,1993,1993-09-05,1,26.191,ATL,@,DET,L 13-30,,,,,,,0.0%,,,,,
34,1993,1993-09-12,2,26.198,ATL,,NOR,L 31-34,,,,,,,0.0%,,,,,
35,1993,1993-09-19,3,26.205,ATL,@,SFO,L 30-37,,,,,,,0.0%,,,,,
36,1993,1993-09-27,4,26.213,ATL,,PIT,L 17-45,,,,,,,0.0%,,,,,
37,1993,1993-10-03,5,26.219,ATL,@,CHI,L 0-6,,,,,,,0.0%,,,,,
38,1993,1993-10-14,6,26.230,ATL,,RAM,W 30-24,,,,,,,0.0%,,,,,
39,1993,1993-10-24,7,26.240,ATL,@,NOR,W 26-15,,,,,,,0.0%,,,,,
40,1993,1993-10-31,8,26.247,ATL,,TAM,L 24-31,,,,,,,0.0%,,,,,
41,1993,1993-11-14,9,26.261,ATL,@,RAM,W 13-0,,,,,,,0.0%,,,,,
42,1993,1993-11-21,10,26.268,ATL,,DAL,W 27-14,,,,,,,0.0%,,,,,
43,1993,1993-11-28,11,26.275,ATL,,CLE,W 17-14,,,,,,,0.0%,,,,,
44,1993,1993-12-05,12,26.282,ATL,@,HOU,L 17-33,,,,,,,0.0%,,,,,
45,1993,1993-12-11,13,26.288,ATL,,SFO,W 27-24,,,,,,,0.0%,,,,,
46,1993,1993-12-19,14,26.296,ATL,@,WAS,L 17-30,,,,,,,0.0%,,,,,
47,1993,1993-12-26,15,26.303,ATL,@,CIN,L 17-21,,,,,,,0.0%,,,,,
48,1993,1994-01-02,16,26.310,ATL,,PHO,L 10-27,,,,,,,0.0%,,,,,
49,1994,1994-09-04,1,27.190,ATL,@,DET,L 28-31,,,,,,,0.0%,,,,,
50,1994,1994-09-11,2,27.197,ATL,,RAM,W 31-13,,,,,,,0.0%,,,,,
51,1994,1994-09-18,3,27.204,ATL,,KAN,L 10-30,,,,,,,0.0%,,,,,
52,1994,1994-09-25,4,27.211,ATL,@,WAS,W 27-20,,,,,,,0.0%,,,,,
53,1994,1994-10-02,5,27.218,ATL,@,RAM,W 8-5,,,,,,,0.0%,,,,,
54,1994,1994-10-09,6,27.225,ATL,,TAM,W 34-13,,,,,,,0.0%,,,,,
55,1994,1994-10-16,7,27.232,ATL,,SFO,L 3-42,,,,,,,0.0%,,,,,
56,1994,1994-10-23,8,27.239,ATL,@,RAI,L 17-30,,,,,,,0.0%,,,,,
