ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
57,1994,1994-11-06,9,27.253,ATL,,SDG,W 10-9,,,,,,,0.0%,,,,,
58,1994,1994-11-13,10,27.260,ATL,@,NOR,L 32-33,,,,,,,0.0%,,,,,
59,1994,1994-11-20,11,27.267,ATL,@,DEN,L 28-32,,,,,,,0.0%,,,,,
60,1994,1994-11-27,12,27.274,ATL,,PHI,W 28-21,,,,,,,0.0%,,,,,
61,1994,1994-12-04,13,27.281,ATL,@,SFO,L 14-50,,,,,,,0.0%,,,,,
62,1994,1994-12-11,14,27.288,ATL,,NOR,L 20-29,,,,,,,0.0%,,,,,
63,1994,1994-12-18,15,27.295,ATL,@,GNB,L 17-21,,,,,,,0.0%,,,,,
64,1994,1994-12-24,16,27.301,ATL,,ARI,W 10-6,,,,,,,0.0%,,,,,
65,1995,1995-09-03,1,28.189,ATL,,CAR,W 23-20,,,,,,,0.0%,,,,,
66,1995,1995-09-10,2,28.196,ATL,@,SFO,L 10-41,,,,,,,0.0%,,,,,
67,1995,1995-09-17,3,28.203,ATL,@,NOR,W 27-24,,,,,,,0.0%,,,,,
68,1995,1995-09-24,4,28.210,ATL,,NYJ,W 13-3,,,,,,,0.0%,,,,,
69,1995,1995-10-01,5,28.217,ATL,,NWE,W 30-17,,,,,,,0.0%,,,,,
70,1995,1995-10-12,6,28.228,ATL,@,STL,L 19-21,,,,,,,0.0%,,,,,
71,1995,1995-10-22,7,28.238,ATL,@,TAM,W 24-21,,,,,,,0.0%,,,,,
72,1995,1995-10-29,8,28.245,ATL,,DAL,L 13-28,,,,,,,0.0%,,,,,
73,1995,1995-11-05,9,28.252,ATL,,DET,W 34-22,,,,,,,0.0%,,,,,
74,1995,1995-11-12,10,28.259,ATL,@,BUF,L 17-23,,,,,,,0.0%,,,,,
75,1995,1995-11-19,11,28.266,ATL,,STL,W 31-6,,,,,,,0.0%,,,,,
76,1995,1995-11-26,12,28.273,ATL,@,ARI,L 37-40,,,,,,,0.0%,,,,,
77,1995,1995-12-03,13,28.280,ATL,@,MIA,L 20-21,,,,,,,0.0%,,,,,
78,1995,1995-12-10,14,28.287,ATL,,NOR,W 19-14,,,,,,,0.0%,,,,,
79,1995,1995-12-17,15,28.294,ATL,@,CAR,L 17-21,,,,,,,0.0%,,,,,
80,1995,1995-12-24,16,28.301,ATL,,SFO,W 28-27,,,,,,,0.0%,,,,,
81,1996,1996-09-01,1,29.188,ATL,@,CAR,L 6-29,,,,,,,0.0%,,,,,
82,1996,1996-09-08,2,29.195,ATL,,MIN,L 17-23,,,,,,,0.0%,,,,,
83,1996,1996-09-22,3,29.209,ATL,,PHI,L 18-33,,,,,,,0.0%,,,,,
84,1996,1996-09-29,4,29.216,ATL,@,SFO,L 17-39,,,,,,,0.0%,,,,,
85,1996,1996-10-06,5,29.223,ATL,@,DET,L 24-28,,,,,,,0.0%,,,,,
86,1996,1996-10-13,6,29.230,ATL,,HOU,L 13-23,,,,,,,0.0%,,,,,
87,1996,1996-10-20,7,29.237,ATL,@,DAL,L 28-32,,,,,,,0.0%,,,,,
88,1996,1996-10-27,8,29.244,ATL,,PIT,L 17-20,,,,,,,0.0%,,,,,
89,1996,1996-11-03,9,29.251,ATL,,CAR,W 20-17,,,,,,,0.0%,,,,,
90,1996,1996-11-10,10,29.258,ATL,@,STL,L 16-59,,,,,,,0.0%,,,,,
91,1996,1996-11-17,11,29.265,ATL,,NOR,W 17-15,,,,,,,0.0%,,,,,
92,1996,1996-11-24,12,29.272,ATL,@,CIN,L 31-41,,,,,,,0.0%,,,,,
93,1996,1996-12-02,13,29.280,ATL,,SFO,L 10-34,,,,,,,0.0%,,,,,
94,1996,1996-12-08,14,29.286,ATL,@,NOR,W 31-15,,,,,,,0.0%,,,,,
95,1996,1996-12-15,15,29.293,ATL,,STL,L 27-34,,,,,,,0.0%,,,,,
96,1996,1996-12-22,16,29.300,ATL,@,JAX,L 17-19,,,,,,,0.0%,,,,,
97,1997,1997-08-31,1,30.186,ATL,@,DET,L 17-28,,,,,,,0.0%,,,,,
98,1997,1997-09-07,2,30.193,ATL,,CAR,L 6-9,,,,,,,0.0%,,,,,
99,1997,1997-09-14,3,30.200,ATL,,OAK,L 31-36,,,,,,,0.0%,,,,,
100,1998,1998-09-06,1,31.192,SDG,,BUF,W 16-14,,,,,,,0.0%,,,,,
101,1998,1998-09-13,2,31.199,SDG,@,TEN,W 13-7,,,,,,,0.0%,,,,,
102,1998,1998-09-20,3,31.206,SDG,@,KAN,L 7-23,,,,,,,0.0%,,,,,
103,1998,1998-09-27,4,31.213,SDG,,NYG,L 16-34,,,,,,,0.0%,,,,,
104,1998,1998-10-04,5,31.220,SDG,@,IND,L 12-17,,,,,,,0.0%,,,,,
105,1998,1998-10-11,6,31.227,SDG,@,OAK,L 6-7,,,,,,,0.0%,,,,,
106,1998,1998-10-18,7,31.234,SDG,,PHI,W 13-10,,,,,,,0.0%,,,,,
107,1998,1998-10-25,8,31.241,SDG,,SEA,L 20-27,,,,,,,0.0%,,,,,
108,1998,1998-11-08,9,31.255,SDG,@,DEN,L 10-27,,,,,,,0.0%,,,,,
109,1998,1998-11-22,11,31.269,SDG,,KAN,W 38-37,,,,,,,0.0%,,,,,
110,1998,1998-11-29,12,31.276,SDG,,DEN,L 16-31,,,,,,,0.0%,,,,,
111,1998,1998-12-06,13,31.283,SDG,@,WAS,L 20-24,,,,,,,0.0%,,,,,
112,1998,1998-12-13,14,31.290,SDG,@,SEA,L 17-38,,,,,,,0.0%,,,,,
113,1998,1998-12-20,15,31.297,SDG,,OAK,L 10-17,,,,,,,0.0%,,,,,
114,1998,1998-12-27,16,31.304,SDG,@,ARI,L 13-16,,,,,,,0.0%,,,,,
115,1999,1999-09-19,1,32.205,SDG,@,CIN,W 34-7,*,,,,,,0.0%,,,,,
116,1999,1999-09-26,2,32.212,SDG,,IND,L 19-27,*,,,,,,0.0%,,,,,
117,1999,1999-10-03,3,32.219,SDG,,KAN,W 21-14,*,,,,,,0.0%,,,,,
118,1999,1999-10-10,4,32.226,SDG,@,DET,W 20-10,*,,,,,,0.0%,,,,,
119,1999,1999-10-17,5,32.233,SDG,,SEA,W 13-10,*,0,,,,,0.0%,,,,,
120,1999,1999-10-24,6,32.240,SDG,,GNB,L 3-31,*,,,,,,0.0%,,,,,
121,1999,1999-10-31,7,32.247,SDG,@,KAN,L 0-34,*,,,,,,0.0%,,,,,
122,1999,1999-11-07,8,32.254,SDG,,DEN,L 17-33,*,,,,,,0.0%,,,,,
123,1999,1999-11-14,9,32.261,SDG,@,OAK,L 9-28,*,,,,,,0.0%,,,,,
124,1999,1999-11-21,10,32.268,SDG,,CHI,L 20-23,*,,,,,,0.0%,,,,,
125,1999,1999-11-28,11,32.275,SDG,@,MIN,L 27-35,*,,,,,,0.0%,,,,,
126,1999,1999-12-05,12,32.282,SDG,,CLE,W 23-10,*,,,,,,0.0%,,,,,
127,1999,1999-12-12,13,32.289,SDG,@,SEA,W 19-16,*,0,,,,,0.0%,,,,,
128,1999,1999-12-19,14,32.296,SDG,@,MIA,L 9-12,*,,,,,,0.0%,,,,,
129,1999,1999-12-26,15,32.303,SDG,,OAK,W 23-20,*,0,,,,,0.0%,,,,,
130,1999,2000-01-02,16,32.310,SDG,@,DEN,W 12-6,*,0,,,,,0.0%,,,,,
131,2000,2000-09-03,1,33.190,SDG,@,OAK,L 6-9,*,,,,,,0.0%,,,,,
132,2000,2000-09-10,2,33.197,SDG,,NOR,L 27-28,,,,,,,0.0%,,,,,
133,2000,2000-09-17,3,33.204,SDG,@,KAN,L 10-42,,,,,,,0.0%,,,,,
134,2000,2000-09-24,4,33.211,SDG,,SEA,L 12-20,*,,,,,,0.0%,,,,,
135,2000,2000-10-01,5,33.218,SDG,@,STL,L 31-57,*,,,,,,0.0%,,,,,
136,2000,2000-10-08,6,33.225,SDG,,DEN,L 7-21,*,,,,,,0.0%,,,,,
137,2000,2000-10-15,7,33.232,SDG,@,BUF,L 24-27,,0,,,,,0.0%,,,,,
138,2000,2000-10-29,8,33.246,SDG,,OAK,L 13-15,,,,,,,0.0%,,,,,
139,2000,2000-11-05,9,33.253,SDG,@,SEA,L 15-17,,0,,,,,0.0%,,,,,
140,2000,2000-11-12,10,33.260,SDG,,MIA,L 7-17,*,,,,,,0.0%,,,,,
141,2000,2000-11-19,11,33.267,SDG,@,DEN,L 37-38,,,,,,,0.0%,,,,,
142,2000,2000-11-26,12,33.274,SDG,,KAN,W 17-16,,,,,,,0.0%,,,,,
143,2000,2000-12-03,13,33.281,SDG,,SFO,L 17-45,,,,,,,0.0%,,,,,
144,2000,2000-12-10,14,33.288,SDG,@,BAL,L 3-24,*,,,,,,0.0%,,,,,
145,2000,2000-12-17,15,33.295,SDG,@,CAR,L 22-30,*,,,,,,0.0%,,,,,
146,2000,2000-12-24,16,33.302,SDG,,PIT,L 21-34,,,,,,,0.0%,,,,,
