ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td
1,1951,1951-09-30,1,23.322,GNB,,CHI,L 20-31,1,10,10.00,0
2,1951,1951-10-07,2,23.329,GNB,,PIT,W 35-33,2,23,11.50,0
3,1951,1951-10-14,3,23.336,GNB,,PHI,W 37-24,3,25,8.33,1
4,1951,1951-10-21,4,23.343,GNB,,RAM,L 0-28,1,4,4.00,0
5,1951,1951-10-28,5,23.350,GNB,@,NYY,W 29-27,4,25,6.25,0
6,1951,1951-11-04,6,23.357,GNB,,DET,L 17-24,3,19,6.33,0
7,1951,1951-11-11,7,23.364,GNB,@,PIT,L 7-28,1,0,0.00,0
8,1951,1951-11-18,8,24.006,GNB,@,CHI,L 13-24,1,20,20.00,0
9,1951,1951-11-22,9,24.010,GNB,@,DET,L 35-52,6,74,12.33,2
10,1951,1951-12-02,10,24.020,GNB,,NYY,L 28-31,1,4,4.00,0
11,1951,1951-12-09,11,24.027,GNB,@,SFO,L 19-31,7,55,7.86,1
12,1951,1951-12-16,12,24.034,GNB,@,RAM,L 14-42,5,58,11.60,1
13,1952,1952-10-18,4,24.341,GNB,@,DTX,W 24-14,4,40,10.00,0
14,1952,1952-10-26,5,24.349,GNB,,DET,L 17-52,3,30,10.00,0
15,1952,1952-11-16,8,25.004,GNB,@,NYG,W 17-3,3,28,9.33,0
16,1952,1952-11-23,9,25.011,GNB,,DTX,W 42-14,1,7,7.00,0
17,1952,1952-12-07,11,25.025,GNB,@,RAM,L 27-45,1,9,9.00,1
18,1953,1953-09-27,1,25.319,GNB,,CLE,L 0-27,1,7,7.00,0
19,1953,1953-10-11,3,25.333,GNB,,RAM,L 20-38,2,27,13.50,0
20,1953,1953-10-24,5,25.346,GNB,@,PIT,L 14-31,6,51,8.50,0
21,1953,1953-11-15,8,26.003,GNB,,DET,L 7-14,3,41,13.67,0
22,1953,1953-11-26,10,26.014,GNB,@,DET,L 15-34,2,33,16.50,0
