ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1966,1966-09-02,1,22.290,MIA,,OAK,L 14-23,,7,19,36.84,52,1,1,40.9,0,0,2.74,1.42,0,0,,0
2,1966,1966-09-09,2,22.297,MIA,,NYJ,L 14-19,*,8,20,40.00,97,1,1,51.5,0,0,4.85,3.60,1,1,1.00,0
3,1966,1966-09-18,3,22.306,MIA,@,BUF,L 24-58,*,3,10,30.00,17,0,3,0.0,0,0,1.70,-11.80,1,-2,-2.00,0
4,1966,1966-10-09,5,22.327,MIA,@,OAK,L 10-21,,1,2,50.00,5,0,1,16.7,0,0,2.50,-20.00,0,0,,0
5,1966,1966-10-23,7,22.341,MIA,@,HOU,W 20-13,,2,4,50.00,21,1,0,105.2,0,0,5.25,10.25,1,3,3.00,0
6,1967,1967-09-17,1,23.305,MIA,,DEN,W 35-21,,0,0,,0,0,0,,0,0,,,1,1,1.00,0
7,1967,1967-09-24,2,23.312,MIA,,KAN,L 0-24,,4,10,40.00,24,0,1,8.3,0,0,2.40,-2.10,1,-9,-9.00,0
8,1967,1967-10-01,3,23.319,MIA,@,NYJ,L 7-29,,11,26,42.31,144,0,2,28.4,0,0,5.54,2.08,0,0,,0
9,1967,1967-10-08,4,23.326,MIA,@,KAN,L 0-41,*,15,34,44.12,179,0,4,21.2,0,0,5.26,-0.03,1,13,13.00,0
10,1967,1967-10-15,5,23.333,MIA,@,BOS,L 10-41,*,19,46,41.30,216,1,2,45.2,0,0,4.70,3.17,3,14,4.67,0
11,1967,1967-10-22,6,23.340,MIA,,NYJ,L 14-33,*,4,17,23.53,33,0,0,39.6,0,0,1.94,1.94,1,-5,-5.00,0
12,1968,1968-09-28,3,24.317,MIA,,KAN,L 3-48,,9,19,47.37,169,0,3,39.0,0,0,8.89,1.79,1,9,9.00,0
13,1968,1968-11-24,11,25.008,MIA,@,BOS,W 34-10,,2,5,40.00,26,0,0,57.1,0,0,5.20,5.20,0,0,,0
14,1968,1968-12-15,14,25.029,MIA,,NYJ,L 7-31,*,6,17,35.29,59,0,1,21.4,0,0,3.47,0.82,0,0,,0
15,1969,1969-11-02,8,25.351,MIA,@,NYJ,L 31-34,,2,3,66.67,35,0,0,106.2,0,0,11.67,11.67,1,8,8.00,0
16,1969,1969-11-09,9,25.358,MIA,@,BOS,W 17-16,,7,9,77.78,73,0,0,100.5,0,0,8.11,8.11,3,-10,-3.33,0
17,1969,1969-11-16,10,26.000,MIA,@,BUF,L 3-28,*,20,41,48.78,281,0,0,71.3,0,0,6.85,6.85,0,0,,0
18,1969,1969-11-23,11,26.007,MIA,,HOU,L 7-32,*,7,26,26.92,43,0,5,0.0,0,0,1.65,-7.00,0,0,,0
19,1969,1969-11-30,12,26.014,MIA,,BOS,L 23-38,*,12,27,44.44,115,0,3,17.3,0,0,4.26,-0.74,3,12,4.00,0
20,1969,1969-12-07,13,26.021,MIA,,DEN,W 27-24,*,14,27,51.85,123,2,1,73.5,0,0,4.56,4.37,1,6,6.00,0
21,1969,1969-12-14,14,26.028,MIA,,NYJ,L 9-27,*,3,15,20.00,39,0,2,0.0,0,0,2.60,-3.40,0,0,,0
22,1970,1970-12-13,13,27.027,GNB,@,CHI,L 17-35,,3,5,60.00,64,1,0,143.7,0,0,12.80,16.80,0,0,,0
