ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td
1,1950,1950-09-16,1,26.018,PHI,,CLE,L 10-35,13,46,3.54,0,0,0,,0
2,1951,1951-09-30,1,27.032,PHI,@,CRD,W 17-14,8,17,2.13,0,0,0,,0
3,1951,1951-10-06,2,27.038,PHI,,SFO,W 21-14,4,34,8.50,0,3,85,28.33,2
4,1951,1951-10-14,3,27.046,PHI,@,GNB,L 24-37,5,12,2.40,0,0,0,,0
5,1951,1951-10-21,4,27.053,PHI,@,NYG,L 24-26,3,9,3.00,0,0,0,,0
6,1951,1951-10-28,5,27.060,PHI,,WAS,L 23-27,1,2,2.00,0,1,53,53.00,1
7,1951,1951-11-04,6,27.067,PHI,@,PIT,W 34-13,2,8,4.00,0,0,0,,0
8,1951,1951-11-11,7,27.074,PHI,@,CLE,L 17-20,1,7,7.00,0,1,24,24.00,0
9,1951,1951-12-02,10,27.095,PHI,@,WAS,W 35-21,15,82,5.47,1,1,0,0.00,0
10,1951,1951-12-09,11,27.102,PHI,,NYG,L 7-23,3,-8,-2.67,0,0,0,,0
11,1951,1951-12-16,12,27.109,PHI,,CLE,L 9-24,3,-2,-0.67,0,0,0,,0
12,1952,1952-10-26,5,28.058,DET,@,GNB,W 52-17,2,-2,-1.00,0,0,0,,0
13,1952,1952-11-16,8,28.079,DET,,DTX,W 43-13,0,0,,0,1,21,21.00,0
