ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td
1,1950,1950-11-12,8,25.315,GNB,,RAM,L 14-45,2,16,8.00,0,1,13,13.00,0
2,1950,1950-11-19,9,25.322,GNB,@,DET,L 21-24,11,25,2.27,2,0,0,,0
3,1950,1950-11-26,10,25.329,GNB,,SFO,W 25-21,3,7,2.33,1,0,0,,0
4,1950,1950-12-03,11,25.336,GNB,@,RAM,L 14-51,2,4,2.00,0,1,0,0.00,0
5,1950,1950-12-10,12,25.343,GNB,@,SFO,L 14-30,0,0,,0,1,6,6.00,0
6,1951,1951-09-30,1,26.272,GNB,,CHI,L 20-31,11,21,1.91,1,2,12,6.00,1
7,1951,1951-10-07,2,26.279,GNB,,PIT,W 35-33,10,9,0.90,0,1,4,4.00,0
8,1951,1951-10-14,3,26.286,GNB,,PHI,W 37-24,7,32,4.57,0,0,0,,0
9,1951,1951-10-21,4,26.293,GNB,,RAM,L 0-28,1,-1,-1.00,0,0,0,,0
10,1952,1952-11-09,7,27.313,WAS,@,PHI,L 20-38,3,7,2.33,0,0,0,,0
11,1952,1952-11-16,8,27.320,WAS,,SFO,L 17-23,1,3,3.00,0,0,0,,0
12,1952,1952-11-23,9,27.327,WAS,,NYG,L 10-14,1,4,4.00,0,0,0,,0
13,1952,1952-11-30,10,27.334,WAS,,CLE,L 24-48,2,7,3.50,0,0,0,,0
14,1953,1953-10-25,5,28.297,WAS,@,BAL,L 17-27,3,7,2.33,0,0,0,,0
