ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks
1,1996,1996-09-01,1,22.266,NYG,,BUF,L 20-23,,,,,,
2,1996,1996-09-08,2,22.273,NYG,@,DAL,L 0-27,,,,,,
3,1996,1996-09-15,3,22.280,NYG,,WAS,L 10-31,,,,,,
4,1996,1996-09-22,4,22.287,NYG,@,NYJ,W 13-6,,,,,,
5,1996,1996-09-29,5,22.294,NYG,,MIN,W 15-10,,,,,,
6,1996,1996-10-13,6,22.308,NYG,,PHI,L 10-19,,,,,,
7,1996,1996-10-20,7,22.315,NYG,@,WAS,L 21-31,,,,,,
8,1996,1996-10-27,8,22.322,NYG,@,DET,W 35-7,,,,,,
9,1996,1996-11-03,9,22.329,NYG,,ARI,W 16-8,,,,,,
10,1996,1996-11-10,10,22.336,NYG,@,CAR,L 17-27,,,,,,
11,1996,1996-11-17,11,22.343,NYG,@,ARI,L 23-31,,,,,,
12,1996,1996-11-24,12,22.350,NYG,,DAL,W 20-6,,,,,,
13,1996,1996-12-01,13,22.357,NYG,@,PHI,L 0-24,,,,,,
14,1996,1996-12-08,14,22.364,NYG,@,MIA,W 17-7,,,,,,
15,1996,1996-12-15,15,23.005,NYG,,NOR,L 3-17,,,,,,
16,1996,1996-12-21,16,23.011,NYG,,NWE,L 22-23,,,,,,
17,1997,1997-08-31,1,23.264,NYG,,PHI,W 31-17,,,,,,
18,1997,1997-09-07,2,23.271,NYG,@,JAX,L 13-40,,,,,,
19,1997,1997-09-14,3,23.278,SEA,@,IND,W 31-3,,,,,,
20,1997,1997-09-21,4,23.285,NYG,@,STL,L 3-13,,,,,,
21,1997,1997-09-28,5,23.292,NYG,,NOR,W 14-9,,,,,,
22,1997,1997-10-05,6,23.299,NYG,,DAL,W 20-17,,,,,,
23,1997,1997-10-12,7,23.306,NYG,@,ARI,W 27-13,,,,,,
24,1997,1997-10-19,8,23.313,NYG,@,DET,W 26-20,,,,,,
25,1997,1997-10-26,9,23.320,NYG,,CIN,W 29-27,,,,,,
26,1997,1997-11-09,10,23.334,NYG,@,TEN,L 6-10,,,,,,
27,1997,1997-11-16,11,23.341,NYG,,ARI,W 19-10,,,,,,
28,1997,1997-11-23,12,23.348,NYG,@,WAS,T 7-7,,,,,,
29,1997,1997-11-30,13,23.355,NYG,,TAM,L 8-20,,,,,,
30,1997,1997-12-07,14,23.362,NYG,@,PHI,W 31-21,,0,0,,0,1.0
31,1997,1997-12-13,15,24.003,NYG,,WAS,W 30-10,,0,0,,0,1.0
32,1997,1997-12-21,16,24.011,NYG,@,DAL,W 20-7,,0,0,,0,1.5
33,1998,1998-09-06,1,24.270,NYG,,WAS,W 31-24,,,,,,
34,1998,1998-09-13,2,24.277,NYG,@,OAK,L 17-20,,,,,,
35,1998,1998-09-21,3,24.285,NYG,,DAL,L 7-31,,,,,,
36,1998,1998-09-27,4,24.291,NYG,@,SDG,W 34-16,,,,,,
37,1998,1998-10-04,5,24.298,NYG,@,TAM,L 3-20,,,,,,
38,1998,1998-10-11,6,24.305,NYG,,ATL,L 20-34,,,,,,
39,1998,1998-10-18,7,24.312,NYG,,ARI,W 34-7,,,,,,
40,1998,1998-11-01,8,24.326,NYG,@,WAS,L 14-21,,,,,,
41,1998,1998-11-08,9,24.333,NYG,@,DAL,L 6-16,,,,,,
42,1998,1998-11-15,10,24.340,NYG,,GNB,L 3-37,,,,,,
43,1998,1998-11-22,11,24.347,NYG,,PHI,W 20-0,,,,,,
44,1998,1998-11-30,12,24.355,NYG,@,SFO,L 7-31,,,,,,
45,1998,1998-12-06,13,24.361,NYG,@,ARI,W 23-19,,,,,,
46,1998,1998-12-13,14,25.003,NYG,,DEN,W 20-16,,,,,,
47,1998,1998-12-20,15,25.010,NYG,,KAN,W 28-7,,,,,,
48,1998,1998-12-27,16,25.017,NYG,@,PHI,W 20-10,,,,,,
49,1999,1999-09-12,1,25.276,NYG,@,TAM,W 17-13,,,,,,
50,1999,1999-09-19,2,25.283,NYG,,WAS,L 21-50,,,,,,
51,1999,1999-09-26,3,25.290,NYG,@,NWE,L 14-16,,,,,,
52,1999,1999-10-03,4,25.297,NYG,,PHI,W 16-15,,,,,,
53,1999,1999-10-10,5,25.304,NYG,@,ARI,L 3-14,,,,,,
54,1999,1999-10-18,6,25.312,NYG,,DAL,W 13-10,,,,,,
55,1999,1999-10-24,7,25.318,NYG,,NOR,W 31-3,,,,,,
56,1999,1999-10-31,8,25.325,NYG,@,PHI,W 23-17,,,,,,
57,1999,1999-11-14,9,25.339,NYG,,IND,L 19-27,,,,,,
58,1999,1999-11-21,10,25.346,NYG,@,WAS,L 13-23,,,,,,
59,1999,1999-11-28,11,25.353,NYG,,ARI,L 24-34,,,,,,
60,1999,1999-12-05,12,25.360,NYG,,NYJ,W 41-28,,,,,,
61,1999,1999-12-12,13,26.002,NYG,@,BUF,W 19-17,,,,,,
62,1999,1999-12-19,14,26.009,NYG,@,STL,L 10-31,,,,,,
63,1999,1999-12-26,15,26.016,NYG,,MIN,L 17-34,,,,,,
64,1999,2000-01-02,16,26.023,NYG,@,DAL,L 18-26,,,,,,
65,2000,2000-09-03,1,26.268,IND,@,KAN,W 27-14,,,,,,
66,2000,2000-09-10,2,26.275,IND,,OAK,L 31-38,*,,,,,
67,2000,2000-09-25,3,26.290,IND,,JAX,W 43-14,*,,,,,
68,2000,2000-10-01,4,26.296,IND,@,BUF,W 18-16,*,0,0,,0,1.0
69,2000,2000-10-08,5,26.303,IND,@,NWE,L 16-24,*,0,0,,0,1.0
70,2000,2000-10-15,6,26.310,IND,@,SEA,W 37-24,*,,,,,
71,2000,2000-10-22,7,26.317,IND,,NWE,W 30-23,,,,,,
72,2000,2000-10-29,8,26.324,IND,,DET,W 30-18,*,,,,,
73,2000,2000-11-05,9,26.331,IND,@,CHI,L 24-27,*,,,,,
74,2000,2000-11-12,10,26.338,IND,,NYJ,W 23-15,*,,,,,
75,2000,2000-11-19,11,26.345,IND,@,GNB,L 24-26,,,,,,
76,2000,2000-11-26,12,26.352,IND,,MIA,L 14-17,,,,,,
77,2000,2000-12-03,13,26.359,IND,@,NYJ,L 17-27,*,,,,,
78,2000,2000-12-11,14,27.001,IND,,BUF,W 44-20,,1,10,10.00,0,0.0
79,2000,2000-12-17,15,27.007,IND,@,MIA,W 20-13,,,,,,
80,2000,2000-12-24,16,27.014,IND,,MIN,W 31-10,,,,,,
81,2002,2002-09-09,1,28.273,NWE,,PIT,W 30-14,,,,,,
82,2002,2002-09-15,2,28.279,NWE,@,NYJ,W 44-7,,0,0,,0,1.0
83,2002,2002-09-22,3,28.286,NWE,,KAN,W 41-38,,,,,,
84,2002,2002-09-29,4,28.293,NWE,@,SDG,L 14-21,,,,,,
85,2002,2002-10-06,5,28.300,NWE,@,MIA,L 13-26,,,,,,
86,2002,2002-10-13,6,28.307,NWE,,GNB,L 10-28,,,,,,
87,2002,2002-12-22,15,29.012,NWE,,NYJ,L 17-30,,,,,,
88,2002,2002-12-29,16,29.019,NWE,,MIA,W 27-24,,,,,,
89,2003,2003-09-04,1,29.268,WAS,,NYJ,W 16-13,*,,,,,
90,2003,2003-09-14,2,29.278,WAS,@,ATL,W 33-31,*,,,,,
91,2003,2003-09-21,3,29.285,WAS,,NYG,L 21-24,*,,,,,
92,2003,2003-09-28,4,29.292,WAS,,NWE,W 20-17,*,,,,,
93,2003,2003-10-05,5,29.299,WAS,@,PHI,L 25-27,*,0,0,,0,1.5
94,2003,2003-10-12,6,29.306,WAS,,TAM,L 13-35,*,,,,,
95,2003,2003-10-19,7,29.313,WAS,@,BUF,L 7-24,*,,,,,
96,2003,2003-11-02,8,29.327,WAS,@,DAL,L 14-21,*,,,,,
97,2003,2003-11-09,9,29.334,WAS,,SEA,W 27-20,*,,,,,
98,2003,2003-11-16,10,29.341,WAS,@,CAR,L 17-20,*,,,,,
99,2003,2003-11-23,11,29.348,WAS,@,MIA,L 23-24,*,0,0,,0,1.0
100,2003,2003-11-30,12,29.355,WAS,,NOR,L 20-24,*,,,,,
101,2003,2003-12-07,13,29.362,WAS,@,NYG,W 20-7,*,,,,,
102,2003,2003-12-14,14,30.004,WAS,,DAL,L 0-27,*,,,,,
103,2003,2003-12-21,15,30.011,WAS,@,CHI,L 24-27,*,,,,,
104,2003,2003-12-27,16,30.017,WAS,,PHI,L 7-31,*,,,,,
