ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
36,2006,2006-10-08,4,28.158,KAN,@,ARI,W 23-20,,2,2,100.0,3,3,100.0,0,11,0,0,,0
37,2006,2006-10-15,5,28.165,KAN,@,PIT,L 7-45,,1,1,100.0,,,,0,1,,,,
38,2006,2006-10-22,6,28.172,KAN,,SDG,W 30-27,,3,4,75.0,1,2,50.0,0,6,0,0,,0
39,2006,2006-10-29,7,28.179,KAN,,SEA,W 35-28,,3,3,100.0,2,3,66.7,0,9,0,0,,0
40,2006,2006-11-05,8,28.186,KAN,@,STL,W 31-17,,4,4,100.0,1,1,100.0,0,7,0,0,,0
41,2006,2006-11-12,9,28.193,KAN,@,MIA,L 10-13,,1,1,100.0,1,2,50.0,0,4,0,0,,0
42,2006,2006-11-19,10,28.200,KAN,,OAK,W 17-13,,2,2,100.0,1,2,50.0,0,5,0,0,,0
43,2006,2006-11-23,11,28.204,KAN,,DEN,W 19-10,,1,1,100.0,4,4,100.0,0,13,0,0,,0
44,2006,2006-12-03,12,28.214,KAN,@,CLE,L 28-31,,4,4,100.0,,,,0,4,,,,
45,2006,2006-12-10,13,28.221,KAN,,BAL,L 10-20,,1,1,100.0,1,2,50.0,0,4,0,0,,0
46,2006,2006-12-17,14,28.228,KAN,@,SDG,L 9-20,,,,,3,3,100.0,0,9,0,0,,0
47,2006,2006-12-23,15,28.234,KAN,@,OAK,W 20-9,,2,2,100.0,2,3,66.7,0,8,0,0,,0
48,2006,2006-12-31,16,28.242,KAN,,JAX,W 35-30,,5,5,100.0,,,,0,5,,,,
49,2007,2007-09-09,1,29.129,NYG,@,DAL,L 35-45,,2,2,100.0,3,3,100.0,0,11,0,0,,0
50,2007,2007-09-16,2,29.136,NYG,,GNB,L 13-35,,1,1,100.0,2,3,66.7,0,7,0,0,,0
51,2007,2007-09-23,3,29.143,NYG,@,WAS,W 24-17,,3,3,100.0,1,1,100.0,0,6,0,0,,0
52,2007,2007-09-30,4,29.150,NYG,,PHI,W 16-3,,1,2,50.0,1,2,50.0,0,4,0,0,,0
53,2007,2007-10-07,5,29.157,NYG,,NYJ,W 35-24,,5,5,100.0,,,,0,5,,,,
54,2007,2007-10-15,6,29.165,NYG,@,ATL,W 31-10,,4,4,100.0,1,1,100.0,0,7,0,0,,0
55,2007,2007-10-21,7,29.171,NYG,,SFO,W 33-15,,3,4,75.0,2,2,100.0,0,9,0,0,,0
56,2007,2007-10-28,8,29.178,NYG,@,MIA,W 13-10,,1,1,100.0,2,3,66.7,0,7,0,0,,0
57,2007,2007-11-11,9,29.192,NYG,,DAL,L 20-31,,2,2,100.0,2,2,100.0,0,8,0,0,,0
58,2007,2007-11-18,10,29.199,NYG,@,DET,W 16-10,,1,1,100.0,3,3,100.0,0,10,0,0,,0
59,2007,2007-11-25,11,29.206,NYG,,MIN,L 17-41,,2,2,100.0,1,1,100.0,0,5,0,0,,0
60,2007,2007-12-02,12,29.213,NYG,@,CHI,W 21-16,,3,3,100.0,,,,0,3,,,,
61,2007,2007-12-09,13,29.220,NYG,@,PHI,W 16-13,,1,1,100.0,3,3,100.0,0,10,0,0,,0
62,2007,2007-12-16,14,29.227,NYG,,WAS,L 10-22,,1,1,100.0,1,2,50.0,0,4,0,0,,0
63,2007,2007-12-23,15,29.234,NYG,@,BUF,W 38-21,,5,5,100.0,1,1,100.0,0,8,0,0,,0
64,2007,2007-12-29,16,29.240,NYG,,NWE,L 35-38,,5,5,100.0,,,,0,5,,,,
65,2008,2008-11-16,10,30.197,NYG,,BAL,W 30-10,,3,3,100.0,1,1,100.0,0,6,0,0,,0
66,2009,2009-09-13,1,31.133,NYG,,WAS,W 23-17,,2,2,100.0,3,3,100.0,0,11,0,0,,0
67,2009,2009-09-20,2,31.140,NYG,@,DAL,W 33-31,,3,3,100.0,4,5,80.0,0,15,0,0,,0
68,2009,2009-09-27,3,31.147,NYG,@,TAM,W 24-0,,3,3,100.0,1,2,50.0,0,6,0,0,,0
69,2009,2009-10-04,4,31.154,NYG,@,KAN,W 27-16,,3,3,100.0,2,3,66.7,0,9,0,0,,0
70,2009,2009-10-11,5,31.161,NYG,,OAK,W 44-7,,5,5,100.0,3,3,100.0,0,14,0,0,,0
71,2009,2009-10-18,6,31.168,NYG,@,NOR,L 27-48,,3,3,100.0,2,2,100.0,0,9,0,0,,0
72,2009,2009-10-25,7,31.175,NYG,,ARI,L 17-24,,2,2,100.0,1,1,100.0,0,5,0,0,,0
73,2009,2009-11-01,8,31.182,NYG,@,PHI,L 17-40,,2,2,100.0,1,2,50.0,0,5,0,0,,0
74,2009,2009-11-08,9,31.189,NYG,,SDG,L 20-21,,2,2,100.0,2,2,100.0,0,8,0,0,,0
75,2009,2009-11-22,10,31.203,NYG,,ATL,W 34-31,,4,4,100.0,2,3,66.7,0,10,0,0,,0
76,2009,2009-11-26,11,31.207,NYG,@,DEN,L 6-26,,,,,2,2,100.0,0,6,0,0,,0
77,2009,2009-12-06,12,31.217,NYG,,DAL,W 31-24,,4,4,100.0,1,1,100.0,0,7,0,0,,0
78,2009,2009-12-13,13,31.224,NYG,,PHI,L 38-45,,5,5,100.0,1,1,100.0,0,8,0,0,,0
79,2009,2009-12-21,14,31.232,NYG,@,WAS,W 45-12,,6,6,100.0,1,1,100.0,0,9,0,0,,0
80,2009,2009-12-27,15,31.238,NYG,,CAR,L 9-41,,,,,1,1,100.0,0,3,0,0,,0
81,2009,2010-01-03,16,31.245,NYG,@,MIN,L 7-44,,1,1,100.0,,,,0,1,0,0,,0
82,2010,2010-09-12,1,32.132,NYG,,CAR,W 31-18,,4,4,100.0,1,1,100.0,0,7,0,0,,0
83,2010,2010-09-19,2,32.139,NYG,@,IND,L 14-38,,2,2,100.0,,,,0,2,0,0,,0
84,2010,2010-09-26,3,32.146,NYG,,TEN,L 10-29,,1,1,100.0,1,3,33.3,0,4,0,0,,0
85,2010,2010-10-03,4,32.153,NYG,,CHI,W 17-3,,2,2,100.0,1,2,50.0,0,5,0,0,,0
86,2010,2010-10-10,5,32.160,NYG,@,HOU,W 34-10,,4,4,100.0,2,2,100.0,0,10,0,0,,0
87,2010,2010-10-25,7,32.175,NYG,@,DAL,W 41-35,,5,5,100.0,2,2,100.0,0,11,0,0,,0
88,2010,2010-11-07,8,32.188,NYG,@,SEA,W 41-7,,5,5,100.0,2,2,100.0,0,11,0,0,,0
89,2010,2010-11-14,9,32.195,NYG,,DAL,L 20-33,,2,2,100.0,2,2,100.0,0,8,0,0,,0
90,2010,2010-11-21,10,32.202,NYG,@,PHI,L 17-27,,2,2,100.0,1,1,100.0,0,5,0,0,,0
91,2010,2010-11-28,11,32.209,NYG,,JAX,W 24-20,,1,1,100.0,3,3,100.0,0,10,0,0,,0
92,2010,2010-12-05,12,32.216,NYG,,WAS,W 31-7,,4,4,100.0,1,1,100.0,0,7,0,0,,0
93,2010,2010-12-13,13,32.224,NYG,@,MIN,W 21-3,,3,3,100.0,,,,0,3,0,0,,0
94,2010,2010-12-19,14,32.230,NYG,,PHI,L 31-38,,4,4,100.0,1,1,100.0,0,7,0,0,,0
95,2010,2010-12-26,15,32.237,NYG,@,GNB,L 17-45,,2,2,100.0,1,1,100.0,0,5,0,0,,0
96,2010,2011-01-02,16,32.244,NYG,@,WAS,W 17-14,,2,2,100.0,1,2,50.0,0,5,0,0,,0
97,2011,2011-09-11,1,33.131,NYG,@,WAS,L 14-28,,2,2,100.0,,1,0.0,0,2,0,0,,0
98,2011,2011-09-19,2,33.139,NYG,,STL,W 28-16,,4,4,100.0,,,,0,4,0,0,,0
99,2011,2011-09-25,3,33.145,NYG,@,PHI,W 29-16,,3,3,100.0,,,,0,3,0,0,,0
100,2011,2011-10-02,4,33.152,NYG,@,ARI,W 31-27,,4,4,100.0,1,1,100.0,0,7,0,0,,0
101,2011,2011-10-09,5,33.159,NYG,,SEA,L 25-36,,2,2,100.0,1,1,100.0,0,5,0,0,,0
102,2011,2011-10-16,6,33.166,NYG,,BUF,W 27-24,,3,3,100.0,2,3,66.7,0,9,0,0,,0
103,2011,2011-10-30,7,33.180,NYG,,MIA,W 20-17,,2,2,100.0,2,2,100.0,0,8,0,0,,0
104,2011,2011-11-06,8,33.187,NYG,@,NWE,W 24-20,,3,3,100.0,1,1,100.0,0,6,0,0,,0
105,2011,2011-11-13,9,33.194,NYG,@,SFO,L 20-27,,2,2,100.0,2,2,100.0,0,8,0,0,,0
106,2011,2011-11-20,10,33.201,NYG,,PHI,L 10-17,,1,1,100.0,1,1,100.0,0,4,0,0,,0
107,2011,2011-11-28,11,33.209,NYG,@,NOR,L 24-49,,3,3,100.0,1,2,50.0,0,6,0,0,,0
108,2011,2011-12-04,12,33.215,NYG,,GNB,L 35-38,,3,3,100.0,2,2,100.0,0,9,0,0,,0
109,2011,2011-12-11,13,33.222,NYG,@,DAL,W 37-34,,3,3,100.0,2,2,100.0,0,9,0,0,,0
110,2011,2011-12-18,14,33.229,NYG,,WAS,L 10-23,,1,1,100.0,1,2,50.0,0,4,0,0,,0
111,2011,2011-12-24,15,33.235,NYG,@,NYJ,W 29-14,,3,3,100.0,2,2,100.0,0,9,0,0,,0
112,2011,2012-01-01,16,33.243,NYG,,DAL,W 31-14,,4,4,100.0,1,2,50.0,0,7,0,0,,0
113,2012,2012-09-05,1,34.125,NYG,,DAL,L 17-24,,2,2,100.0,1,1,100.0,0,5,0,0,,0
114,2012,2012-09-16,2,34.136,NYG,,TAM,W 41-34,,3,3,100.0,4,4,100.0,0,15,0,0,,0
115,2012,2012-09-20,3,34.140,NYG,@,CAR,W 36-7,,3,3,100.0,5,5,100.0,0,18,0,0,,0
116,2012,2012-09-30,4,34.150,NYG,@,PHI,L 17-19,,2,2,100.0,1,2,50.0,0,5,0,0,,0
117,2012,2012-10-07,5,34.157,NYG,,CLE,W 41-27,,5,5,100.0,2,2,100.0,0,11,0,0,,0
118,2012,2012-10-14,6,34.164,NYG,@,SFO,W 26-3,,2,2,100.0,4,5,80.0,0,14,0,0,,0
119,2012,2012-10-21,7,34.171,NYG,,WAS,W 27-23,,3,3,100.0,2,2,100.0,0,9,0,0,,0
120,2012,2012-10-28,8,34.178,NYG,@,DAL,W 29-24,,2,2,100.0,5,5,100.0,0,17,0,0,,0
121,2012,2012-11-04,9,34.185,NYG,,PIT,L 20-24,,2,2,100.0,2,3,66.7,0,8,0,0,,0
122,2012,2012-11-11,10,34.192,NYG,@,CIN,L 13-31,,1,1,100.0,2,2,100.0,0,7,0,0,,0
123,2012,2012-11-25,11,34.206,NYG,,GNB,W 38-10,,5,5,100.0,1,1,100.0,0,8,0,0,,0
124,2012,2012-12-03,12,34.214,NYG,@,WAS,L 16-17,,1,1,100.0,3,4,75.0,0,10,0,0,,0
125,2012,2012-12-09,13,34.220,NYG,,NOR,W 52-27,,7,7,100.0,1,2,50.0,0,10,0,0,,0
126,2012,2012-12-16,14,34.227,NYG,@,ATL,L 0-34,,,,,,1,0.0,0,0,0,0,,0
127,2012,2012-12-23,15,34.234,NYG,@,BAL,L 14-33,,2,2,100.0,,,,0,2,0,0,,0
128,2012,2012-12-30,16,34.241,NYG,,PHI,W 42-7,,6,6,100.0,,,,0,6,0,0,,0
