ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,sacks
1,1986,1986-09-07,1,23.318,SDG,,MIA,W 50-28,
2,1986,1986-10-12,6,23.353,SDG,,DEN,L 14-31,
3,1986,1986-10-19,7,23.360,SDG,@,KAN,L 41-42,
4,1986,1986-10-26,8,24.002,SDG,@,PHI,L 7-23,
5,1986,1986-11-02,9,24.009,SDG,,KAN,L 23-24,0.5
6,1986,1986-11-09,10,24.016,SDG,@,DEN,W 9-3,
7,1986,1986-11-16,11,24.023,SDG,,DAL,L 21-24,
8,1986,1986-11-20,12,24.027,SDG,,RAI,L 31-37,
9,1986,1986-11-30,13,24.037,SDG,@,IND,W 17-3,
10,1986,1986-12-07,14,24.044,SDG,,HOU,W 27-0,
11,1986,1986-12-14,15,24.051,SDG,,SEA,L 24-34,
12,1986,1986-12-21,16,24.058,SDG,@,CLE,L 17-47,
13,1987,1987-09-13,1,24.324,SDG,@,KAN,L 13-20,
14,1987,1987-09-20,2,24.331,SDG,,STL,W 28-24,1.0
15,1987,1987-10-18,5,24.359,SDG,@,RAI,W 23-17,
16,1987,1987-10-25,6,25.001,SDG,,KAN,W 42-21,1.0
17,1987,1987-11-01,7,25.008,SDG,,CLE,W 27-24,0.5
18,1987,1987-11-15,9,25.022,SDG,,RAI,W 16-14,
19,1987,1987-11-29,11,25.036,SDG,,DEN,L 17-31,
20,1987,1987-12-06,12,25.043,SDG,@,HOU,L 18-33,
21,1987,1987-12-27,15,25.064,SDG,@,DEN,L 0-24,
