ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1970,1970-09-18,1,27.260,STL,@,RAM,L 13-34,,,,,,,,,,
2,1970,1970-09-27,2,27.269,STL,,WAS,W 27-17,,,,,,,,,,
3,1970,1970-10-04,3,27.276,STL,,DAL,W 20-7,,,,,,,,,,
4,1970,1970-10-11,4,27.283,STL,,NOR,W 24-17,,,,,,,,,,
5,1970,1970-10-18,5,27.290,STL,@,PHI,W 35-20,,,,,,,,,,
6,1970,1970-10-25,6,27.297,STL,@,NYG,L 17-35,,,,,,,,,,
7,1970,1970-11-01,7,27.304,STL,,HOU,W 44-0,,,,,,,,,,
8,1970,1970-11-08,8,27.311,STL,,BOS,W 31-0,,,,,,,,,,
9,1970,1970-11-16,9,27.319,STL,@,DAL,W 38-0,0,0,,0,1,8,8.00,0,0,0
10,1970,1970-11-22,10,27.325,STL,@,KAN,T 6-6,,,,,,,,,,
11,1970,1970-11-29,11,27.332,STL,,PHI,W 23-14,,,,,,,,,,
12,1970,1970-12-06,12,27.339,STL,@,DET,L 3-16,,,,,,,,,,
13,1970,1970-12-13,13,27.346,STL,,NYG,L 17-34,,,,,,,,,,
14,1970,1970-12-20,14,27.353,STL,@,WAS,L 27-28,,,,,,,,,,
15,1971,1971-09-20,1,28.262,MIN,@,DET,W 16-13,,,,,,,,,,
16,1971,1971-11-07,8,28.310,MIN,,SFO,L 9-13,,,,,,,,,,
17,1971,1971-11-14,9,28.317,MIN,,GNB,W 3-0,,,,,,,,,,
18,1971,1971-11-21,10,28.324,MIN,@,NOR,W 23-10,,,,,,,,,,
19,1971,1971-11-28,11,28.331,MIN,,ATL,W 24-7,2,15,7.50,0,0,0,,0,0,0
20,1971,1971-12-05,12,28.338,MIN,@,SDG,L 14-30,2,31,15.50,0,0,0,,0,0,0
21,1971,1971-12-11,13,28.344,MIN,,DET,W 29-10,,,,,,,,,,
22,1971,1971-12-19,14,28.352,MIN,@,CHI,W 27-10,2,95,47.50,0,0,0,,0,0,0
23,1972,1972-09-17,1,29.260,NOR,@,RAM,L 14-34,1,14,14.00,0,0,0,,0,0,0
24,1972,1972-09-25,2,29.268,NOR,,KAN,L 17-20,,,,,,,,,,
25,1972,1972-10-01,3,29.274,NOR,,SFO,L 2-37,1,11,11.00,0,0,0,,0,0,0
26,1972,1972-10-08,4,29.281,NOR,@,NYG,L 21-45,,,,,,,,,,
27,1972,1972-10-15,5,29.288,NOR,,ATL,L 14-21,,,,,,,,,,
28,1972,1972-10-22,6,29.295,NOR,@,SFO,T 20-20,,,,,,,,,,
29,1972,1972-10-29,7,29.302,NOR,,PHI,W 21-3,3,85,28.33,0,0,0,,0,0,0
30,1972,1972-11-05,8,29.309,NOR,@,MIN,L 6-37,3,43,14.33,0,0,0,,0,0,0
31,1972,1972-11-12,9,29.316,NOR,@,ATL,L 20-36,1,2,2.00,1,0,0,,0,1,6
32,1972,1972-11-19,10,29.323,NOR,@,DET,L 14-27,,,,,,,,,,
33,1972,1972-11-26,11,29.330,NOR,,RAM,W 19-16,,,,,,,,,,
34,1972,1972-12-03,12,29.337,NOR,@,NYJ,L 17-18,,,,,,,,,,
35,1972,1972-12-10,13,29.344,NOR,,NWE,L 10-17,1,14,14.00,0,0,0,,0,0,0
36,1972,1972-12-17,14,29.351,NOR,,GNB,L 20-30,1,6,6.00,0,0,0,,0,0,0
37,1973,1973-09-16,1,30.258,NOR,,ATL,L 7-62,2,4,2.00,0,0,0,,0,0,0
38,1973,1973-09-24,2,30.266,NOR,@,DAL,L 3-40,1,8,8.00,0,0,0,,0,0,0
39,1973,1973-09-30,3,30.272,NOR,@,BAL,L 10-14,4,48,12.00,0,0,0,,0,0,0
40,1973,1973-10-07,4,30.279,NOR,,CHI,W 21-16,1,21,21.00,0,0,0,,0,0,0
41,1973,1973-10-14,5,30.286,NOR,,DET,W 20-13,3,51,17.00,0,0,0,,0,0,0
