ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
1,1985,1985-09-08,1,24.255,TAM,@,CHI,L 28-38,4,4,100.0,,1,0.0,0,4
2,1985,1985-09-15,2,24.262,TAM,,MIN,L 16-31,1,2,50.0,1,2,50.0,0,4
3,1985,1985-09-22,3,24.269,TAM,@,NOR,L 13-20,1,1,100.0,2,3,66.7,0,7
4,1985,1985-09-29,4,24.276,TAM,@,DET,L 9-30,,,,3,3,100.0,0,9
5,1985,1985-10-06,5,24.283,TAM,,CHI,L 19-27,1,1,100.0,2,3,66.7,0,7
6,1985,1985-10-13,6,24.290,TAM,,RAM,L 27-31,3,3,100.0,2,2,100.0,0,9
7,1985,1985-10-20,7,24.297,TAM,@,MIA,L 38-41,5,5,100.0,1,1,100.0,0,8
8,1985,1985-10-27,8,24.304,TAM,,NWE,L 14-32,2,2,100.0,,,,0,2
9,1985,1985-11-03,9,24.311,TAM,@,NYG,L 20-22,2,2,100.0,2,2,100.0,0,8
10,1985,1985-11-10,10,24.318,TAM,,STL,W 16-0,1,1,100.0,3,4,75.0,0,10
11,1985,1985-11-17,11,24.325,TAM,@,NYJ,L 28-62,4,4,100.0,,,,0,4
12,1985,1985-11-24,12,24.332,TAM,,DET,W 19-16,1,1,100.0,4,4,100.0,0,13
13,1985,1985-12-01,13,24.339,TAM,@,GNB,L 0-21,,,,,1,0.0,0,0
14,1985,1985-12-08,14,24.346,TAM,@,MIN,L 7-26,1,1,100.0,,1,0.0,0,1
15,1985,1985-12-15,15,24.353,TAM,,IND,L 23-31,2,3,66.7,1,2,50.0,0,5
16,1985,1985-12-22,16,24.360,TAM,,GNB,L 17-20,2,2,100.0,1,3,33.3,0,5
17,1986,1986-09-07,1,25.254,TAM,,SFO,L 7-31,1,1,100.0,,1,0.0,0,1
18,1986,1986-09-14,2,25.261,TAM,,MIN,L 10-23,1,1,100.0,1,2,50.0,0,4
19,1986,1986-09-21,3,25.268,TAM,@,DET,W 24-20,3,3,100.0,1,1,100.0,0,6
20,1986,1986-09-28,4,25.275,TAM,,ATL,L 20-23,2,2,100.0,2,2,100.0,0,8
