ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1981,1981-09-06,1,22.272,NOR,@,ATL,L 0-27,13,61,4.69,0,1,1,1.00,0,0,0
2,1981,1981-09-13,2,22.279,NOR,,RAM,W 23-17,29,162,5.59,1,0,0,,0,1,6
3,1981,1981-09-20,3,22.286,NOR,@,NYG,L 7-20,20,75,3.75,0,0,0,,0,0,0
4,1981,1981-09-27,4,22.293,NOR,@,SFO,L 14-21,25,115,4.60,0,2,16,8.00,0,0,0
5,1981,1981-10-04,5,22.300,NOR,,PIT,L 6-20,25,77,3.08,0,0,0,,0,0,0
6,1981,1981-10-11,6,22.307,NOR,,PHI,L 14-31,17,134,7.88,2,1,4,4.00,0,2,12
7,1981,1981-10-18,7,22.314,NOR,@,CLE,L 17-20,18,122,6.78,1,2,36,18.00,0,1,6
8,1981,1981-10-25,8,22.321,NOR,,CIN,W 17-7,31,113,3.65,1,2,17,8.50,0,1,6
9,1981,1981-11-01,9,22.328,NOR,,ATL,L 10-41,15,20,1.33,0,1,2,2.00,0,0,0
10,1981,1981-11-08,10,22.335,NOR,@,RAM,W 21-13,24,161,6.71,3,1,14,14.00,0,3,18
11,1981,1981-11-15,11,22.342,NOR,@,MIN,L 10-20,31,97,3.13,1,3,7,2.33,0,1,6
12,1981,1981-11-22,12,22.349,NOR,@,HOU,W 27-24,28,142,5.07,0,0,0,,0,0,0
13,1981,1981-11-29,13,22.356,NOR,,TAM,L 14-31,23,120,5.22,1,0,0,,0,1,6
14,1981,1981-12-06,14,22.363,NOR,@,STL,L 3-30,23,98,4.26,0,1,25,25.00,0,0,0
15,1981,1981-12-13,15,23.005,NOR,,GNB,L 7-35,26,70,2.69,1,2,4,2.00,0,1,6
16,1981,1981-12-20,16,23.012,NOR,,SFO,L 17-21,30,107,3.57,2,0,0,,0,2,12
17,1982,1982-09-12,1,23.278,NOR,,STL,L 7-21,11,65,5.91,0,1,10,10.00,0,0,0
18,1982,1982-11-21,3,23.348,NOR,,KAN,W 27-17,33,123,3.73,1,0,0,,0,1,6
19,1982,1982-11-28,4,23.355,NOR,@,SFO,W 23-20,17,97,5.71,1,1,2,2.00,0,1,6
20,1982,1982-12-05,5,23.362,NOR,,TAM,L 10-13,13,32,2.46,0,1,4,4.00,0,0,0
21,1982,1982-12-12,6,24.004,NOR,@,ATL,L 0-35,15,52,3.47,0,1,5,5.00,0,0,0
22,1982,1982-12-19,7,24.011,NOR,@,DAL,L 7-21,33,166,5.03,1,0,0,,0,1,6
23,1983,1983-09-04,1,24.270,NOR,,STL,W 28-17,24,206,8.58,2,0,0,,0,2,12
24,1983,1983-09-11,2,24.277,NOR,@,RAM,L 27-30,10,42,4.20,0,0,0,,0,0,0
25,1983,1983-10-09,6,24.305,NOR,@,ATL,W 19-17,10,41,4.10,0,0,0,,0,0,0
26,1983,1983-10-16,7,24.312,NOR,,SFO,L 13-32,14,52,3.71,0,1,22,22.00,0,0,0
27,1983,1983-10-23,8,24.319,NOR,@,TAM,W 24-21,23,86,3.74,0,2,7,3.50,0,0,0
28,1983,1983-10-30,9,24.326,NOR,@,BUF,L 21-27,21,114,5.43,0,4,28,7.00,0,0,0
29,1983,1983-11-06,10,24.333,NOR,,ATL,W 27-10,20,137,6.85,0,1,3,3.00,0,0,0
30,1983,1983-11-13,11,24.340,NOR,@,SFO,L 0-27,14,52,3.71,0,1,-2,-2.00,0,0,0
31,1983,1983-11-21,12,24.348,NOR,,NYJ,L 28-31,26,84,3.23,2,0,0,,0,2,12
32,1983,1983-11-27,13,24.354,NOR,,MIN,W 17-16,20,69,3.45,0,0,0,,0,0,0
33,1983,1983-12-04,14,24.361,NOR,@,NWE,L 0-7,20,61,3.05,0,2,8,4.00,0,0,0
34,1983,1983-12-11,15,25.003,NOR,@,PHI,W 20-17,22,76,3.45,1,0,0,,0,1,6
35,1983,1983-12-18,16,25.010,NOR,,RAM,L 24-26,32,124,3.88,0,1,3,3.00,0,0,0
36,1984,1984-09-02,1,25.269,NOR,,ATL,L 28-36,20,102,5.10,2,2,16,8.00,0,2,12
37,1984,1984-09-09,2,25.276,NOR,,TAM,W 17-13,18,56,3.11,0,0,0,,0,0,0
38,1984,1984-09-16,3,25.283,NOR,@,SFO,L 20-30,23,88,3.83,0,1,5,5.00,0,0,0
39,1984,1984-09-23,4,25.290,NOR,,STL,W 34-24,18,63,3.50,0,0,0,,0,0,0
40,1984,1984-09-30,5,25.297,NOR,@,HOU,W 27-10,19,72,3.79,0,2,18,9.00,0,0,0
41,1984,1984-10-07,6,25.304,NOR,@,CHI,L 7-20,16,99,6.19,0,0,0,,0,0,0
42,1984,1984-10-14,7,25.311,NOR,,RAM,L 10-28,5,11,2.20,0,2,13,6.50,0,0,0
43,1984,1984-10-21,8,25.318,NOR,@,DAL,L 27-30,12,52,4.33,0,0,0,,0,0,0
44,1984,1984-10-28,9,25.325,NOR,@,CLE,W 16-14,11,26,2.36,0,0,0,,0,0,0
45,1984,1984-11-04,10,25.332,NOR,,GNB,L 13-23,9,49,5.44,0,1,5,5.00,0,0,0
46,1984,1984-11-11,11,25.339,NOR,@,ATL,W 17-13,19,61,3.21,0,2,20,10.00,0,0,0
47,1984,1984-11-19,12,25.347,NOR,,PIT,W 27-24,17,43,2.53,0,0,0,,0,0,0
48,1984,1984-11-25,13,25.353,NOR,,SFO,L 3-35,21,88,4.19,0,1,-7,-7.00,0,0,0
49,1984,1984-12-02,14,25.360,NOR,@,RAM,L 21-34,9,22,2.44,0,0,0,,0,0,0
50,1984,1984-12-09,15,26.001,NOR,,CIN,L 21-24,7,33,4.71,0,0,0,,0,0,0
51,1984,1984-12-15,16,26.007,NOR,@,NYG,W 10-3,15,49,3.27,0,1,6,6.00,0,0,0
52,1985,1985-09-09,1,26.275,WAS,@,DAL,L 14-44,13,47,3.62,0,0,0,,0,0,0
53,1985,1985-09-15,2,26.281,WAS,,HOU,W 16-13,15,78,5.20,1,1,7,7.00,0,1,6
54,1985,1985-09-22,3,26.288,WAS,,PHI,L 6-19,11,72,6.55,0,0,0,,0,0,0
55,1985,1985-09-29,4,26.295,WAS,@,CHI,L 10-45,13,80,6.15,0,0,0,,0,0,0
