ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2013,2013-12-29,16,23.333,HOU,@,TEN,L 10-16,,,,,,,0.0%,,,
2,2014,2014-09-28,4,24.241,BAL,,CAR,W 38-10,,,,,,,0.0%,,,
3,2014,2014-10-26,8,24.269,BAL,@,CIN,L 24-27,,,,,,,0.0%,,,
4,2014,2014-11-02,9,24.276,BAL,@,PIT,L 23-43,,1,1,-2,-2.00,0,100.0%,-2.00,0,0
5,2014,2014-11-16,10,24.290,KAN,,SEA,W 24-20,*,1,1,3,3.00,0,100.0%,3.00,0,0
6,2014,2014-11-20,11,24.294,KAN,@,OAK,L 20-24,,,,,,,0.0%,,,
7,2014,2014-12-07,13,24.311,BAL,@,MIA,W 28-13,,1,1,29,29.00,0,100.0%,29.00,0,0
8,2014,2014-12-14,14,24.318,BAL,,JAX,W 20-12,,,,,,,0.0%,,,
9,2014,2014-12-21,15,24.325,BAL,@,HOU,L 13-25,,,,,,,0.0%,,,
10,2015,2015-09-13,1,25.226,TEN,@,TAM,W 42-14,,0,0,0,,0,0.0%,,0,0
11,2015,2015-09-20,2,25.233,TEN,@,CLE,L 14-28,,0,0,0,,0,0.0%,,0,0
12,2015,2015-09-27,3,25.240,TEN,,IND,L 33-35,,0,0,0,,0,0.0%,,0,0
13,2015,2015-10-11,4,25.254,TEN,,BUF,L 13-14,,0,0,0,,0,0.0%,,0,0
14,2015,2015-10-18,5,25.261,TEN,,MIA,L 10-38,,0,0,0,,0,0.0%,,0,0
15,2015,2015-10-25,6,25.268,TEN,,ATL,L 7-10,,0,0,0,,0,0.0%,,0,0
16,2015,2015-11-01,7,25.275,TEN,@,HOU,L 6-20,,0,0,0,,0,0.0%,,0,0
17,2015,2015-11-08,8,25.282,TEN,@,NOR,W 34-28,,0,0,0,,0,0.0%,,0,0
18,2015,2015-11-15,9,25.289,TEN,,CAR,L 10-27,,0,0,0,,0,0.0%,,0,0
19,2015,2015-11-19,10,25.293,TEN,@,JAX,L 13-19,,2,2,16,8.00,0,100.0%,8.00,0,0
20,2015,2015-11-29,11,25.303,TEN,,OAK,L 21-24,,0,0,0,,0,0.0%,,0,0
21,2015,2015-12-06,12,25.310,TEN,,JAX,W 42-39,,0,0,0,,0,0.0%,,0,0
22,2015,2015-12-13,13,25.317,TEN,@,NYJ,L 8-30,,2,1,16,16.00,0,50.0%,8.00,0,0
23,2015,2015-12-20,14,25.324,TEN,@,NWE,L 16-33,*,0,0,0,,0,0.0%,,0,0
24,2015,2015-12-27,15,25.331,TEN,,HOU,L 6-34,,0,0,0,,0,0.0%,,0,0
25,2015,2016-01-03,16,25.338,TEN,@,IND,L 24-30,,0,0,0,,0,0.0%,,0,0
26,2016,2016-09-11,1,26.225,TEN,,MIN,L 16-25,,0,0,0,,0,0.0%,,0,0
27,2016,2016-09-18,2,26.232,TEN,@,DET,W 16-15,,1,1,7,7.00,0,100.0%,7.00,0,0
