ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1983,1983-09-04,1,22.229,DET,@,TAM,W 11-0,0,0,,0,0,0,,0,0,0,,0,,,,6,235,39.17,0
2,1983,1983-09-11,2,22.236,DET,,CLE,L 26-31,0,0,,0,0,0,,0,0,0,,0,,,,2,86,43.00,0
3,1983,1983-09-18,3,22.243,DET,,ATL,L 14-30,0,0,,0,0,0,,0,0,0,,0,,,,5,230,46.00,0
4,1983,1983-09-25,4,22.250,DET,@,MIN,L 17-20,0,0,,0,0,0,,0,0,0,,0,,,,4,188,47.00,1
5,1983,1983-10-02,5,22.257,DET,@,RAM,L 10-21,0,0,,0,0,0,,0,0,0,,0,,,,6,275,45.83,0
6,1983,1983-10-09,6,22.264,DET,,GNB,W 38-14,0,0,,0,0,0,,0,0,0,,0,,,,3,144,48.00,0
7,1983,1983-10-16,7,22.271,DET,,CHI,W 31-17,0,0,,0,0,0,,0,0,0,,0,,,,5,209,41.80,0
8,1983,1983-10-23,8,22.278,DET,@,WAS,L 17-38,0,0,,0,0,0,,0,0,0,,0,,,,7,299,42.71,0
9,1983,1983-10-30,9,22.285,DET,@,CHI,W 38-17,0,0,,0,0,0,,0,0,0,,0,,,,4,176,44.00,0
10,1983,1983-11-07,10,22.293,DET,,NYG,W 15-9,0,0,,0,0,0,,0,0,0,,0,,,,5,195,39.00,0
11,1983,1983-11-13,11,22.299,DET,@,HOU,L 17-27,0,0,,0,0,0,,0,0,0,,0,,,,3,101,33.67,0
12,1983,1983-11-20,12,22.306,DET,@,GNB,W 23-20,1,0,0.00,0,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,4,137,34.25,0
13,1983,1983-11-24,13,22.310,DET,,PIT,W 45-3,0,0,,0,0,0,,0,0,0,,0,,,,5,179,35.80,0
14,1983,1983-12-05,14,22.321,DET,,MIN,W 13-2,1,-10,-10.00,0,0,0,,0,0,0,,0,,,,3,86,28.67,0
15,1983,1983-12-11,15,22.327,DET,@,CIN,L 9-17,0,0,,0,0,0,,0,0,0,,0,,,,6,250,41.67,0
16,1983,1983-12-18,16,22.334,DET,,TAM,W 23-20,0,0,,0,0,0,,0,0,0,,0,,,,3,121,40.33,0
17,1984,1984-09-02,1,23.228,DET,,SFO,L 27-30,0,0,,0,0,0,,0,0,0,,,,,,4,176,44.00,0
18,1984,1984-09-09,2,23.235,DET,@,ATL,W 27-24,0,0,,0,0,0,,0,0,0,,,,,,3,150,50.00,0
19,1984,1984-09-16,3,23.242,DET,@,TAM,L 17-21,0,0,,0,0,0,,0,0,0,,,,,,6,252,42.00,0
20,1984,1984-09-23,4,23.249,DET,,MIN,L 28-29,0,0,,0,0,0,,0,0,0,,,,,,4,164,41.00,0
21,1984,1984-09-30,5,23.256,DET,@,SDG,L 24-27,0,0,,0,0,0,,0,0,0,,,,,,3,114,38.00,0
22,1984,1984-10-07,6,23.263,DET,,DEN,L 7-28,0,0,,0,0,0,,0,0,0,,,,,,2,87,43.50,0
23,1984,1984-10-14,7,23.270,DET,,TAM,W 13-7,0,0,,0,0,0,,0,0,0,,,,,,6,230,38.33,0
24,1984,1984-10-21,8,23.277,DET,@,MIN,W 16-14,0,0,,0,0,0,,0,0,0,,,,,,5,194,38.80,0
25,1984,1984-10-28,9,23.284,DET,@,GNB,L 9-41,0,0,,0,0,0,,0,0,0,,,,,,3,110,36.67,0
26,1984,1984-11-04,10,23.291,DET,,PHI,T 23-23,1,4,4.00,0,0,0,,0,0,0,,,,,,6,277,46.17,0
27,1984,1984-11-11,11,23.298,DET,@,WAS,L 14-28,0,0,,0,0,0,,0,0,0,,,,,,4,163,40.75,0
28,1984,1984-11-18,12,23.305,DET,@,CHI,L 14-16,0,0,,0,0,0,,0,0,0,,,,,,5,164,32.80,0
29,1984,1984-11-22,13,23.309,DET,,GNB,W 31-28,0,0,,0,0,0,,0,0,0,,,,,,2,81,40.50,0
30,1984,1984-12-02,14,23.319,DET,@,SEA,L 17-38,1,-10,-10.00,0,0,0,,0,0,0,,,,,,4,146,36.50,0
31,1984,1984-12-10,15,23.327,DET,,RAI,L 3-24,0,0,,0,0,0,,0,0,0,,,,,,10,480,48.00,0
32,1984,1984-12-16,16,23.333,DET,,CHI,L 13-30,1,0,0.00,0,0,0,,0,0,0,,,,,,9,376,41.78,0
33,1985,1985-09-08,1,24.233,DET,@,ATL,W 28-27,0,0,,0,0,0,,0,0,0,,,,,,5,226,45.20,0
34,1985,1985-09-15,2,24.240,DET,,DAL,W 26-21,0,0,,0,0,0,,0,0,0,,,,,,6,251,41.83,0
35,1985,1985-09-22,3,24.247,DET,@,IND,L 6-14,0,0,,0,0,0,,0,0,0,,,,,,7,277,39.57,0
36,1985,1985-09-29,4,24.254,DET,,TAM,W 30-9,0,0,,0,0,0,,0,0,0,,,,,,4,184,46.00,0
