ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,2004,2004-10-31,8,22.329,OAK,@,SDG,L 14-42,,1,1,20,20.00,0,100.0%,20.00
2,2004,2004-11-07,9,22.336,OAK,@,CAR,W 27-24,,,,,,,0.0%,
3,2004,2004-12-19,14,23.012,OAK,,TEN,W 40-35,,1,,,,,0.0%,
4,2004,2004-12-25,15,23.018,OAK,@,KAN,L 30-31,,,,,,,0.0%,
5,2005,2005-10-23,6,23.320,OAK,,BUF,W 38-17,,0,0,0,,0,0.0%,
6,2006,2006-09-11,1,24.278,OAK,,SDG,L 0-27,,,0,0,,0,0.0%,
7,2006,2006-09-17,2,24.284,OAK,@,BAL,L 6-28,,,0,0,,0,0.0%,
8,2006,2006-10-01,3,24.298,OAK,,CLE,L 21-24,,,0,0,,0,0.0%,
9,2006,2006-10-08,4,24.305,OAK,@,SFO,L 20-34,,,0,0,,0,0.0%,
10,2006,2006-10-15,5,24.312,OAK,@,DEN,L 3-13,,,0,0,,0,0.0%,
11,2006,2006-10-22,6,24.319,OAK,,ARI,W 22-9,,1,0,0,,0,0.0%,0.00
12,2006,2006-12-03,12,24.361,OAK,,HOU,L 14-23,,,0,0,,0,0.0%,
13,2006,2006-12-10,13,25.003,OAK,@,CIN,L 10-27,,,0,0,,0,0.0%,
14,2006,2006-12-17,14,25.010,OAK,,STL,L 0-20,,4,2,13,6.50,0,50.0%,3.25
15,2006,2006-12-23,15,25.016,OAK,,KAN,L 9-20,*,2,2,33,16.50,0,100.0%,16.50
16,2006,2006-12-31,16,25.024,OAK,@,NYJ,L 3-23,*,5,3,24,8.00,0,60.0%,4.80
