ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,1999,1999-09-12,1,22.202,ATL,,MIN,L 14-17,,,,,,,0.0%,,,,,,,,,,
2,1999,1999-09-20,2,22.210,ATL,@,DAL,L 7-24,,,,,,,0.0%,,,,,,,,,,
3,1999,1999-09-26,3,22.216,ATL,@,STL,L 7-35,,,,,,,0.0%,,,,,,,,,,
4,1999,1999-10-03,4,22.223,ATL,,BAL,L 13-19,,,,,,,0.0%,,,,,,,,,,
5,1999,1999-10-10,5,22.230,ATL,@,NOR,W 20-17,,1,1,16,16.00,0,100.0%,16.00,0,0,,0,0,0,0.0,,
6,1999,1999-10-17,6,22.237,ATL,,STL,L 13-41,,4,3,70,23.33,0,75.0%,17.50,0,0,,0,0,0,0.0,,
7,1999,1999-10-25,7,22.245,ATL,@,PIT,L 9-13,,,,,,,0.0%,,,,,,,,,,
8,1999,1999-10-31,8,22.251,ATL,,CAR,W 27-20,,,,,,,0.0%,,,,,,,,,,
9,1999,1999-11-07,9,22.258,ATL,,JAX,L 7-30,,0,,,,,0.0%,,,,,,,,,,
10,1999,1999-11-21,10,22.272,ATL,@,TAM,L 10-19,,1,,,,,0.0%,,,,,,,,,,
11,1999,1999-11-28,11,22.279,ATL,@,CAR,L 28-34,,1,1,22,22.00,0,100.0%,22.00,0,0,,0,0,0,0.0,,
12,1999,1999-12-05,12,22.286,ATL,,NOR,W 35-12,*,3,2,9,4.50,0,66.7%,3.00,0,0,,0,0,0,0.0,,
13,1999,1999-12-12,13,22.293,ATL,@,SFO,L 7-26,*,0,,,,,0.0%,,,,,,,,,,
14,1999,1999-12-19,14,22.300,ATL,@,TEN,L 17-30,,,,,,,0.0%,,,,,,,,,,
15,1999,1999-12-26,15,22.307,ATL,,ARI,W 37-14,,3,1,29,29.00,0,33.3%,9.67,0,0,,0,0,0,0.0,,
16,1999,2000-01-03,16,22.315,ATL,,SFO,W 34-29,,,,,,,0.0%,,,,,,,,,,
17,2000,2000-09-03,1,23.194,ATL,,SFO,W 36-28,*,3,2,10,5.00,0,66.7%,3.33,0,0,,0,0,0,0.0,,
18,2000,2000-09-10,2,23.201,ATL,@,DEN,L 14-42,*,1,,,,,0.0%,,,,,,,,,,
19,2000,2000-09-17,3,23.208,ATL,@,CAR,W 15-10,*,1,,,,,0.0%,,,,,,,,,,
20,2000,2000-09-24,4,23.215,ATL,,STL,L 20-41,*,5,4,83,20.75,1,80.0%,16.60,0,0,,0,1,6,0.0,,
