ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
1,1957,1957-10-05,2,23.240,CLE,@,PIT,W 23-12,1,10,10.00,0,0,0,,0,0,0,,0,0,,,,,,,0,
2,1957,1957-10-20,4,23.255,CLE,@,PHI,L 7-17,2,55,27.50,0,0,0,,0,0,0,,0,0,,,,,,,0,
3,1957,1957-11-10,7,23.276,CLE,,PIT,W 24-0,1,12,12.00,0,0,0,,0,0,0,,0,0,,,,,,,0,
4,1958,1958-10-12,3,24.247,CLE,,CRD,W 35-28,2,57,28.50,0,0,0,,0,0,0,,0,0,,,,,,,0,
5,1958,1958-10-19,4,24.254,CLE,,PIT,W 27-10,1,34,34.00,0,0,0,,0,0,0,,0,0,,,,,,,0,
6,1959,1959-10-25,5,25.260,CLE,,WAS,W 34-7,2,35,17.50,0,0,0,,0,0,0,,0,0,,,,,,,0,
7,1959,1959-12-06,11,25.302,CLE,@,NYG,L 7-48,1,9,9.00,0,0,0,,0,0,0,,0,0,,,,,,,0,
8,1960,1960-09-24,1,26.230,DAL,,PIT,L 28-35,2,75,37.50,0,1,-6,-6.00,0,0,0,,0,0,0,,0,0,,,0,0
9,1960,1960-09-30,2,26.236,DAL,,PHI,L 25-27,1,75,75.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
10,1960,1960-10-09,3,26.245,DAL,@,WAS,L 14-26,1,32,32.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
11,1960,1960-11-06,7,26.273,DAL,,RAM,L 13-38,1,17,17.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
12,1960,1960-11-20,9,26.287,DAL,,SFO,L 14-26,2,82,41.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
13,1960,1960-11-27,10,26.294,DAL,@,CHI,L 7-17,2,9,4.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
14,1961,1961-09-17,1,27.222,DAL,,PIT,W 27-24,6,98,16.33,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
15,1961,1961-09-24,2,27.229,DAL,,MIN,W 21-7,3,58,19.33,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
16,1961,1961-10-01,3,27.236,DAL,@,CLE,L 7-25,2,12,6.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
17,1961,1961-10-08,4,27.243,DAL,@,MIN,W 28-0,3,91,30.33,2,0,0,,0,0,0,,0,0,0,,0,0,,,2,12
18,1961,1961-10-15,5,27.250,DAL,,NYG,L 10-31,3,87,29.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
19,1961,1961-10-22,6,27.257,DAL,,PHI,L 7-43,2,20,10.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
20,1961,1961-10-29,7,27.264,DAL,@,NYG,W 17-16,4,74,18.50,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
21,1961,1961-11-05,8,27.271,DAL,,STL,L 17-31,3,89,29.67,2,0,0,,0,0,0,,0,0,0,,0,0,,,2,12
22,1961,1961-11-19,10,27.285,DAL,,WAS,T 28-28,5,89,17.80,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
23,1961,1961-11-26,11,27.292,DAL,@,PHI,L 13-35,3,57,19.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
24,1961,1961-12-03,12,27.299,DAL,,CLE,L 17-38,2,76,38.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
25,1961,1961-12-10,13,27.306,DAL,@,STL,L 13-31,1,9,9.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
26,1961,1961-12-17,14,27.313,DAL,@,WAS,L 24-34,4,159,39.75,2,0,0,,0,0,0,,0,0,0,,0,0,,,2,12
27,1962,1962-09-16,1,28.221,DAL,,WAS,T 35-35,10,241,24.10,3,0,0,,0,0,0,,0,0,0,,0,0,,,3,18
28,1962,1962-09-23,2,28.228,DAL,,PIT,L 28-30,1,13,13.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
29,1962,1962-09-30,3,28.235,DAL,@,RAM,W 27-17,4,130,32.50,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
30,1962,1962-10-07,4,28.242,DAL,@,CLE,L 10-19,3,70,23.33,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
31,1962,1962-10-14,5,28.249,DAL,,PHI,W 41-19,4,118,29.50,2,0,0,,0,0,0,,0,0,0,,0,0,,,2,12
32,1962,1962-10-21,6,28.256,DAL,@,PIT,W 42-27,5,86,17.20,3,0,0,,0,0,0,,0,0,0,,0,0,,,3,18
33,1962,1962-10-28,7,28.263,DAL,,STL,L 24-28,5,89,17.80,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
34,1962,1962-11-04,8,28.270,DAL,@,WAS,W 38-10,4,82,20.50,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
35,1962,1962-11-11,9,28.277,DAL,,NYG,L 10-41,1,10,10.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
36,1962,1962-12-02,12,28.298,DAL,,CLE,W 45-21,3,20,6.67,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
37,1962,1962-12-09,13,28.305,DAL,@,STL,L 20-52,2,70,35.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
38,1962,1962-12-16,14,28.312,DAL,@,NYG,L 31-41,5,114,22.80,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
39,1963,1963-09-14,1,29.219,DAL,,STL,L 7-34,3,39,13.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
40,1963,1963-09-22,2,29.227,DAL,,CLE,L 24-41,2,43,21.50,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
41,1963,1963-09-29,3,29.234,DAL,@,WAS,L 17-21,2,30,15.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
42,1963,1963-10-13,5,29.248,DAL,,DET,W 17-14,3,20,6.67,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
43,1963,1963-10-20,6,29.255,DAL,@,NYG,L 21-37,4,168,42.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
44,1963,1963-10-27,7,29.262,DAL,@,PIT,L 21-27,5,81,16.20,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
45,1963,1963-11-03,8,29.269,DAL,,WAS,W 35-20,4,58,14.50,2,0,0,,0,0,0,,0,0,0,,0,0,,,2,12
46,1963,1963-11-10,9,29.276,DAL,@,SFO,L 24-31,8,190,23.75,2,0,0,,0,0,0,,0,0,0,,0,0,,,2,12
47,1963,1963-11-17,10,29.283,DAL,,PHI,W 27-20,3,45,15.00,1,1,12,12.00,0,0,0,,0,0,0,,0,0,,,1,6
48,1963,1963-11-24,11,29.290,DAL,@,CLE,L 17-27,2,27,13.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
49,1963,1963-12-01,12,29.297,DAL,,NYG,L 27-34,2,44,22.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
50,1963,1963-12-08,13,29.304,DAL,,PIT,L 19-24,1,15,15.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
51,1963,1963-12-15,14,29.311,DAL,@,STL,W 28-24,4,73,18.25,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
52,1964,1964-09-12,1,30.218,DAL,,STL,L 6-16,10,145,14.50,1,1,21,21.00,0,0,0,,0,0,0,,0,0,,,1,6
53,1964,1964-09-20,2,30.226,DAL,,WAS,W 24-18,2,27,13.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
54,1964,1964-09-27,3,30.233,DAL,@,PIT,L 17-23,7,110,15.71,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
55,1964,1964-10-04,4,30.240,DAL,@,CLE,L 6-27,5,37,7.40,0,2,9,4.50,0,0,0,,0,0,0,,0,0,,,0,0
56,1964,1964-10-11,5,30.247,DAL,,NYG,T 13-13,7,120,17.14,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
57,1964,1964-10-18,6,30.254,DAL,,CLE,L 16-20,7,93,13.29,0,3,-11,-3.67,0,0,0,,0,0,0,,0,0,,,0,0
58,1964,1964-10-25,7,30.261,DAL,@,STL,W 31-13,7,103,14.71,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
59,1964,1964-11-01,8,30.268,DAL,@,CHI,W 24-10,3,51,17.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
60,1964,1964-11-08,9,30.275,DAL,@,NYG,W 31-21,5,82,16.40,2,1,8,8.00,0,0,0,,0,0,0,,0,0,,,2,12
61,1964,1964-11-15,10,30.282,DAL,,PHI,L 14-17,6,88,14.67,0,1,2,2.00,0,0,0,,0,0,0,,0,0,,,0,0
62,1964,1964-11-22,11,30.289,DAL,@,WAS,L 16-28,3,59,19.67,0,1,15,15.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0
63,1964,1964-11-29,12,30.296,DAL,,GNB,L 21-45,0,0,,0,1,2,2.00,0,0,0,,0,0,0,,0,0,,,0,0
64,1964,1964-12-06,13,30.303,DAL,@,PHI,L 14-24,1,10,10.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
65,1964,1964-12-13,14,30.310,DAL,,PIT,W 17-14,2,48,24.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
66,1965,1965-09-19,1,31.224,DAL,,NYG,W 31-2,3,47,15.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
67,1965,1965-09-26,2,31.231,DAL,,WAS,W 27-7,1,31,31.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
68,1965,1965-10-04,3,31.239,DAL,@,STL,L 13-20,1,4,4.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
69,1965,1965-10-10,4,31.245,DAL,,PHI,L 24-35,1,30,30.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
70,1965,1965-10-17,5,31.252,DAL,@,CLE,L 17-23,4,81,20.25,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
71,1965,1965-10-24,6,31.259,DAL,@,GNB,L 3-13,3,10,3.33,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
72,1965,1965-10-31,7,31.266,DAL,@,PIT,L 13-22,6,97,16.17,0,1,21,21.00,0,0,0,,0,0,0,,0,0,,,0,0
73,1965,1965-11-07,8,31.273,DAL,,SFO,W 39-31,4,75,18.75,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
74,1965,1965-11-14,9,31.280,DAL,,PIT,W 24-17,2,12,6.00,1,1,13,13.00,0,0,0,,0,0,0,,0,0,,,1,6
75,1965,1965-11-21,10,31.287,DAL,,CLE,L 17-24,4,62,15.50,0,1,6,6.00,0,0,0,,0,0,0,,0,0,,,0,0
76,1965,1965-11-28,11,31.294,DAL,@,WAS,L 31-34,3,84,28.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
77,1965,1965-12-05,12,31.301,DAL,@,PHI,W 21-19,3,30,10.00,1,2,18,9.00,0,0,0,,0,0,0,,0,0,,,1,6
78,1965,1965-12-11,13,31.307,DAL,,STL,W 27-13,3,54,18.00,0,3,0,0.00,0,0,0,,0,0,0,,0,0,,,0,0
79,1965,1965-12-19,14,31.315,DAL,@,NYG,W 38-20,2,45,22.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
80,1966,1966-09-25,2,32.230,DAL,,MIN,W 28-17,1,10,10.00,0,1,9,9.00,0,0,0,,0,0,0,,0,0,,,0,0
81,1966,1966-10-02,3,32.237,DAL,@,ATL,W 47-14,7,125,17.86,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
82,1966,1966-10-09,4,32.244,DAL,,PHI,W 56-7,5,61,12.20,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
83,1966,1966-10-16,5,32.251,DAL,@,STL,T 10-10,2,24,12.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
84,1966,1966-10-23,6,32.258,DAL,@,CLE,L 21-30,3,40,13.33,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
85,1966,1966-10-30,7,32.265,DAL,,PIT,W 52-21,2,39,19.50,1,1,6,6.00,0,0,0,,0,0,0,,0,0,,,1,6
86,1966,1966-11-20,10,32.286,DAL,@,PIT,W 20-7,0,0,,0,3,45,15.00,0,0,0,,0,0,0,,0,0,,,0,0
87,1966,1966-11-24,11,32.290,DAL,,CLE,W 26-14,4,21,5.25,0,1,-9,-9.00,0,0,0,,0,0,0,,0,0,,,0,0
88,1966,1966-12-11,13,32.307,DAL,,WAS,L 31-34,1,15,15.00,0,2,-2,-1.00,0,0,0,,0,0,0,,0,0,,,0,0
