ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2013,2013-09-08,1,21.139,NOR,,ATL,W 23-17,,5,2,86,43.00,0,40.0%,17.20,0,0,,0,0,0,0.0,0,0
2,2013,2013-09-15,2,21.146,NOR,@,TAM,W 16-14,*,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0,0.0,0,0
3,2013,2013-09-22,3,21.153,NOR,,ARI,W 31-7,*,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
4,2013,2013-09-30,4,21.161,NOR,,MIA,W 38-17,,6,4,38,9.50,0,66.7%,6.33,0,0,,0,0,0,0.0,0,0
5,2013,2013-10-06,5,21.167,NOR,@,CHI,W 26-18,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
6,2013,2013-10-13,6,21.174,NOR,@,NWE,L 27-30,*,3,3,64,21.33,1,100.0%,21.33,0,0,,0,1,6,0.0,0,0
7,2013,2013-10-27,7,21.188,NOR,,BUF,W 35-17,*,4,3,129,43.00,2,75.0%,32.25,1,4,4.00,0,2,12,0.0,0,0
8,2013,2013-11-03,8,21.195,NOR,@,NYJ,L 20-26,,5,3,35,11.67,0,60.0%,7.00,0,0,,0,0,0,0.0,0,0
9,2013,2013-11-10,9,21.202,NOR,,DAL,W 49-17,*,4,3,75,25.00,1,75.0%,18.75,0,0,,0,1,6,0.0,0,0
10,2013,2013-11-17,10,21.209,NOR,,SFO,W 23-20,,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0,0.0,0,0
11,2013,2013-11-21,11,21.213,NOR,@,ATL,W 17-13,*,3,2,22,11.00,0,66.7%,7.33,0,0,,0,0,0,0.0,0,0
12,2013,2013-12-02,12,21.224,NOR,@,SEA,L 7-34,*,2,1,3,3.00,0,50.0%,1.50,0,0,,0,0,0,0.0,0,0
13,2013,2013-12-08,13,21.230,NOR,,CAR,W 31-13,*,2,2,22,11.00,0,100.0%,11.00,0,0,,0,0,0,0.0,0,0
14,2013,2013-12-15,14,21.237,NOR,@,STL,L 16-27,*,4,4,47,11.75,0,100.0%,11.75,1,3,3.00,0,0,0,0.0,0,0
15,2013,2013-12-22,15,21.244,NOR,@,CAR,L 13-17,*,4,2,23,11.50,0,50.0%,5.75,1,3,3.00,0,0,0,0.0,1,0
16,2013,2013-12-29,16,21.251,NOR,,TAM,W 42-17,,1,1,76,76.00,1,100.0%,76.00,0,0,,0,1,6,0.0,0,0
17,2014,2014-09-14,2,22.145,NOR,@,CLE,L 24-26,*,4,3,25,8.33,0,75.0%,6.25,0,0,,0,0,0,0.0,0,0
18,2014,2014-09-21,3,22.152,NOR,,MIN,W 20-9,*,5,4,38,9.50,0,80.0%,7.60,0,0,,0,0,0,0.0,0,0
19,2014,2014-09-28,4,22.159,NOR,@,DAL,L 17-38,*,3,2,62,31.00,0,66.7%,20.67,0,0,,0,0,0,0.0,0,0
20,2014,2014-10-05,5,22.166,NOR,,TAM,W 37-31,,3,1,16,16.00,0,33.3%,5.33,0,0,,0,0,0,0.0,0,0
21,2014,2014-10-19,6,22.180,NOR,@,DET,L 23-24,,5,5,103,20.60,1,100.0%,20.60,0,0,,0,1,6,0.0,0,0
22,2014,2014-10-26,7,22.187,NOR,,GNB,W 44-23,,4,4,57,14.25,0,100.0%,14.25,0,0,,0,0,0,0.0,0,0
23,2014,2014-10-30,8,22.191,NOR,@,CAR,W 28-10,,8,5,72,14.40,0,62.5%,9.00,0,0,,0,0,0,0.0,0,0
24,2014,2014-11-09,9,22.201,NOR,,SFO,L 24-27,*,6,3,26,8.67,0,50.0%,4.33,0,0,,0,0,0,0.0,0,0
25,2014,2014-11-16,10,22.208,NOR,,CIN,L 10-27,*,4,4,32,8.00,1,100.0%,8.00,0,0,,0,1,6,0.0,0,0
26,2014,2014-11-24,11,22.216,NOR,,BAL,L 27-34,*,9,8,98,12.25,0,88.9%,10.89,1,-2,-2.00,0,0,0,0.0,0,0
27,2014,2014-11-30,12,22.222,NOR,@,PIT,W 35-32,,6,5,162,32.40,1,83.3%,27.00,0,0,,0,1,6,0.0,0,0
28,2014,2014-12-07,13,22.229,NOR,,CAR,L 10-41,,4,3,23,7.67,0,75.0%,5.75,0,0,,0,0,0,0.0,0,0
29,2014,2014-12-15,14,22.237,NOR,@,CHI,W 31-15,*,7,5,67,13.40,0,71.4%,9.57,0,0,,0,0,0,0.0,0,0
30,2014,2014-12-21,15,22.243,NOR,,ATL,L 14-30,,8,6,68,11.33,0,75.0%,8.50,0,0,,0,0,0,0.0,0,0
31,2014,2014-12-28,16,22.250,NOR,@,TAM,W 23-20,,7,5,82,16.40,0,71.4%,11.71,0,0,,0,0,0,0.0,1,0
32,2015,2015-09-13,1,23.144,MIA,@,WAS,W 17-10,,3,1,12,12.00,0,33.3%,4.00,0,0,,0,0,0,0.0,0,0
33,2015,2015-09-20,2,23.151,MIA,@,JAX,L 20-23,,4,2,8,4.00,0,50.0%,2.00,0,0,,0,0,0,0.0,0,0
34,2015,2015-09-27,3,23.158,MIA,,BUF,L 14-41,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
35,2015,2015-10-04,4,23.165,MIA,,NYJ,L 14-27,,8,5,81,16.20,1,62.5%,10.13,0,0,,0,1,6,0.0,0,0
36,2015,2015-10-18,5,23.179,MIA,@,TEN,W 38-10,*,2,2,46,23.00,0,100.0%,23.00,0,0,,0,0,0,0.0,0,0
37,2015,2015-10-25,6,23.186,MIA,,HOU,W 44-26,*,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
38,2015,2015-10-29,7,23.190,MIA,@,NWE,L 7-36,*,7,3,58,19.33,0,42.9%,8.29,0,0,,0,0,0,0.0,0,0
39,2015,2015-11-08,8,23.200,MIA,@,BUF,L 17-33,*,5,3,74,24.67,0,60.0%,14.80,0,0,,0,0,0,0.0,0,0
40,2015,2015-11-15,9,23.207,MIA,@,PHI,W 20-19,,4,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
41,2015,2015-11-22,10,23.214,MIA,,DAL,L 14-24,*,2,2,52,26.00,1,100.0%,26.00,0,0,,0,1,6,0.0,0,0
42,2015,2015-11-29,11,23.221,MIA,@,NYJ,L 20-38,*,10,2,12,6.00,0,20.0%,1.20,0,0,,0,0,0,0.0,0,0
