ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
17,2012,2012-10-28,7,24.081,DAL,,NYG,L 24-29,,2,0,0.00,0,1,1,13,13.00,0,100.0%,13.00,0,0,0.0,0,0
18,2012,2012-11-04,8,24.088,DAL,@,ATL,L 13-19,,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
19,2012,2012-11-11,9,24.095,DAL,@,PHI,W 38-23,,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
20,2012,2012-11-18,10,24.102,DAL,,CLE,W 23-20,,,,,,,,,,,0.0%,,,,,,
21,2012,2012-11-22,11,24.106,DAL,,WAS,L 31-38,,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
22,2012,2012-12-02,12,24.116,DAL,,PHI,W 38-33,,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
23,2012,2012-12-09,13,24.123,DAL,@,CIN,W 20-19,,,,,,,,,,,0.0%,,,,,,
24,2012,2012-12-23,15,24.137,DAL,,NOR,L 31-34,,,,,,,,,,,0.0%,,,,,,
25,2013,2013-09-08,1,25.031,DAL,,NYG,W 36-31,,1,2,2.00,0,1,1,9,9.00,0,100.0%,9.00,0,0,0.0,0,0
26,2013,2013-09-15,2,25.038,DAL,@,KAN,L 16-17,,,,,,,,,,,0.0%,,,,,,
27,2013,2013-09-22,3,25.045,DAL,,STL,W 31-7,,3,-1,-0.33,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
28,2013,2013-09-29,4,25.052,DAL,@,SDG,L 21-30,,,,,,,,,,,0.0%,,,,,,
29,2013,2013-10-06,5,25.059,DAL,,DEN,L 48-51,,,,,,,,,,,0.0%,,,,,,
30,2013,2013-10-13,6,25.066,DAL,,WAS,W 31-16,,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,0.0,1,0
31,2013,2013-10-20,7,25.073,DAL,@,PHI,W 17-3,,2,1,0.50,1,2,1,7,7.00,0,50.0%,3.50,1,6,0.0,0,0
32,2013,2013-10-27,8,25.080,DAL,@,DET,L 30-31,,2,8,4.00,0,1,1,17,17.00,0,100.0%,17.00,0,0,0.0,0,0
33,2013,2013-11-03,9,25.087,DAL,,MIN,W 27-23,,0,0,,0,,0,0,,0,0.0%,,0,0,0.0,0,1
34,2013,2013-11-10,10,25.094,DAL,@,NOR,L 17-49,,0,0,,0,,0,0,,0,0.0%,,0,0,0.0,1,0
35,2013,2013-11-24,11,25.108,DAL,@,NYG,W 24-21,,0,0,,0,,0,0,,0,0.0%,,0,0,0.0,0,1
36,2013,2013-11-28,12,25.112,DAL,,OAK,W 31-24,,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,1,0
37,2013,2013-12-09,13,25.123,DAL,@,CHI,L 28-45,,,,,,,,,,,0.0%,,,,,,
38,2013,2013-12-15,14,25.129,DAL,,GNB,L 36-37,,,,,,,,,,,0.0%,,,,,,
39,2013,2013-12-22,15,25.136,DAL,@,WAS,W 24-23,,,,,,,,,,,0.0%,,,,,,
40,2013,2013-12-29,16,25.143,DAL,,PHI,L 22-24,,,,,,,,,,,0.0%,,,,,,
41,2014,2014-12-20,15,26.134,SFO,,SDG,L 35-38,,,,,,0,,,,,0.0%,,,,,,
42,2014,2014-12-28,16,26.142,SFO,,ARI,W 20-17,,,,,,,,,,,0.0%,,,,,,
