ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,tackles_solo,tackles_assists
1,2014,2014-09-07,1,21.050,MIN,@,STL,W 34-6,,0.0,3,0
2,2014,2014-09-14,2,21.057,MIN,,NWE,L 7-30,,,,
3,2014,2014-09-21,3,21.064,MIN,@,NOR,L 9-20,,0.0,2,0
4,2014,2014-09-28,4,21.071,MIN,,ATL,W 41-28,,0.0,1,0
5,2014,2014-10-02,5,21.075,MIN,@,GNB,L 10-42,,,,
6,2014,2014-10-12,6,21.085,MIN,,DET,L 3-17,,,,
7,2014,2014-10-19,7,21.092,MIN,@,BUF,L 16-17,,0.0,1,1
8,2014,2014-10-26,8,21.099,MIN,@,TAM,W 19-13,,,,
9,2014,2014-11-16,10,21.120,MIN,@,CHI,L 13-21,,,,
10,2014,2014-11-23,11,21.127,MIN,,GNB,L 21-24,,,,
11,2014,2014-11-30,12,21.134,MIN,,CAR,W 31-13,,0.0,1,0
12,2014,2014-12-14,14,21.148,MIN,@,DET,L 14-16,,0.0,1,0
13,2014,2014-12-21,15,21.155,MIN,@,MIA,L 35-37,,,,
14,2014,2014-12-28,16,21.162,MIN,,CHI,W 13-9,,,,
