ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
1,1986,1986-10-05,5,24.012,PHI,@,ATL,W 16-0,0,0,,0,0,0,,0,,,,,,,,,,,,0,
2,1986,1986-10-12,6,24.019,PHI,@,NYG,L 3-35,0,0,,0,1,3,3.00,0,0,0,,0,0,0,,,,,,0,0
3,1986,1986-10-19,7,24.026,PHI,,DAL,L 14-17,0,0,,0,0,0,,0,,,,,,,,,,,,0,
4,1986,1986-10-26,8,24.033,PHI,,SDG,W 23-7,4,33,8.25,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
5,1986,1986-11-02,9,24.040,PHI,@,STL,L 10-13,1,3,3.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
6,1986,1986-11-09,10,24.047,PHI,,NYG,L 14-17,0,0,,0,0,0,,0,,,,,,,,,,,,0,
7,1986,1986-11-16,11,24.054,PHI,,DET,L 11-13,4,53,13.25,0,1,4,4.00,0,0,0,,0,0,0,,,,,,0,0
8,1986,1986-11-23,12,24.061,PHI,@,SEA,L 20-24,7,12,1.71,0,5,68,13.60,0,0,0,,0,0,0,,,,,,0,0
9,1986,1986-11-30,13,24.068,PHI,@,RAI,W 33-27,11,39,3.55,0,2,34,17.00,0,0,0,,0,0,0,,,,,,0,0
10,1986,1986-12-07,14,24.075,PHI,,STL,T 10-10,16,74,4.63,0,2,18,9.00,0,0,0,,0,0,0,,,,,,0,0
11,1986,1986-12-14,15,24.082,PHI,@,DAL,W 23-21,16,39,2.44,0,2,50,25.00,0,0,0,,0,0,0,,,,,,0,0
12,1986,1986-12-21,16,24.089,PHI,,WAS,L 14-21,10,32,3.20,1,0,0,,0,0,0,,0,0,0,,,,,,1,6
13,1987,1987-09-13,1,24.355,PHI,@,WAS,L 24-34,2,0,0.00,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0
14,1987,1987-10-25,6,25.032,PHI,,DAL,W 37-20,6,8,1.33,1,3,43,14.33,0,0,0,,0,0,0,,0,,,,1,6
15,1987,1987-11-01,7,25.039,PHI,@,STL,W 28-23,7,27,3.86,0,4,67,16.75,0,0,0,,0,0,0,,0,,,,0,0
16,1987,1987-11-08,8,25.046,PHI,,WAS,W 31-27,20,87,4.35,1,6,38,6.33,0,0,0,,0,0,0,,0,,,,1,6
