ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,2017,2017-09-10,1,23.133,SFO,,CAR,L 3-23,,1,1,8,8.00,0,100.0%,8.00,0,0,,0,1,9,9.00,0,0,0
2,2017,2017-09-17,2,23.140,SFO,@,SEA,L 9-12,,4,2,6,3.00,0,50.0%,1.50,0,0,,0,3,40,13.33,0,0,0
3,2017,2017-09-21,3,23.144,SFO,,LAR,L 39-41,,4,3,32,10.67,1,75.0%,8.00,0,0,,0,1,9,9.00,0,1,6
4,2017,2017-10-01,4,23.154,SFO,@,ARI,L 15-18,,10,5,47,9.40,0,50.0%,4.70,0,0,,0,4,41,10.25,0,0,0
5,2017,2017-10-08,5,23.161,SFO,@,IND,L 23-26,,2,1,6,6.00,0,50.0%,3.00,0,0,,0,1,0,0.00,0,0,0
6,2017,2017-10-15,6,23.168,SFO,@,WAS,L 24-26,,5,2,11,5.50,0,40.0%,2.20,0,0,,0,1,39,39.00,0,0,0
7,2017,2017-10-22,7,23.175,SFO,,DAL,L 10-40,,5,5,39,7.80,0,100.0%,7.80,0,0,,0,1,10,10.00,0,0,0
8,2017,2017-10-29,8,23.182,SFO,@,PHI,L 10-33,,3,3,33,11.00,0,100.0%,11.00,0,0,,0,2,9,4.50,0,0,0
9,2017,2017-11-05,9,23.189,SFO,,ARI,L 10-20,,3,2,22,11.00,0,66.7%,7.33,0,0,,0,3,10,3.33,0,0,0
10,2017,2017-11-26,11,23.210,SFO,,SEA,L 13-24,,3,2,35,17.50,0,66.7%,11.67,0,0,,0,2,18,9.00,0,0,0
11,2017,2017-12-03,12,23.217,SFO,@,CHI,W 15-14,,6,6,92,15.33,0,100.0%,15.33,0,0,,0,3,21,7.00,0,0,0
12,2017,2017-12-10,13,23.224,SFO,@,HOU,W 26-16,,3,2,11,5.50,0,66.7%,3.67,0,0,,0,2,15,7.50,0,0,0
13,2017,2017-12-17,14,23.231,SFO,,TEN,W 25-23,,5,4,40,10.00,0,80.0%,8.00,0,0,,0,1,12,12.00,0,0,0
14,2017,2017-12-24,15,23.238,SFO,,JAX,W 44-33,*,4,3,19,6.33,1,75.0%,4.75,1,8,8.00,0,2,16,8.00,0,1,6
15,2017,2017-12-31,16,23.245,SFO,@,LAR,W 34-13,,2,2,29,14.50,0,100.0%,14.50,0,0,,0,3,32,10.67,0,0,0
16,2018,2018-09-09,1,24.132,SFO,@,MIN,L 16-24,,6,4,28,7.00,0,66.7%,4.67,0,0,,0,0,0,,0,0,0
17,2018,2018-09-16,2,24.139,SFO,,DET,W 30-27,,2,0,0,,0,0.0%,0.00,1,15,15.00,0,0,0,,0,0,0
18,2018,2018-09-23,3,24.146,SFO,@,KAN,L 27-38,,4,3,24,8.00,0,75.0%,6.00,0,0,,0,0,0,,0,0,0
