ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1993,1993-09-05,1,22.198,DEN,@,NYJ,W 26-20,,5,38,7.60,0,3,2,75,37.50,1,66.7%,25.00,0,0,,0,2,35,17.50,0,1,6
2,1993,1993-09-12,2,22.205,DEN,,SDG,W 34-17,,3,15,5.00,0,3,2,9,4.50,0,66.7%,3.00,0,0,,0,3,46,15.33,0,0,0
3,1993,1993-09-20,3,22.213,DEN,@,KAN,L 7-15,,5,14,2.80,0,11,8,61,7.63,0,72.7%,5.55,0,0,,0,1,5,5.00,0,0,0
4,1993,1993-10-03,4,22.226,DEN,,IND,W 35-13,,4,19,4.75,0,7,5,48,9.60,1,71.4%,6.86,0,0,,0,1,6,6.00,0,1,6
5,1993,1993-10-10,5,22.233,DEN,@,GNB,L 27-30,,4,1,0.25,0,4,3,20,6.67,0,75.0%,5.00,3,37,12.33,0,2,13,6.50,0,0,0
6,1993,1993-10-18,6,22.241,DEN,,RAI,L 20-23,,5,23,4.60,0,1,1,3,3.00,0,100.0%,3.00,0,0,,0,3,24,8.00,0,0,0
7,1993,1993-10-31,7,22.254,DEN,,SEA,W 28-17,,0,0,,0,,0,0,,0,0.0%,,2,40,20.00,0,1,13,13.00,0,0,0
8,1993,1993-11-07,8,22.261,DEN,@,CLE,W 29-14,,5,26,5.20,0,3,2,8,4.00,1,66.7%,2.67,2,27,13.50,0,3,22,7.33,0,1,6
9,1993,1993-11-14,9,22.268,DEN,,MIN,L 23-26,,4,30,7.50,0,5,5,27,5.40,0,100.0%,5.40,3,67,22.33,0,4,49,12.25,0,0,0
10,1993,1993-11-21,10,22.275,DEN,,PIT,W 37-13,,2,1,0.50,0,2,2,17,8.50,0,100.0%,8.50,0,0,,0,3,41,13.67,0,0,0
11,1993,1993-11-28,11,22.282,DEN,@,SEA,W 17-9,,1,2,2.00,0,2,1,3,3.00,0,50.0%,1.50,0,0,,0,4,29,7.25,0,0,0
12,1993,1993-12-05,12,22.289,DEN,@,SDG,L 10-13,,0,0,,0,3,0,0,,0,0.0%,0.00,2,17,8.50,0,2,22,11.00,0,0,0
13,1993,1993-12-12,13,22.296,DEN,,KAN,W 27-21,,3,10,3.33,0,,0,0,,0,0.0%,,0,0,,0,3,21,7.00,0,0,0
14,1993,1993-12-18,14,22.302,DEN,@,CHI,W 13-3,,1,4,4.00,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,1,7,7.00,0,0,0
15,1993,1993-12-26,15,22.310,DEN,,TAM,L 10-17,,4,31,7.75,0,5,3,2,0.67,0,60.0%,0.40,0,0,,0,5,84,16.80,0,0,0
16,1993,1994-01-02,16,22.317,DEN,@,RAI,L 30-33,,6,17,2.83,0,4,3,21,7.00,0,75.0%,5.25,0,0,,0,2,8,4.00,0,0,0
17,1994,1994-09-04,1,23.197,DEN,,SDG,L 34-37,,0,0,,0,5,5,20,4.00,1,100.0%,4.00,0,0,,0,0,0,,0,1,6
18,1994,1994-09-11,2,23.204,DEN,@,NYJ,L 22-25,,1,2,2.00,0,8,5,26,5.20,0,62.5%,3.25,0,0,,0,2,28,14.00,0,0,0
19,1994,1994-09-18,3,23.211,DEN,,RAI,L 16-48,,4,11,2.75,0,13,9,85,9.44,0,69.2%,6.54,0,0,,0,1,-1,-1.00,0,0,0
20,1994,1994-09-26,4,23.219,DEN,@,BUF,L 20-27,,2,6,3.00,0,5,4,30,7.50,0,80.0%,6.00,5,104,20.80,0,2,32,16.00,0,0,0
21,1994,1994-10-09,5,23.232,DEN,@,SEA,W 16-9,,4,15,3.75,0,5,4,31,7.75,0,80.0%,6.20,0,0,,0,3,18,6.00,0,0,0
22,1994,1994-10-17,6,23.240,DEN,,KAN,L 28-31,,3,17,5.67,0,6,3,56,18.67,0,50.0%,9.33,0,0,,0,4,31,7.75,0,0,0
23,1994,1994-10-23,7,23.246,DEN,@,SDG,W 20-15,,5,8,1.60,0,4,3,23,7.67,0,75.0%,5.75,0,0,,0,4,70,17.50,0,0,0
24,1994,1994-10-30,8,23.253,DEN,,CLE,W 26-14,,8,38,4.75,0,9,8,76,9.50,1,88.9%,8.44,0,0,,0,3,22,7.33,0,1,6
25,1994,1994-11-06,9,23.260,DEN,@,RAM,L 21-27,,4,18,4.50,0,9,6,58,9.67,1,66.7%,6.44,3,86,28.67,0,2,40,20.00,0,1,6
26,1994,1994-11-13,10,23.267,DEN,,SEA,W 17-10,,2,3,1.50,0,6,5,27,5.40,0,83.3%,4.50,1,14,14.00,0,3,25,8.33,0,0,0
27,1994,1994-11-20,11,23.274,DEN,,ATL,W 32-28,,5,31,6.20,0,8,6,14,2.33,0,75.0%,1.75,3,73,24.33,0,1,0,0.00,0,0,0
28,1994,1994-11-27,12,23.281,DEN,,CIN,W 15-13,,1,-3,-3.00,0,7,6,31,5.17,0,85.7%,4.43,3,66,22.00,0,4,40,10.00,0,0,0
29,1994,1994-12-04,13,23.288,DEN,@,KAN,W 20-17,,3,-3,-1.00,0,2,2,4,2.00,0,100.0%,2.00,5,98,19.60,0,5,37,7.40,0,0,0
30,1994,1994-12-11,14,23.295,DEN,@,RAI,L 13-23,,5,13,2.60,0,5,2,31,15.50,0,40.0%,6.20,7,121,17.29,0,3,10,3.33,0,0,0
31,1994,1994-12-17,15,23.301,DEN,@,SFO,L 19-42,,5,19,3.80,1,8,5,19,3.80,0,62.5%,2.38,5,123,24.60,0,0,0,,0,1,6
32,1994,1994-12-24,16,23.308,DEN,,NOR,L 28-30,,6,26,4.33,0,6,4,18,4.50,0,66.7%,3.00,5,108,21.60,0,4,27,6.75,0,0,0
33,1995,1995-09-03,1,24.196,DEN,,BUF,W 22-7,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,2,34,17.00,0,0,0
34,1995,1995-09-10,2,24.203,DEN,@,DAL,L 21-31,,1,-1,-1.00,0,2,0,0,,0,0.0%,0.00,5,134,26.80,0,1,6,6.00,0,0,0
35,1995,1995-09-17,3,24.210,DEN,,WAS,W 38-31,,1,5,5.00,0,7,4,20,5.00,0,57.1%,2.86,5,111,22.20,0,0,0,,0,0,0
36,1995,1995-09-24,4,24.217,DEN,@,SDG,L 6-17,,1,11,11.00,0,3,2,15,7.50,0,66.7%,5.00,3,57,19.00,0,2,21,10.50,0,0,0
37,1995,1995-10-01,5,24.224,DEN,@,SEA,L 10-27,,0,0,,0,0,0,0,,0,0.0%,,2,54,27.00,0,2,23,11.50,0,0,0
38,1995,1995-10-08,6,24.231,DEN,@,NWE,W 37-3,,2,4,2.00,0,2,1,18,18.00,0,50.0%,9.00,1,34,34.00,0,2,12,6.00,0,0,0
39,1995,1995-10-16,7,24.239,DEN,,OAK,W 27-0,,4,21,5.25,0,0,0,0,,0,0.0%,,0,0,,0,4,17,4.25,0,0,0
40,1995,1995-10-22,8,24.245,DEN,,KAN,L 7-21,,0,0,,0,0,0,0,,0,0.0%,,2,47,23.50,0,2,51,25.50,0,0,0
41,1995,1995-11-05,9,24.259,DEN,,ARI,W 38-6,,3,15,5.00,0,0,0,0,,0,0.0%,,2,70,35.00,0,2,17,8.50,0,0,0
42,1995,1995-11-12,10,24.266,DEN,@,PHI,L 13-31,,2,30,15.00,0,4,4,23,5.75,0,100.0%,5.75,5,140,28.00,0,0,0,,0,0,0
43,1995,1995-11-19,11,24.273,DEN,,SDG,W 30-27,,0,0,,0,0,0,0,,0,0.0%,,4,177,44.25,0,2,20,10.00,0,0,0
44,1995,1995-11-26,12,24.280,DEN,@,HOU,L 33-42,,1,5,5.00,0,0,0,0,,0,0.0%,,7,178,25.43,0,0,0,,0,0,0
45,1995,1995-12-03,13,24.287,DEN,,JAX,W 31-23,,0,0,,0,0,0,0,,0,0.0%,,1,18,18.00,0,3,25,8.33,0,0,0
46,1995,1995-12-10,14,24.294,DEN,,SEA,L 27-31,,18,131,7.28,0,6,5,45,9.00,0,83.3%,7.50,5,133,26.60,0,5,95,19.00,0,0,0
47,1995,1995-12-17,15,24.301,DEN,@,KAN,L 17-20,,10,33,3.30,0,7,5,47,9.40,0,71.4%,6.71,1,29,29.00,0,1,5,5.00,0,0,0
48,1995,1995-12-24,16,24.308,DEN,@,OAK,W 31-28,,6,12,2.00,0,1,1,23,23.00,0,100.0%,23.00,4,87,21.75,0,3,28,9.33,0,0,0
49,1996,1996-09-01,1,25.195,DET,@,MIN,L 13-17,,0,0,,0,0,0,0,,0,0.0%,,3,82,27.33,0,4,38,9.50,0,0,0
50,1996,1996-09-08,2,25.202,DET,,TAM,W 21-6,,0,0,,0,0,0,0,,0,0.0%,,3,74,24.67,0,3,15,5.00,0,0,0
51,1996,1996-09-15,3,25.209,DET,@,PHI,L 17-24,,0,0,,0,0,0,0,,0,0.0%,,4,115,28.75,0,2,16,8.00,0,0,0
52,1996,1996-09-22,4,25.216,DET,,CHI,W 35-16,,0,0,,0,0,0,0,,0,0.0%,,3,69,23.00,0,2,18,9.00,0,0,0
53,1996,1996-09-29,5,25.223,DET,@,TAM,W 27-0,,0,0,,0,1,0,0,,0,0.0%,0.00,1,24,24.00,0,1,13,13.00,0,0,0
54,1996,1996-10-06,6,25.230,DET,,ATL,W 28-24,,0,0,,0,0,0,0,,0,0.0%,,2,42,21.00,0,4,51,12.75,0,0,0
55,1996,1996-10-13,7,25.237,DET,@,OAK,L 21-37,,0,0,,0,0,0,0,,0,0.0%,,5,119,23.80,0,3,17,5.67,0,0,0
56,1996,1996-10-27,8,25.251,DET,,NYG,L 7-35,,0,0,,0,0,0,0,,0,0.0%,,4,143,35.75,0,3,30,10.00,0,0,0
57,1996,1996-11-03,9,25.258,DET,@,GNB,L 18-28,,0,0,,0,0,0,0,,0,0.0%,,5,110,22.00,0,0,0,,0,0,0
58,1996,1996-11-11,10,25.266,DET,@,SDG,L 21-27,,0,0,,0,0,0,0,,0,0.0%,,5,148,29.60,0,2,26,13.00,0,0,0
59,1996,1996-11-17,11,25.272,DET,,SEA,W 17-16,,0,0,,0,0,0,0,,0,0.0%,,5,145,29.00,0,1,20,20.00,0,0,0
