ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,def_int,def_int_yds,def_int_td
1,1984,1984-09-02,1,22.136,HOU,,RAI,L 14-24,,,,,,,,,,,,
2,1984,1984-09-09,2,22.143,HOU,,IND,L 21-35,,,,,,,,,,,,
3,1984,1984-09-16,3,22.150,HOU,@,SDG,L 14-31,,,,,,,,,,,,
4,1984,1984-09-23,4,22.157,HOU,@,ATL,L 10-42,,,,,,,,,,,,
5,1984,1984-09-30,5,22.164,HOU,,NOR,L 10-27,,,,,,,,,,,,
6,1984,1984-10-07,6,22.171,HOU,@,CIN,L 3-13,,,,,,,,,,,,
7,1984,1984-10-14,7,22.178,HOU,@,MIA,L 10-28,,,,,,,,,,,,
8,1984,1984-10-21,8,22.185,HOU,,SFO,L 21-34,,,,,,,,,,,,
9,1984,1984-10-28,9,22.192,HOU,,CIN,L 13-31,,,,,,,,,,,,
10,1984,1984-11-04,10,22.199,HOU,@,PIT,L 7-35,,,,,,,,,,,,
11,1984,1984-11-11,11,22.206,HOU,@,KAN,W 17-16,,,,,,,,,,,,
12,1984,1984-11-18,12,22.213,HOU,,NYJ,W 31-20,,,,,,,,,,,,
13,1984,1984-11-25,13,22.220,HOU,@,CLE,L 10-27,,,,,,,,,,,,
14,1984,1984-12-02,14,22.227,HOU,,PIT,W 23-20,,,,,,,,,,,,
15,1984,1984-12-09,15,22.234,HOU,@,RAM,L 16-27,,,,,,,,,,,,
16,1984,1984-12-16,16,22.241,HOU,,CLE,L 20-27,,,,,,,,,,,,
17,1985,1985-09-08,1,23.142,HOU,,MIA,W 26-23,0,0,,0,0,0,,0,,,,
18,1985,1985-09-15,2,23.149,HOU,@,WAS,L 13-16,0,0,,0,0,0,,0,0.5,0,0,0
19,1985,1985-09-22,3,23.156,HOU,@,PIT,L 0-20,0,0,,0,0,0,,0,,,,
20,1985,1985-09-29,4,23.163,HOU,,DAL,L 10-17,0,0,,0,0,0,,0,,,,
21,1985,1985-10-06,5,23.170,HOU,@,DEN,L 20-31,0,0,,0,0,0,,0,,,,
22,1985,1985-10-13,6,23.177,HOU,,CLE,L 6-21,0,0,,0,0,0,,0,,,,
23,1985,1985-10-20,7,23.184,HOU,,CIN,W 44-27,0,0,,0,0,0,,0,,,,
24,1985,1985-10-27,8,23.191,HOU,@,STL,W 20-10,0,0,,0,0,0,,0,,,,
25,1985,1985-11-03,9,23.198,HOU,,KAN,W 23-20,0,0,,0,0,0,,0,,,,
26,1985,1985-11-10,10,23.205,HOU,@,BUF,L 0-20,4,75,18.75,0,3,2,0.67,0,0.0,0,0,0
27,1985,1985-11-17,11,23.212,HOU,,PIT,L 7-30,0,0,,0,1,11,11.00,0,0.0,0,0,0
28,1985,1985-11-24,12,23.219,HOU,,SDG,W 37-35,0,0,,0,0,0,,0,,,,
29,1985,1985-12-01,13,23.226,HOU,@,CIN,L 27-45,0,0,,0,0,0,,0,,,,
30,1985,1985-12-08,14,23.233,HOU,,NYG,L 14-35,0,0,,0,0,0,,0,,,,
31,1985,1985-12-15,15,23.240,HOU,@,CLE,L 21-28,0,0,,0,0,0,,0,0.5,0,0,0
32,1985,1985-12-22,16,23.247,HOU,@,IND,L 16-34,1,18,18.00,0,2,22,11.00,0,0.0,0,0,0
33,1986,1986-09-07,1,24.141,HOU,@,GNB,W 31-3,,,,,,,,,,,,
34,1986,1986-09-14,2,24.148,HOU,,CLE,L 20-23,,,,,,,,,,,,
35,1986,1986-09-21,3,24.155,HOU,@,KAN,L 13-27,,,,,,,,,,,,
36,1986,1986-09-28,4,24.162,HOU,,PIT,L 16-22,,,,,,,,,,,,
37,1986,1986-10-05,5,24.169,HOU,@,DET,L 13-24,,,,,,,,,,,,
38,1986,1986-10-12,6,24.176,HOU,,CHI,L 7-20,,,,,,,,,,,,
39,1986,1986-10-19,7,24.183,HOU,@,CIN,L 28-31,,,,,,,,,,,,
40,1986,1986-10-26,8,24.190,HOU,,RAI,L 17-28,,,,,,,,,,,,
41,1986,1986-11-02,9,24.197,HOU,@,MIA,L 7-28,,,,,,,,,,,,
42,1986,1986-11-09,10,24.204,HOU,,CIN,W 32-28,0,0,,0,0,0,,0,0.0,1,0,0
43,1986,1986-11-16,11,24.211,HOU,@,PIT,L 10-21,,,,,,,,,,,,
44,1986,1986-11-23,12,24.218,HOU,,IND,W 31-17,,,,,,,,,,,,
45,1986,1986-11-30,13,24.225,HOU,@,CLE,L 10-13,,,,,,,,,,,,
46,1986,1986-12-07,14,24.232,HOU,@,SDG,L 0-27,0,0,,0,0,0,,0,1.0,0,0,0
47,1986,1986-12-14,15,24.239,HOU,,MIN,W 23-10,0,0,,0,0,0,,0,0.5,0,0,0
48,1986,1986-12-21,16,24.246,HOU,,BUF,W 16-7,,,,,,,,,,,,
49,1987,1987-09-13,1,25.147,HOU,,RAM,W 20-16,,,,,,,,,,,,
50,1987,1987-09-20,2,25.154,HOU,@,BUF,L 30-34,0,0,,0,0,0,,0,1.0,1,9,0
51,1987,1987-10-25,6,25.189,HOU,,ATL,W 37-33,,,,,,,,,,,,
52,1987,1987-11-01,7,25.196,HOU,@,CIN,W 31-29,0,0,,0,0,0,,0,0.0,1,7,0
53,1987,1987-11-08,8,25.203,HOU,@,SFO,L 20-27,,,,,,,,,,,,
54,1987,1987-11-15,9,25.210,HOU,@,PIT,W 23-3,,,,,,,,,,,,
55,1987,1987-11-22,10,25.217,HOU,,CLE,L 7-40,,,,,,,,,,,,
56,1987,1987-11-29,11,25.224,HOU,@,IND,L 27-51,,,,,,,,,,,,
57,1987,1987-12-06,12,25.231,HOU,,SDG,W 33-18,,,,,,,,,,,,
58,1987,1987-12-13,13,25.238,HOU,@,NOR,L 10-24,,,,,,,,,,,,
59,1987,1987-12-20,14,25.245,HOU,,PIT,W 24-16,0,0,,0,0,0,,0,0.0,2,0,0
60,1987,1987-12-27,15,25.252,HOU,,CIN,W 21-17,,,,,,,,,,,,
61,1988,1988-09-04,1,26.138,HOU,@,IND,W 17-14,0,0,,0,,,,,,,,
62,1988,1988-09-11,2,26.145,HOU,,RAI,W 38-35,0,0,,0,,,,,,,,
63,1988,1988-09-18,3,26.152,HOU,@,NYJ,L 3-45,0,0,,0,,,,,,,,
64,1988,1988-09-25,4,26.159,HOU,,NWE,W 31-6,0,0,,0,0,0,,0,0.0,1,0,0
65,1988,1988-10-02,5,26.166,HOU,@,PHI,L 23-32,0,0,,0,,,,,,,,
66,1988,1988-10-09,6,26.173,HOU,,KAN,W 7-6,0,0,,0,,,,,,,,
67,1988,1988-10-16,7,26.180,HOU,@,PIT,W 34-14,0,0,,0,,,,,,,,
68,1988,1988-10-23,8,26.187,HOU,@,CIN,L 21-44,0,0,,0,0,0,,0,0.0,2,23,0
69,1988,1988-10-30,9,26.194,HOU,,WAS,W 41-17,1,5,5.00,0,0,0,,0,0.0,0,0,0
70,1988,1988-11-07,10,26.202,HOU,,CLE,W 24-17,0,0,,0,,,,,,,,
71,1988,1988-11-13,11,26.208,HOU,@,SEA,L 24-27,0,0,,0,,,,,,,,
72,1988,1988-11-20,12,26.215,HOU,,PHO,W 38-20,0,0,,0,,,,,,,,
73,1988,1988-11-24,13,26.219,HOU,@,DAL,W 25-17,0,0,,0,0,0,,0,0.0,1,6,0
74,1988,1988-12-04,14,26.229,HOU,,PIT,L 34-37,0,0,,0,,,,,,,,
75,1988,1988-12-11,15,26.236,HOU,,CIN,W 41-6,0,0,,0,,,,,,,,
76,1988,1988-12-18,16,26.243,HOU,@,CLE,L 23-28,0,0,,0,,,,,,,,
77,1989,1989-09-10,1,27.144,HOU,@,MIN,L 7-38,,,,,,,,,,,,
78,1989,1989-10-01,4,27.165,HOU,,MIA,W 39-7,,,,,,,,,,,,
79,1989,1989-10-08,5,27.172,HOU,@,NWE,L 13-23,,,,,,,,,,,,
80,1989,1989-10-15,6,27.179,HOU,@,CHI,W 33-28,,,,,,,,,,,,
81,1989,1989-10-22,7,27.186,HOU,,PIT,W 27-0,,,,,,,,,,,,
82,1989,1989-10-29,8,27.193,HOU,@,CLE,L 17-28,,,,,,,,,,,,
83,1989,1989-11-05,9,27.200,HOU,,DET,W 35-31,,,,,,,,,,,,
84,1989,1989-11-13,10,27.208,HOU,,CIN,W 26-24,,,,,,,,,,,,
85,1989,1989-11-19,11,27.214,HOU,,RAI,W 23-7,,,,,,,,,,0,14,0
86,1989,1989-11-26,12,27.221,HOU,@,KAN,L 0-34,,,,,,,,,,,,
87,1989,1989-12-03,13,27.228,HOU,@,PIT,W 23-16,,,,,,,,,,,,
88,1989,1989-12-10,14,27.235,HOU,,TAM,W 20-17,,,,,,,,,,,,
89,1989,1989-12-17,15,27.242,HOU,@,CIN,L 7-61,,,,,,,,,,,,
90,1989,1989-12-23,16,27.248,HOU,,CLE,L 20-24,,,,,,,,,,,,
91,1990,1990-09-09,1,28.143,KAN,,MIN,W 24-21,0,0,,0,0,0,,0,0.0,1,14,0
92,1990,1990-09-17,2,28.151,KAN,@,DEN,L 23-24,,,,,,,,,,,,
93,1990,1990-09-23,3,28.157,KAN,@,GNB,W 17-3,,,,,,,,,,,,
94,1990,1990-09-30,4,28.164,KAN,,CLE,W 34-0,,,,,,,,,,,,
95,1990,1990-10-07,5,28.171,KAN,@,IND,L 19-23,,,,,,,,,,,,
96,1990,1990-10-14,6,28.178,KAN,,DET,W 43-24,,,,,,,,,,,,
97,1990,1990-10-21,7,28.185,KAN,@,SEA,L 7-19,0,0,,0,0,0,,0,0.0,1,14,0
98,1990,1990-11-04,8,28.199,KAN,,RAI,W 9-7,,,,,,,,,,,,
99,1990,1990-11-11,9,28.206,KAN,,SEA,L 16-17,,,,,,,,,,,,
100,1990,1990-11-18,10,28.213,KAN,,SDG,W 27-10,,,,,,,,,,,,
101,1990,1990-11-25,11,28.220,KAN,@,RAI,W 27-24,,,,,,,,,,,,
102,1990,1990-12-02,12,28.227,KAN,@,NWE,W 37-7,0,0,,0,0,0,,0,0.0,1,0,0
103,1990,1990-12-09,13,28.234,KAN,,DEN,W 31-20,,,,,,,,,,,,
104,1990,1990-12-16,14,28.241,KAN,,HOU,L 10-27,,,,,,,,,,,,
105,1990,1990-12-23,15,28.248,KAN,@,SDG,W 24-21,,,,,,,,,,,,
106,1990,1990-12-29,16,28.254,KAN,@,CHI,W 21-10,,,,,,,,,,,,
107,1991,1991-09-01,1,29.135,ATL,@,KAN,L 3-14,0,0,,0,,,,,,,,
108,1991,1991-09-08,2,29.142,ATL,,MIN,L 19-20,0,0,,0,,,,,,,,
109,1991,1991-09-15,3,29.149,ATL,@,SDG,W 13-10,0,0,,0,,,,,,,,
110,1991,1991-09-22,4,29.156,ATL,,RAI,W 21-17,0,0,,0,,,,,,,,
111,1991,1991-09-29,5,29.163,ATL,,NOR,L 6-27,0,0,,0,,,,,,,,
112,1991,1991-10-13,6,29.177,ATL,@,SFO,W 39-34,0,0,,0,,,,,,,,
113,1991,1991-10-20,7,29.184,ATL,@,PHO,L 10-16,0,0,,0,,,,,,,,
114,1991,1991-10-27,8,29.191,ATL,,RAM,W 31-14,0,0,,0,,,,,,,,
115,1991,1991-11-03,9,29.198,ATL,,SFO,W 17-14,0,0,,0,,,,,,,,
116,1991,1991-11-10,10,29.205,ATL,@,WAS,L 17-56,0,0,,0,,,,,,,,
117,1991,1991-11-17,11,29.212,ATL,,TAM,W 43-7,0,0,,0,0,0,,0,1.0,0,0,0
118,1991,1991-11-24,12,29.219,ATL,@,NOR,W 23-20,0,0,,0,,,,,,,,
119,1991,1991-12-01,13,29.226,ATL,,GNB,W 35-31,0,0,,0,,,,,,,,
120,1991,1991-12-08,14,29.233,ATL,@,RAM,W 31-14,0,0,,0,,,,,,,,
121,1991,1991-12-15,15,29.240,ATL,,SEA,W 26-13,0,0,,0,,,,,,,,
122,1991,1991-12-22,16,29.247,ATL,@,DAL,L 27-31,0,0,,0,,,,,,,,
123,1992,1992-09-06,1,30.140,ATL,,NYJ,W 20-17,,,,,,,,,,,,
124,1992,1992-09-13,2,30.147,ATL,@,WAS,L 17-24,,,,,,,,,,,,
125,1992,1992-09-20,3,30.154,ATL,,NOR,L 7-10,,,,,,,,,,,,
126,1992,1992-09-27,4,30.161,ATL,@,CHI,L 31-41,,,,,,,,,,,,
127,1992,1992-10-04,5,30.168,ATL,,GNB,W 24-10,,,,,,,,,,,,
128,1992,1992-10-11,6,30.175,ATL,@,MIA,L 17-21,,,,,,,,,,,,
129,1992,1992-10-18,7,30.182,ATL,@,SFO,L 17-56,,,,,,,,,,,,
130,1992,1992-11-01,8,30.196,ATL,,RAM,W 30-28,,,,,,,,,,,,
131,1992,1992-11-09,9,30.204,ATL,,SFO,L 3-41,,,,,,,,,,,,
132,1992,1992-11-15,10,30.210,ATL,,PHO,W 20-17,,,,,,,,,,,,
133,1992,1992-11-22,11,30.217,ATL,@,BUF,L 14-41,,,,,,,,,,,,
134,1992,1992-11-29,12,30.224,ATL,,NWE,W 34-0,,,,,,,,,,,,
135,1992,1992-12-03,13,30.228,ATL,@,NOR,L 14-22,,,,,,,,,,,,
136,1992,1992-12-13,14,30.238,ATL,@,TAM,W 35-7,0,0,,0,0,0,,0,1.0,0,0,0
137,1992,1992-12-21,15,30.246,ATL,,DAL,L 17-41,,,,,,,,,,,,
138,1992,1992-12-27,16,30.252,ATL,@,RAM,L 27-38,,,,,,,,,,,,
139,1993,1993-09-05,1,31.139,ATL,@,DET,L 13-30,,,,,,,,,,,,
140,1993,1993-09-12,2,31.146,ATL,,NOR,L 31-34,,,,,,,,,,,,
141,1993,1993-09-19,3,31.153,ATL,@,SFO,L 30-37,,,,,,,,,,,,
142,1993,1993-09-27,4,31.161,ATL,,PIT,L 17-45,,,,,,,,,,,,
143,1993,1993-10-03,5,31.167,ATL,@,CHI,L 0-6,,,,,,,,,,,,
144,1993,1993-10-14,6,31.178,ATL,,RAM,W 30-24,,,,,,,,,,,,
145,1993,1993-10-24,7,31.188,ATL,@,NOR,W 26-15,,,,,,,,,,,,
146,1993,1993-10-31,8,31.195,ATL,,TAM,L 24-31,,,,,,,,,,,,
147,1993,1993-11-14,9,31.209,ATL,@,RAM,W 13-0,,,,,,,,,,,,
148,1993,1993-11-21,10,31.216,ATL,,DAL,W 27-14,,,,,,,,,,,,
149,1993,1993-11-28,11,31.223,ATL,,CLE,W 17-14,,,,,,,,,,,,
150,1993,1993-12-05,12,31.230,ATL,@,HOU,L 17-33,,,,,,,,,,,,
151,1993,1993-12-11,13,31.236,ATL,,SFO,W 27-24,,,,,,,,,,,,
