ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2014,2014-10-02,5,25.217,MIN,@,GNB,L 10-42,,3,1,7,7.00,0,33.3%,2.33,0,0,,0,0,0,,0,,0,0,0.0,0,0
2,2014,2014-10-12,6,25.227,MIN,,DET,L 3-17,,3,2,22,11.00,0,66.7%,7.33,0,0,,0,0,0,,0,,0,0,0.0,1,0
3,2014,2014-10-19,7,25.234,MIN,@,BUF,L 16-17,,,,,,,0.0%,,,,,,,,,,,,,,,
4,2014,2014-10-26,8,25.241,MIN,@,TAM,W 19-13,,5,2,18,9.00,0,40.0%,3.60,0,0,,0,0,0,,0,,0,0,0.0,0,0
5,2014,2014-11-02,9,25.248,MIN,,WAS,W 29-26,,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
6,2014,2014-11-16,10,25.262,MIN,@,CHI,L 13-21,,7,6,87,14.50,0,85.7%,12.43,0,0,,0,0,0,,0,,0,0,0.0,0,0
7,2014,2014-11-23,11,25.269,MIN,,GNB,L 21-24,*,11,3,52,17.33,1,27.3%,4.73,0,0,,0,0,0,,0,1,1,8,0.0,0,0
8,2014,2014-11-30,12,25.276,MIN,,CAR,W 31-13,*,4,2,41,20.50,0,50.0%,10.25,0,0,,0,0,0,,0,,0,0,0.0,0,0
9,2014,2014-12-07,13,25.283,MIN,,NYJ,W 30-24,*,8,4,103,25.75,1,50.0%,12.88,0,0,,0,0,0,,0,,1,6,0.0,0,0
10,2014,2014-12-14,14,25.290,MIN,@,DET,L 14-16,*,7,5,72,14.40,0,71.4%,10.29,0,0,,0,0,0,,0,,0,0,0.0,0,0
11,2014,2014-12-21,15,25.297,MIN,@,MIA,L 35-37,*,6,3,38,12.67,0,50.0%,6.33,0,0,,0,0,0,,0,,0,0,0.0,0,0
12,2014,2014-12-28,16,25.304,MIN,,CHI,W 13-9,*,4,2,22,11.00,0,50.0%,5.50,1,-11,-11.00,0,0,0,,0,,0,0,0.0,0,0
13,2015,2015-09-14,1,26.199,MIN,@,SFO,L 3-20,*,3,2,27,13.50,0,66.7%,9.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
14,2015,2015-09-20,2,26.205,MIN,,DET,W 26-16,*,3,3,10,3.33,0,100.0%,3.33,0,0,,0,0,0,,0,,0,0,0.0,0,0
15,2015,2015-09-27,3,26.212,MIN,,SDG,W 31-14,*,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,,0,0,0.0,0,0
16,2015,2015-10-25,6,26.240,MIN,@,DET,W 28-19,,2,1,21,21.00,0,50.0%,10.50,0,0,,0,0,0,,0,,0,0,0.0,0,0
17,2015,2015-11-01,7,26.247,MIN,@,CHI,W 23-20,,1,1,35,35.00,0,100.0%,35.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
18,2015,2015-11-08,8,26.254,MIN,,STL,W 21-18,,2,1,25,25.00,0,50.0%,12.50,0,0,,0,0,0,,0,,0,0,0.0,0,0
19,2015,2015-11-15,9,26.261,MIN,@,OAK,W 30-14,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0
20,2015,2015-11-22,10,26.268,MIN,,GNB,L 13-30,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0
21,2015,2015-11-29,11,26.275,MIN,@,ATL,W 20-10,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0
22,2015,2015-12-06,12,26.282,MIN,,SEA,L 7-38,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0
23,2015,2015-12-10,13,26.286,MIN,@,ARI,L 20-23,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0
24,2016,2016-09-11,1,27.197,MIN,@,TEN,W 25-16,*,6,1,5,5.00,0,16.7%,0.83,0,0,,0,0,0,,0,,0,0,0.0,0,0
25,2016,2016-09-18,2,27.204,MIN,,GNB,W 17-14,*,2,2,15,7.50,0,100.0%,7.50,0,0,,0,0,0,,0,,0,0,0.0,0,0
