ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,2011,2011-10-23,7,25.179,HOU,@,TEN,W 41-7,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,0,0.00,0,0,0
2,2012,2012-09-09,1,26.135,HOU,,MIA,W 30-10,,0,0,0,,0,0.0%,,0,0,,0,3,47,15.67,0,1,14,14.00,0,0,0
3,2012,2012-09-16,2,26.142,HOU,@,JAX,W 27-7,,0,0,0,,0,0.0%,,0,0,,0,2,58,29.00,0,6,77,12.83,0,0,0
4,2012,2012-09-23,3,26.149,HOU,@,DEN,W 31-25,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,4,19,4.75,0,0,0
5,2012,2012-09-30,4,26.156,HOU,,TEN,W 38-14,,0,0,0,,0,0.0%,,0,0,,0,2,56,28.00,0,4,34,8.50,0,0,0
6,2012,2012-10-08,5,26.164,HOU,@,NYJ,W 23-17,,0,0,0,,0,0.0%,,0,0,,0,3,33,11.00,0,1,3,3.00,0,0,0
7,2012,2012-10-15,6,26.171,DEN,@,SDG,W 35-24,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,2,12,6.00,0,0,0
8,2012,2012-10-28,7,26.184,DEN,,NOR,W 34-14,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,4,43,10.75,0,0,0
9,2012,2012-11-04,8,26.191,DEN,@,CIN,W 31-23,,0,0,0,,0,0.0%,,0,0,,0,2,119,59.50,1,2,2,1.00,0,0,6
10,2012,2012-11-11,9,26.198,DEN,@,CAR,W 36-14,,2,2,17,8.50,0,100.0%,8.50,0,0,,0,2,44,22.00,0,8,125,15.63,1,0,6
11,2012,2012-11-18,10,26.205,DEN,,SDG,W 30-23,,0,0,0,,0,0.0%,,0,0,,0,1,18,18.00,0,3,22,7.33,0,0,0
12,2012,2012-11-25,11,26.212,DEN,@,KAN,W 17-9,,0,0,0,,0,0.0%,,0,0,,0,2,92,46.00,0,0,0,,0,0,0
13,2012,2012-12-02,12,26.219,DEN,,TAM,W 31-23,,0,0,0,,0,0.0%,,0,0,,0,1,26,26.00,0,4,95,23.75,0,0,0
14,2012,2012-12-06,13,26.223,DEN,@,OAK,W 26-13,,0,0,0,,0,0.0%,,0,0,,0,1,33,33.00,0,1,0,0.00,0,0,0
15,2012,2012-12-16,14,26.233,DEN,@,BAL,W 34-17,,0,0,0,,0,0.0%,,0,0,,0,1,20,20.00,0,5,33,6.60,0,0,0
16,2012,2012-12-23,15,26.240,DEN,,CLE,W 34-12,,0,0,0,,0,0.0%,,0,0,,0,1,6,6.00,0,2,2,1.00,0,0,0
17,2013,2013-09-05,1,27.131,DEN,,BAL,W 49-27,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,4,36,9.00,0,0,0
18,2013,2013-09-15,2,27.141,DEN,@,NYG,W 41-23,,0,0,0,,0,0.0%,,0,0,,0,2,34,17.00,0,4,121,30.25,1,0,6
19,2013,2013-09-23,3,27.149,DEN,,OAK,W 37-21,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,3,34,11.33,0,0,0
20,2013,2013-09-29,4,27.155,DEN,,PHI,W 52-20,,0,0,0,,0,0.0%,,0,0,,0,1,105,105.00,1,2,0,0.00,0,0,6
21,2013,2013-10-06,5,27.162,DEN,@,DAL,W 51-48,,0,0,0,,0,0.0%,,0,0,,0,3,87,29.00,0,1,9,9.00,0,0,0
22,2013,2013-10-13,6,27.169,DEN,,JAX,W 35-19,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,1,1.00,0,0,0
23,2013,2013-10-20,7,27.176,DEN,@,IND,L 33-39,,0,0,0,,0,0.0%,,0,0,,0,4,123,30.75,0,4,16,4.00,0,0,0
24,2013,2013-10-27,8,27.183,DEN,,WAS,W 45-21,,0,0,0,,0,0.0%,,1,7,7.00,0,1,30,30.00,0,1,10,10.00,0,0,0
25,2013,2013-11-10,9,27.197,DEN,@,SDG,W 28-20,,0,0,0,,0,0.0%,,0,0,,0,4,103,25.75,0,2,6,3.00,0,0,0
26,2013,2013-11-17,10,27.204,DEN,,KAN,W 27-17,,0,0,0,,0,0.0%,,0,0,,0,1,28,28.00,0,3,17,5.67,0,0,0
27,2013,2013-11-24,11,27.211,DEN,@,NWE,L 31-34,,0,0,0,,0,0.0%,,0,0,,0,3,36,12.00,0,1,0,0.00,0,0,0
28,2013,2013-12-01,12,27.218,DEN,@,KAN,W 35-28,,0,0,0,,0,0.0%,,0,0,,0,1,22,22.00,0,0,0,,0,0,0
29,2013,2013-12-12,14,27.229,DEN,,SDG,L 20-27,,0,0,0,,0,0.0%,,0,0,,0,4,108,27.00,0,0,0,,0,0,0
30,2013,2013-12-22,15,27.239,DEN,@,HOU,W 37-13,,0,0,0,,0,0.0%,,0,0,,0,4,99,24.75,0,5,21,4.20,0,0,0
31,2013,2013-12-29,16,27.246,DEN,@,OAK,W 34-14,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,0,0.00,0,0,0
32,2014,2014-10-26,7,28.182,TAM,,MIN,L 13-19,,0,0,0,,0,0.0%,,0,0,,0,2,45,22.50,0,2,17,8.50,0,0,0
