ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1981,1981-09-06,1,22.151,SFO,@,DET,L 17-24,,,,,,,,,,,,,,,,,,
2,1982,1982-09-12,1,23.157,BAL,,NWE,L 13-24,6,76,12.67,0,0,0,,0,0,0,,0,0,0,,0,0,0
3,1982,1982-09-19,2,23.164,BAL,@,MIA,L 20-24,2,24,12.00,0,0,0,,0,0,0,,0,1,0,0.00,0,0,0
4,1982,1982-11-21,3,23.227,BAL,@,NYJ,L 0-37,1,10,10.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
5,1982,1982-11-28,4,23.234,BAL,@,BUF,L 0-20,1,13,13.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
6,1982,1982-12-05,5,23.241,BAL,,CIN,L 17-20,1,9,9.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
7,1982,1982-12-12,6,23.248,BAL,@,MIN,L 10-13,1,10,10.00,0,0,0,,0,1,7,7.00,0,0,0,,0,0,0
8,1982,1982-12-19,7,23.255,BAL,,GNB,T 20-20,5,73,14.60,1,0,0,,0,1,12,12.00,0,0,0,,0,1,6
9,1982,1982-12-26,8,23.262,BAL,@,SDG,L 26-44,5,72,14.40,1,0,0,,0,0,0,,0,0,0,,0,1,6
10,1982,1983-01-02,9,23.269,BAL,,MIA,L 7-34,0,0,,0,0,0,,0,1,12,12.00,0,1,0,0.00,0,0,0
11,1983,1983-09-04,1,24.149,BAL,@,NWE,W 29-23,3,47,15.67,0,0,0,,0,0,0,,0,0,0,,0,0,0
12,1983,1983-09-11,2,24.156,BAL,,DEN,L 10-17,1,20,20.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
13,1983,1983-09-18,3,24.163,BAL,@,BUF,L 23-28,1,22,22.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
14,1983,1983-09-25,4,24.170,BAL,,CHI,W 22-19,6,83,13.83,0,0,0,,0,0,0,,0,0,0,,0,0,0
15,1983,1983-10-02,5,24.177,BAL,@,CIN,W 34-31,3,37,12.33,0,0,0,,0,0,0,,0,0,0,,0,0,0
16,1983,1983-10-09,6,24.184,BAL,,NWE,W 12-7,1,26,26.00,0,0,0,,0,1,-4,-4.00,0,0,0,,0,0,0
17,1983,1983-10-16,7,24.191,BAL,,BUF,L 7-30,2,24,12.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
18,1983,1983-10-23,8,24.198,BAL,,MIA,L 7-21,1,20,20.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
19,1983,1983-10-30,9,24.205,BAL,@,PHI,W 22-21,3,57,19.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
20,1983,1983-11-06,10,24.212,BAL,@,NYJ,W 17-14,1,15,15.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
21,1983,1983-11-13,11,24.219,BAL,,PIT,L 13-24,3,34,11.33,0,0,0,,0,0,0,,0,0,0,,0,0,0
22,1984,1984-09-02,1,25.147,IND,,NYJ,L 14-23,1,20,20.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
23,1984,1984-09-09,2,25.154,IND,@,HOU,W 35-21,0,0,,0,,,,,,,,,0,0,,0,,
24,1984,1984-09-16,3,25.161,IND,,STL,L 33-34,2,43,21.50,0,0,0,,0,0,0,,0,0,0,,0,0,0
25,1984,1984-09-23,4,25.168,IND,@,MIA,L 7-44,0,0,,0,,,,,,,,,0,0,,0,,
26,1984,1984-09-30,5,25.175,IND,,BUF,W 31-17,0,0,,0,,,,,,,,,0,0,,0,,
27,1984,1984-10-07,6,25.182,IND,,WAS,L 7-35,0,0,,0,,,,,,,,,0,0,,0,,
28,1984,1984-10-14,7,25.189,IND,@,PHI,L 7-16,3,23,7.67,0,0,0,,0,0,0,,0,3,17,5.67,0,0,0
29,1984,1984-10-21,8,25.196,IND,,PIT,W 17-16,2,26,13.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
30,1984,1984-10-28,9,25.203,IND,@,DAL,L 3-22,5,47,9.40,0,0,0,,0,0,0,,0,0,0,,0,0,0
31,1984,1984-11-04,10,25.210,IND,,SDG,L 10-38,2,38,19.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
32,1984,1984-11-11,11,25.217,IND,@,NYJ,W 9-5,0,0,,0,,,,,,,,,0,0,,0,,
33,1984,1984-11-18,12,25.224,IND,,NWE,L 17-50,0,0,,0,,,,,,,,,0,0,,0,,
34,1984,1984-11-25,13,25.231,IND,@,RAI,L 7-21,1,12,12.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
35,1984,1984-12-02,14,25.238,IND,@,BUF,L 15-21,2,20,10.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
