ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1954,1954-09-26,1,23.357,RAM,@,BAL,W 48-0,,3,6,50.00,79,0,0,95.8,0,0,13.17,13.17,4,37,9.25,1,0,0,,0,1,
2,1954,1954-10-03,2,23.364,RAM,,SFO,T 24-24,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,1,-3,-3.00,0,0,0,,0,0,
3,1954,1954-10-10,3,24.006,RAM,@,DET,L 3-21,,2,5,40.00,41,0,0,69.6,0,0,8.20,8.20,2,18,9.00,0,0,0,,0,0,
4,1954,1954-10-17,4,24.013,RAM,@,GNB,L 17-35,,1,2,50.00,9,0,0,62.5,0,0,4.50,4.50,1,23,23.00,0,0,0,,0,0,
5,1954,1954-10-24,5,24.020,RAM,,CHI,W 42-38,,1,2,50.00,0,0,0,56.2,0,0,0.00,0.00,1,5,5.00,0,0,0,,0,0,
6,1954,1954-11-14,8,24.041,RAM,,CRD,W 28-17,,3,7,42.86,57,1,0,111.3,0,0,8.14,11.00,4,12,3.00,0,0,0,,0,0,
7,1954,1954-11-21,9,24.048,RAM,@,NYG,W 17-16,,3,6,50.00,33,0,0,66.7,0,0,5.50,5.50,6,46,7.67,0,0,0,,0,0,
8,1954,1954-11-28,10,24.055,RAM,@,CHI,L 13-24,,0,0,,0,0,,,,,,,2,30,15.00,0,0,0,,0,0,
9,1954,1954-12-04,11,24.061,RAM,,BAL,L 21-22,*,0,2,0.00,0,0,0,39.6,0,0,0.00,0.00,2,16,8.00,0,0,0,,0,0,
10,1954,1954-12-12,12,24.069,RAM,,GNB,W 35-27,,18,28,64.29,290,1,1,95.8,0,0,10.36,9.46,5,6,1.20,0,0,0,,0,0,
11,1955,1955-09-25,1,24.356,RAM,@,SFO,W 23-14,,2,5,40.00,29,0,1,20.0,0,0,5.80,-3.20,0,0,,0,0,0,,0,0,
12,1955,1955-10-02,2,24.363,RAM,,PIT,W 27-26,,0,3,0.00,0,0,0,39.6,0,0,0.00,0.00,1,-5,-5.00,0,0,0,,0,0,
13,1955,1955-10-16,4,25.012,RAM,@,GNB,L 28-30,,9,17,52.94,82,1,0,85.9,0,0,4.82,6.00,5,25,5.00,0,0,0,,0,0,
14,1955,1955-10-23,5,25.019,RAM,,DET,W 24-13,,2,5,40.00,21,0,1,13.3,0,0,4.20,-4.80,0,0,,0,0,0,,0,0,
15,1955,1955-10-30,6,25.026,RAM,,CHI,L 20-31,,7,17,41.18,68,0,1,28.6,0,0,4.00,1.35,1,6,6.00,0,0,0,,0,0,
