ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2007,2007-09-09,1,23.241,NYG,@,DAL,L 35-45,,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
2,2007,2007-09-16,2,23.248,NYG,,GNB,L 13-35,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,,
3,2007,2007-10-07,5,23.269,NYG,,NYJ,W 35-24,,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
4,2007,2007-10-15,6,23.277,NYG,@,ATL,W 31-10,,,,,,,0.0%,,,,,,,,,,
5,2007,2007-10-21,7,23.283,NYG,,SFO,W 33-15,,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
6,2007,2007-10-28,8,23.290,NYG,@,MIA,W 13-10,,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
7,2007,2007-11-11,9,23.304,NYG,,DAL,L 20-31,,1,1,18,18.00,0,100.0%,18.00,0,0,,0,0,0,0.0,,
8,2007,2007-11-18,10,23.311,NYG,@,DET,W 16-10,,1,1,15,15.00,0,100.0%,15.00,0,0,,0,0,0,0.0,,
9,2007,2007-11-25,11,23.318,NYG,,MIN,L 17-41,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,,
10,2007,2007-12-02,12,23.325,NYG,@,CHI,W 21-16,,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,0.0,,
11,2007,2007-12-09,13,23.332,NYG,@,PHI,W 16-13,,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
12,2007,2007-12-16,14,23.339,NYG,,WAS,L 10-22,,3,2,31,15.50,1,66.7%,10.33,0,0,,0,1,6,0.0,,
13,2007,2007-12-23,15,23.346,NYG,@,BUF,W 38-21,*,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
14,2007,2007-12-29,16,23.352,NYG,,NWE,L 35-38,*,5,4,50,12.50,1,80.0%,10.00,0,0,,0,1,6,0.0,,
15,2008,2008-09-04,1,24.237,NYG,,WAS,W 16-7,*,2,,,,,0.0%,,,,,,,,,,
16,2008,2008-09-14,2,24.247,NYG,@,STL,W 41-13,*,1,,,,,0.0%,,,,,,,,,,
17,2008,2008-09-21,3,24.254,NYG,,CIN,W 26-23,*,5,3,51,17.00,1,60.0%,10.20,0,0,,0,1,6,0.0,0,0
18,2008,2008-10-05,4,24.268,NYG,,SEA,W 44-6,*,3,2,9,4.50,0,66.7%,3.00,0,0,,0,0,0,0.0,0,0
19,2008,2008-10-13,5,24.276,NYG,@,CLE,L 14-35,*,2,1,24,24.00,0,50.0%,12.00,0,0,,0,0,0,0.0,1,0
20,2008,2008-10-19,6,24.282,NYG,,SFO,W 29-17,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
21,2008,2008-10-26,7,24.289,NYG,@,PIT,W 21-14,*,5,4,34,8.50,1,80.0%,6.80,0,0,,0,1,6,0.0,0,0
22,2008,2008-11-02,8,24.296,NYG,,DAL,W 35-14,*,4,3,30,10.00,1,75.0%,7.50,0,0,,0,1,6,0.0,0,0
23,2008,2008-11-09,9,24.303,NYG,@,PHI,W 36-31,*,9,6,69,11.50,1,66.7%,7.67,0,0,,0,1,6,0.0,0,0
24,2008,2008-11-16,10,24.310,NYG,,BAL,W 30-10,*,2,,,,,0.0%,,,,,,,,,,
25,2008,2008-11-23,11,24.317,NYG,@,ARI,W 37-29,*,5,4,48,12.00,1,80.0%,9.60,0,0,,0,1,6,0.0,0,0
26,2008,2008-11-30,12,24.324,NYG,@,WAS,W 23-7,*,4,3,45,15.00,0,75.0%,11.25,0,0,,0,0,0,0.0,0,0
27,2008,2008-12-07,13,24.331,NYG,,PHI,L 14-20,*,3,1,5,5.00,0,33.3%,1.67,0,0,,0,0,0,0.0,0,0
28,2008,2008-12-14,14,24.338,NYG,@,DAL,L 8-20,*,3,1,23,23.00,0,33.3%,7.67,0,0,,0,0,0,0.0,0,0
29,2008,2008-12-21,15,24.345,NYG,,CAR,W 34-28,*,6,5,46,9.20,1,83.3%,7.67,0,0,,0,1,6,0.0,0,0
30,2009,2009-09-13,1,25.245,NYG,,WAS,W 23-17,*,3,3,62,20.67,0,100.0%,20.67,0,0,,0,0,0,0.0,0,0
31,2009,2009-09-20,2,25.252,NYG,@,DAL,W 33-31,*,2,1,13,13.00,0,50.0%,6.50,0,0,,0,0,0,0.0,0,0
32,2009,2009-09-27,3,25.259,NYG,@,TAM,W 24-0,*,4,2,27,13.50,0,50.0%,6.75,0,0,,0,0,0,0.0,0,0
33,2009,2009-10-04,4,25.266,NYG,@,KAN,W 27-16,*,5,4,41,10.25,0,80.0%,8.20,0,0,,0,0,0,0.0,0,0
34,2009,2009-10-18,6,25.280,NYG,@,NOR,L 27-48,*,2,1,18,18.00,0,50.0%,9.00,0,0,,0,0,0,0.0,1,0
35,2009,2009-10-25,7,25.287,NYG,,ARI,L 17-24,*,4,3,35,11.67,0,75.0%,8.75,0,0,,0,0,0,0.0,0,0
36,2009,2009-11-01,8,25.294,NYG,@,PHI,L 17-40,*,9,3,70,23.33,1,33.3%,7.78,0,0,,0,1,6,0.0,0,0
37,2009,2009-11-08,9,25.301,NYG,,SDG,L 20-21,*,3,2,17,8.50,1,66.7%,5.67,0,0,,0,1,6,0.0,0,0
38,2009,2009-11-22,10,25.315,NYG,,ATL,W 34-31,*,8,5,76,15.20,2,62.5%,9.50,0,0,,0,2,12,0.0,0,0
39,2009,2009-11-26,11,25.319,NYG,@,DEN,L 6-26,*,2,2,22,11.00,0,100.0%,11.00,0,0,,0,0,0,0.0,0,0
40,2009,2009-12-06,12,25.329,NYG,,DAL,W 31-24,*,3,1,10,10.00,0,33.3%,3.33,1,16,16.00,0,0,0,0.0,0,0
41,2009,2009-12-13,13,25.336,NYG,,PHI,L 38-45,*,8,7,70,10.00,1,87.5%,8.75,0,0,,0,1,6,0.0,0,0
42,2009,2009-12-21,14,25.344,NYG,@,WAS,W 45-12,*,5,3,57,19.00,0,60.0%,11.40,0,0,,0,0,0,0.0,0,0
43,2009,2009-12-27,15,25.350,NYG,,CAR,L 9-41,*,8,5,49,9.80,0,62.5%,6.13,0,0,,0,0,0,0.0,1,0
44,2009,2010-01-03,16,25.357,NYG,@,MIN,L 7-44,*,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,1,0
45,2010,2010-09-12,1,26.244,NYG,,CAR,W 31-18,*,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,0.0,0,0
46,2010,2010-09-26,3,26.258,NYG,,TEN,L 10-29,*,7,3,88,29.33,0,42.9%,12.57,0,0,,0,0,0,0.0,0,0
47,2010,2010-10-03,4,26.265,NYG,,CHI,W 17-3,,5,1,11,11.00,0,20.0%,2.20,0,0,,0,0,0,0.0,1,0
48,2010,2010-10-10,5,26.272,NYG,@,HOU,W 34-10,*,6,4,40,10.00,0,66.7%,6.67,0,0,,0,0,0,0.0,0,0
49,2010,2010-10-17,6,26.279,NYG,,DET,W 28-20,,3,2,27,13.50,0,66.7%,9.00,0,0,,0,0,0,0.0,0,0
50,2010,2010-10-25,7,26.287,NYG,@,DAL,W 41-35,*,1,1,23,23.00,0,100.0%,23.00,0,0,,0,0,0,0.0,0,0
51,2010,2010-11-07,8,26.300,NYG,@,SEA,W 41-7,*,2,2,15,7.50,1,100.0%,7.50,0,0,,0,1,6,0.0,0,0
52,2010,2010-11-14,9,26.307,NYG,,DAL,L 20-33,*,7,5,81,16.20,1,71.4%,11.57,0,0,,0,1,6,0.0,0,0
53,2010,2010-11-21,10,26.314,NYG,@,PHI,L 17-27,*,4,2,22,11.00,0,50.0%,5.50,0,0,,0,0,0,0.0,0,0
54,2010,2010-11-28,11,26.321,NYG,,JAX,W 24-20,*,8,3,74,24.67,1,37.5%,9.25,0,0,,0,1,6,0.0,0,0
55,2010,2010-12-05,12,26.328,NYG,,WAS,W 31-7,*,3,2,28,14.00,0,66.7%,9.33,0,0,,0,0,0,0.0,0,0
56,2010,2010-12-13,13,26.336,NYG,@,MIN,W 21-3,*,9,4,23,5.75,1,44.4%,2.56,0,0,,0,1,6,0.0,0,0
57,2010,2010-12-19,14,26.342,NYG,,PHI,L 31-38,*,6,3,59,19.67,1,50.0%,9.83,0,0,,0,1,6,0.0,0,0
58,2010,2010-12-26,15,26.349,NYG,@,GNB,L 17-45,*,3,,,,,0.0%,,,,,,,,,,
