ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,2002,2002-09-22,3,24.328,KAN,@,NWE,L 38-41,,0,,,,,0.0%,,,,,,,
2,2002,2002-09-29,4,24.335,KAN,,MIA,W 48-30,,0,,,,,0.0%,,,,,,,
3,2002,2002-10-06,5,24.342,KAN,@,NYJ,W 29-25,,0,,,,,0.0%,,,,,,,
4,2002,2002-10-13,6,24.349,KAN,@,SDG,L 34-35,,,,,,,0.0%,,,,,,,
5,2002,2002-10-20,7,24.356,KAN,,DEN,L 34-37,,0,,,,,0.0%,,,,,,,
6,2002,2002-12-22,15,25.054,KAN,,SDG,W 24-22,,4,3,23,7.67,1,75.0%,5.75,0,0,,0,1,6
7,2002,2002-12-28,16,25.060,KAN,@,OAK,L 0-24,,1,,,,,0.0%,,,,,,,
8,2003,2003-09-07,1,25.313,KAN,,SDG,W 27-14,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0
9,2003,2003-09-14,2,25.320,KAN,,PIT,W 41-20,,,,,,,0.0%,,,,,,,
10,2003,2003-09-21,3,25.327,KAN,@,HOU,W 42-14,,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0
11,2003,2003-09-28,4,25.334,KAN,@,BAL,W 17-10,,,,,,,0.0%,,,,,,,
12,2003,2003-10-05,5,25.341,KAN,,DEN,W 24-23,,,,,,,0.0%,,,,,,,
13,2003,2003-10-12,6,25.348,KAN,@,GNB,W 40-34,,,,,,,0.0%,,,,,,,
14,2003,2003-10-20,7,25.356,KAN,@,OAK,W 17-10,,0,,,,,0.0%,,,,,,,
15,2003,2003-10-26,8,25.362,KAN,,BUF,W 38-5,,,,,,,0.0%,,,,,,,
16,2003,2003-11-16,10,26.018,KAN,@,CIN,L 19-24,,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0
17,2003,2003-11-23,11,26.025,KAN,,OAK,W 27-24,,1,,,,,0.0%,,,,,,,
18,2003,2003-11-30,12,26.032,KAN,@,SDG,W 28-24,,,,,,,0.0%,,,,,,,
19,2003,2003-12-07,13,26.039,KAN,@,DEN,L 27-45,,,,,,,0.0%,,,,,,,
20,2003,2003-12-14,14,26.046,KAN,,DET,W 45-17,,0,,,,,0.0%,,,,,,,
21,2003,2003-12-20,15,26.052,KAN,@,MIN,L 20-45,,0,,,,,0.0%,,,,,,,
22,2003,2003-12-28,16,26.060,KAN,,CHI,W 31-3,,1,,,,,0.0%,,,,,,,
23,2004,2004-09-12,1,26.319,KAN,@,DEN,L 24-34,,,,,,,0.0%,,,,,,,
24,2004,2004-09-19,2,26.326,KAN,,CAR,L 17-28,,0,,,,,0.0%,,,,,,,
25,2004,2004-09-26,3,26.333,KAN,,HOU,L 21-24,,0,,,,,0.0%,,,,,,,
26,2004,2004-10-04,4,26.341,KAN,@,BAL,W 27-24,,0,,,,,0.0%,,,,,,,
27,2004,2004-10-17,5,26.354,KAN,@,JAX,L 16-22,,,,,,,0.0%,,,,,,,
28,2004,2004-10-24,6,26.361,KAN,,ATL,W 56-10,,,,,,,0.0%,,,,,,,
29,2004,2004-11-07,8,27.009,KAN,@,TAM,L 31-34,,,,,,,0.0%,,,,,,,
30,2004,2004-11-14,9,27.016,KAN,@,NOR,L 20-27,,,,,,,0.0%,,,,,,,
31,2004,2004-11-22,10,27.024,KAN,,NWE,L 19-27,,,,,,,0.0%,,,,,,,
32,2004,2004-11-28,11,27.030,KAN,,SDG,L 31-34,,0,,,,,0.0%,,,,,,,
33,2004,2004-12-05,12,27.037,KAN,@,OAK,W 34-27,,,,,,,0.0%,,,,,,,
34,2004,2004-12-13,13,27.045,KAN,@,TEN,W 49-38,,,,,,,0.0%,,,,,,,
35,2004,2004-12-19,14,27.051,KAN,,DEN,W 45-17,,0,0,0,,0,0.0%,,4,1,0.25,0,0,0
