ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,1967,1967-09-24,2,24.184,PHI,,BAL,L 6-38,0,0,,0,0,0,,0,2,11,5.50,0
2,1967,1967-10-01,3,24.191,PHI,,PIT,W 34-24,0,0,,0,0,0,,0,1,0,0.00,0
3,1967,1967-10-15,5,24.205,PHI,,SFO,L 27-28,0,0,,0,2,36,18.00,0,0,0,,0
4,1967,1967-10-22,6,24.212,PHI,@,STL,L 14-48,0,0,,0,3,53,17.67,0,0,0,,0
5,1967,1967-10-29,7,24.219,PHI,,DAL,W 21-14,0,0,,0,1,20,20.00,0,0,0,,0
6,1967,1967-11-05,8,24.226,PHI,@,NOR,L 24-31,0,0,,0,1,17,17.00,0,0,0,,0
7,1968,1968-09-22,2,25.182,PHI,,NYG,L 25-34,1,16,16.00,0,0,0,,0,0,0,,0
8,1968,1968-11-10,9,25.231,PHI,,WAS,L 10-16,2,23,11.50,0,0,0,,0,0,0,,0
9,1969,1969-09-21,1,26.181,PHI,,CLE,L 20-27,0,0,,0,0,0,,0,1,0,0.00,0
10,1969,1969-11-30,11,26.251,PHI,@,NOR,L 17-26,1,15,15.00,0,0,0,,0,0,0,,0
11,1969,1969-12-21,14,26.272,PHI,@,SFO,L 13-14,2,14,7.00,0,0,0,,0,0,0,,0
12,1970,1970-09-20,1,27.180,DET,@,GNB,W 40-0,1,28,28.00,0,0,0,,0,0,0,,0
13,1970,1970-09-27,2,27.187,DET,,CIN,W 38-3,2,32,16.00,0,0,0,,0,0,0,,0
14,1970,1970-10-05,3,27.195,DET,,CHI,W 28-14,1,12,12.00,0,0,0,,0,0,0,,0
15,1970,1970-10-11,4,27.201,DET,@,WAS,L 10-31,,,,,,,,,,,,
16,1970,1970-10-18,5,27.208,DET,@,CLE,W 41-24,,,,,,,,,,,,
17,1970,1970-10-25,6,27.215,DET,@,CHI,W 16-10,,,,,,,,,,,,
18,1970,1970-11-01,7,27.222,DET,,MIN,L 17-30,,,,,,,,,,,,
19,1970,1970-11-08,8,27.229,DET,@,NOR,L 17-19,,,,,,,,,,,,
20,1970,1970-11-22,10,27.243,DET,,SFO,W 28-7,,,,,,,,,,,,
21,1970,1970-11-26,11,27.247,DET,,OAK,W 28-14,1,42,42.00,0,0,0,,0,0,0,,0
22,1970,1970-12-06,12,27.257,DET,,STL,W 16-3,,,,,,,,,,,,
23,1970,1970-12-14,13,27.265,DET,@,RAM,W 28-23,3,48,16.00,0,0,0,,0,0,0,,0
24,1970,1970-12-20,14,27.271,DET,,GNB,W 20-0,,,,,,,,,,,,
25,1971,1971-09-26,2,28.186,DET,@,NWE,W 34-7,,,,,,,,,,,,
26,1971,1971-10-17,5,28.207,DET,@,HOU,W 31-7,,,,,,,,,,,,
27,1971,1971-10-24,6,28.214,DET,,CHI,L 23-28,1,32,32.00,0,0,0,,0,0,0,,0
