ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,def_int,def_int_yds,def_int_td
1,1995,1995-09-24,4,23.020,MIN,@,PIT,W 44-24,,,,,
2,1995,1995-10-15,6,23.041,MIN,@,TAM,L 17-20,,,,,
3,1995,1995-10-22,7,23.048,MIN,@,GNB,L 21-38,,,,,
4,1995,1995-10-30,8,23.056,MIN,,CHI,L 6-14,,,,,
5,1995,1995-11-05,9,23.062,MIN,,GNB,W 27-24,,,,,
6,1995,1995-11-12,10,23.069,MIN,@,ARI,W 30-24,,,,,
7,1995,1995-11-19,11,23.076,MIN,,NOR,W 43-24,,,,,
8,1995,1995-11-23,12,23.080,MIN,@,DET,L 38-44,,,,,
9,1996,1996-09-01,1,23.363,MIN,,DET,W 17-13,,,,,
10,1996,1996-09-08,2,24.004,MIN,@,ATL,W 23-17,,,,,
11,1996,1996-09-15,3,24.011,MIN,@,CHI,W 20-14,,,,,
12,1996,1996-09-22,4,24.018,MIN,,GNB,W 30-21,,,,,
13,1996,1996-09-29,5,24.025,MIN,@,NYG,L 10-15,,,,,
14,1996,1996-10-06,6,24.032,MIN,,CAR,W 14-12,,,,,
15,1996,1996-10-13,7,24.039,MIN,@,TAM,L 13-24,,,,,
16,1996,1996-10-28,8,24.054,MIN,,CHI,L 13-15,,0.0,1,0,0
17,1996,1996-11-03,9,24.060,MIN,,KAN,L 6-21,,,,,
18,1996,1996-11-10,10,24.067,MIN,@,SEA,L 23-42,,,,,
19,1996,1996-11-17,11,24.074,MIN,@,OAK,W 16-13,,1.0,0,0,0
20,1996,1996-11-24,12,24.081,MIN,,DEN,L 17-21,,,,,
21,1996,1996-12-01,13,24.088,MIN,,ARI,W 41-17,,,,,
22,1996,1996-12-08,14,24.095,MIN,@,DET,W 24-22,,,,,
23,1996,1996-12-15,15,24.102,MIN,,TAM,W 21-10,,,,,
24,1996,1996-12-22,16,24.109,MIN,@,GNB,L 10-38,,,,,
25,1997,1997-08-31,1,24.361,MIN,@,BUF,W 34-13,,1.0,0,0,0
26,1997,1997-09-07,2,25.003,MIN,@,CHI,W 27-24,,,,,
27,1997,1997-09-14,3,25.010,MIN,,TAM,L 14-28,,,,,
28,1997,1997-09-21,4,25.017,MIN,@,GNB,L 32-38,,0.0,1,1,0
29,1997,1997-09-28,5,25.024,MIN,,PHI,W 28-19,,,,,
30,1997,1997-10-05,6,25.031,MIN,@,ARI,W 20-19,,,,,
31,1997,1997-10-12,7,25.038,MIN,,CAR,W 21-14,,,,,
32,1997,1997-10-26,8,25.052,MIN,@,TAM,W 10-6,,,,,
33,1997,1997-11-02,9,25.059,MIN,,NWE,W 23-18,,,,,
34,1997,1997-11-09,10,25.066,MIN,,CHI,W 29-22,,,,,
35,1997,1997-11-16,11,25.073,MIN,@,DET,L 15-38,,,,,
36,1997,1997-11-23,12,25.080,MIN,@,NYJ,L 21-23,,1.0,0,0,0
37,1997,1997-12-01,13,25.088,MIN,,GNB,L 11-27,,,,,
38,1997,1997-12-07,14,25.094,MIN,@,SFO,L 17-28,,1.0,0,0,0
39,1997,1997-12-14,15,25.101,MIN,,DET,L 13-14,,,,,
40,1997,1997-12-21,16,25.108,MIN,,IND,W 39-28,,,,,
41,1998,1998-09-06,1,26.002,MIN,,TAM,W 31-7,,,,,
42,1998,1998-09-13,2,26.009,MIN,@,STL,W 38-31,,,,,
43,1998,1998-09-20,3,26.016,MIN,,DET,W 29-6,,1.0,0,0,0
44,1998,1998-09-27,4,26.023,MIN,@,CHI,W 31-28,,,,,
45,1998,1998-10-05,5,26.031,MIN,@,GNB,W 37-24,,,,,
46,1998,1998-10-18,6,26.044,MIN,,WAS,W 41-7,,,,,
47,1998,1998-10-25,7,26.051,MIN,@,DET,W 34-13,,0.5,0,0,0
48,1998,1998-11-01,8,26.058,MIN,@,TAM,L 24-27,,,,,
49,1998,1998-11-08,9,26.065,MIN,,NOR,W 31-24,,,,,
50,1998,1998-11-15,10,26.072,MIN,,CIN,W 24-3,,,,,
51,1998,1998-11-22,11,26.079,MIN,,GNB,W 28-14,,,,,
52,1998,1998-11-26,12,26.083,MIN,@,DAL,W 46-36,,,,,
53,1998,1998-12-06,13,26.093,MIN,,CHI,W 48-22,,,,,
54,1998,1998-12-20,15,26.107,MIN,,JAX,W 50-10,,,,,
55,1998,1998-12-26,16,26.113,MIN,@,TEN,W 26-16,,,,,
56,1999,1999-09-12,1,27.008,TEN,,CIN,W 36-35,*,,,,
57,1999,1999-09-19,2,27.015,TEN,,CLE,W 26-9,*,,,,
58,1999,1999-09-26,3,27.022,TEN,@,JAX,W 20-19,*,,,,
59,1999,1999-10-03,4,27.029,TEN,@,SFO,L 22-24,*,,,,
60,1999,1999-10-10,5,27.036,TEN,,BAL,W 14-11,*,,,,
61,1999,1999-10-17,6,27.043,TEN,@,NOR,W 24-21,*,0.0,1,17,0
62,1999,1999-10-31,7,27.057,TEN,,STL,W 24-21,*,,,,
63,1999,1999-11-07,8,27.064,TEN,@,MIA,L 0-17,*,,,,
64,1999,1999-11-14,9,27.071,TEN,@,CIN,W 24-14,*,1.0,0,0,0
65,1999,1999-11-21,10,27.078,TEN,,PIT,W 16-10,*,,,,
66,1999,1999-11-28,11,27.085,TEN,@,CLE,W 33-21,*,2.0,0,0,0
67,1999,1999-12-05,12,27.092,TEN,@,BAL,L 14-41,*,,,,
68,1999,1999-12-09,13,27.096,TEN,,OAK,W 21-14,*,,,,
69,1999,1999-12-19,14,27.106,TEN,,ATL,W 30-17,*,,,,
70,1999,1999-12-26,15,27.113,TEN,,JAX,W 41-14,*,1.0,0,0,0
71,1999,2000-01-02,16,27.120,TEN,@,PIT,W 47-36,*,,,,
