ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1982,1982-12-05,5,22.145,MIN,@,MIA,L 14-22,,,,
2,1982,1982-12-12,6,22.152,MIN,,BAL,W 13-10,,,,
3,1982,1982-12-19,7,22.159,MIN,@,DET,W 34-31,,,,
4,1982,1982-12-26,8,22.166,MIN,,NYJ,L 14-42,,,,
5,1982,1983-01-03,9,22.174,MIN,,DAL,W 31-27,,,,
6,1983,1983-09-04,1,23.053,MIN,@,CLE,W 27-21,,,,
7,1983,1983-09-08,2,23.057,MIN,,SFO,L 17-48,,,,
8,1983,1983-09-18,3,23.067,MIN,@,TAM,W 19-16,,,,
9,1983,1983-09-25,4,23.074,MIN,,DET,W 20-17,,,,
10,1983,1983-10-02,5,23.081,MIN,,DAL,L 24-37,,,,
11,1983,1983-10-09,6,23.088,MIN,@,CHI,W 23-14,,,,
12,1983,1983-10-16,7,23.095,MIN,,HOU,W 34-14,,,,
13,1983,1983-10-23,8,23.102,MIN,@,GNB,W 20-17,,,,
14,1983,1983-10-30,9,23.109,MIN,@,STL,L 31-41,,,,
15,1983,1983-11-06,10,23.116,MIN,,TAM,L 12-17,,,,
16,1983,1983-11-13,11,23.123,MIN,,GNB,L 21-29,,,,
17,1983,1983-11-20,12,23.130,MIN,@,PIT,W 17-14,,,,
18,1983,1983-11-27,13,23.137,MIN,@,NOR,L 16-17,,,,
19,1983,1983-12-05,14,23.145,MIN,@,DET,L 2-13,,,,
20,1983,1983-12-11,15,23.151,MIN,,CHI,L 13-19,,,,
21,1983,1983-12-17,16,23.157,MIN,,CIN,W 20-14,,,,
22,1984,1984-09-02,1,24.051,MIN,,SDG,L 13-42,0,0,,0
23,1984,1984-09-09,2,24.058,MIN,@,PHI,L 17-19,0,0,,0
24,1984,1984-09-16,3,24.065,MIN,,ATL,W 27-20,0,0,,0
25,1984,1984-09-23,4,24.072,MIN,@,DET,W 29-28,0,0,,0
26,1984,1984-09-30,5,24.079,MIN,,SEA,L 12-20,0,0,,0
27,1984,1984-10-07,6,24.086,MIN,@,TAM,L 31-35,0,0,,0
28,1984,1984-10-14,7,24.093,MIN,@,RAI,L 20-23,0,0,,0
29,1984,1984-10-21,8,24.100,MIN,,DET,L 14-16,1,7,7.00,0
30,1984,1984-10-28,9,24.107,MIN,@,CHI,L 7-16,0,0,,0
31,1984,1984-11-04,10,24.114,MIN,,TAM,W 27-24,0,0,,0
32,1984,1984-11-11,11,24.121,MIN,@,GNB,L 17-45,1,15,15.00,0
33,1984,1984-11-18,12,24.128,MIN,@,DEN,L 21-42,0,0,,0
34,1984,1984-11-25,13,24.135,MIN,,CHI,L 3-34,0,0,,0
35,1984,1984-11-29,14,24.139,MIN,,WAS,L 17-31,0,0,,0
36,1984,1984-12-08,15,24.148,MIN,@,SFO,L 7-51,0,0,,0
37,1984,1984-12-16,16,24.156,MIN,,GNB,L 14-38,0,0,,0
38,1985,1985-09-08,1,25.057,MIN,,SFO,W 28-21,,,,
39,1985,1985-09-15,2,25.064,MIN,@,TAM,W 31-16,,,,
40,1985,1985-09-19,3,25.068,MIN,,CHI,L 24-33,,,,
41,1985,1985-09-29,4,25.078,MIN,@,BUF,W 27-20,,,,
42,1985,1985-10-06,5,25.085,MIN,@,RAM,L 10-13,,,,
43,1985,1985-10-13,6,25.092,MIN,@,GNB,L 17-20,,,,
44,1985,1985-10-20,7,25.099,MIN,,SDG,W 21-17,,,,
45,1985,1985-10-27,8,25.106,MIN,@,CHI,L 9-27,,,,
46,1985,1985-11-03,9,25.113,MIN,,DET,W 16-13,,,,
47,1985,1985-11-10,10,25.120,MIN,,GNB,L 17-27,,,,
48,1985,1985-11-17,11,25.127,MIN,@,DET,L 21-41,,,,
49,1985,1985-11-24,12,25.134,MIN,,NOR,L 23-30,,,,
50,1985,1985-12-01,13,25.141,MIN,@,PHI,W 28-23,,,,
51,1985,1985-12-08,14,25.148,MIN,,TAM,W 26-7,,,,
52,1985,1985-12-15,15,25.155,MIN,@,ATL,L 13-14,,,,
53,1985,1985-12-22,16,25.162,MIN,,PHI,L 35-37,,,,
54,1986,1986-11-16,11,26.126,MIN,,NYG,L 20-22,,,,
55,1986,1986-11-30,13,26.140,MIN,,TAM,W 45-13,,,,
56,1986,1986-12-07,14,26.147,MIN,@,GNB,W 32-6,,,,
57,1986,1986-12-14,15,26.154,MIN,@,HOU,L 10-23,,,,
58,1986,1986-12-21,16,26.161,MIN,,NOR,W 33-17,,,,
59,1987,1987-10-04,3,27.083,SDG,@,CIN,W 10-9,,,,
60,1987,1987-10-11,4,27.090,SDG,@,TAM,W 17-13,,,,
61,1987,1987-10-18,5,27.097,SDG,@,RAI,W 23-17,,,,
62,1987,1987-10-25,6,27.104,SDG,,KAN,W 42-21,,,,
63,1987,1987-11-01,7,27.111,SDG,,CLE,W 27-24,,,,
64,1987,1987-11-08,8,27.118,SDG,@,IND,W 16-13,,,,
65,1987,1987-11-15,9,27.125,SDG,,RAI,W 16-14,,,,
66,1987,1987-12-13,13,27.153,SDG,,PIT,L 16-20,,,,
67,1987,1987-12-20,14,27.160,SDG,,IND,L 7-20,,,,
68,1987,1987-12-27,15,27.167,SDG,@,DEN,L 0-24,,,,
