ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists
1,2013,2013-10-06,4,24.053,GNB,,DET,W 22-9,,,,,,,,,,,0.0%,,,,,,,,
2,2013,2013-10-13,5,24.060,GNB,@,BAL,W 19-17,,0,0,,0,0,0,0,,0,0.0%,,1,19,19.00,0,0.0,0,0
3,2013,2013-11-17,10,24.095,TAM,,ATL,W 41-28,,3,3,1.00,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
4,2013,2013-11-24,11,24.102,TAM,@,DET,W 24-21,,,,,,,,,,,0.0%,,,,,,,,
5,2013,2013-12-08,13,24.116,TAM,,BUF,W 27-6,,5,17,3.40,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
6,2013,2013-12-15,14,24.123,TAM,,SFO,L 14-33,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,1,0
7,2013,2013-12-22,15,24.130,TAM,@,STL,L 13-23,,,,,,,,,,,0.0%,,,,,,,,
8,2013,2013-12-29,16,24.137,TAM,@,NOR,L 17-42,,1,3,3.00,0,2,2,23,11.50,0,100.0%,11.50,0,0,,0,0.0,0,0
