ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1988,1988-09-04,1,23.122,PHO,@,CIN,L 14-21,2,11,5.50,0,0,0,,0,0,0
2,1988,1988-09-12,2,23.130,PHO,,DAL,L 14-17,6,32,5.33,0,1,12,12.00,0,0,0
3,1988,1988-09-18,3,23.136,PHO,@,TAM,W 30-24,5,14,2.80,0,0,0,,0,0,0
4,1988,1988-09-25,4,23.143,PHO,,WAS,W 30-21,6,3,0.50,2,0,0,,0,2,12
5,1988,1988-10-02,5,23.150,PHO,@,RAM,W 41-27,3,11,3.67,0,2,9,4.50,0,0,0
6,1988,1988-10-09,6,23.157,PHO,,PIT,W 31-14,7,12,1.71,1,0,0,,0,1,6
7,1988,1988-10-16,7,23.164,PHO,@,WAS,L 17-33,5,3,0.60,0,0,0,,0,0,0
8,1988,1988-10-23,8,23.171,PHO,,CLE,L 21-29,12,34,2.83,0,0,0,,0,0,0
9,1988,1988-10-30,9,23.178,PHO,@,DAL,W 16-10,15,40,2.67,0,1,3,3.00,0,0,0
10,1989,1989-09-10,1,24.128,PHO,@,DET,W 16-13,1,2,2.00,0,0,0,,0,0,0
11,1989,1989-09-17,2,24.135,PHO,@,SEA,W 34-24,7,11,1.57,1,0,0,,0,1,6
12,1989,1989-09-24,3,24.142,PHO,@,NYG,L 7-35,6,23,3.83,0,0,0,,0,0,0
13,1989,1989-10-01,4,24.149,PHO,,SDG,L 13-24,7,8,1.14,0,1,8,8.00,0,0,0
14,1989,1989-10-08,5,24.156,PHO,@,WAS,L 28-30,2,-5,-2.50,0,0,0,,0,0,0
15,1989,1989-10-15,6,24.163,PHO,,PHI,L 5-17,11,28,2.55,0,0,0,,0,0,0
16,1989,1989-10-22,7,24.170,PHO,,ATL,W 34-20,12,49,4.08,0,1,0,0.00,0,0,0
17,1989,1989-10-29,8,24.177,PHO,@,DAL,W 19-10,18,68,3.78,0,1,0,0.00,0,0,0
18,1989,1989-11-05,9,24.184,PHO,,NYG,L 13-20,2,3,1.50,0,0,0,,0,0,0
19,1989,1989-11-19,11,24.198,PHO,@,RAM,L 14-37,7,18,2.57,1,1,1,1.00,0,1,6
20,1989,1989-11-26,12,24.205,PHO,,TAM,L 13-14,8,6,0.75,0,1,4,4.00,0,0,0
21,1989,1989-12-16,15,24.225,PHO,,DEN,L 0-37,2,0,0.00,0,1,7,7.00,0,0,0
22,1989,1989-12-24,16,24.233,PHO,@,PHI,L 14-31,0,0,,0,0,0,,0,0,
