ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2014,2014-09-21,3,21.315,MIN,@,NOR,L 9-20,,12,20,60.00,150,0,0,83.3,2,15,7.50,7.50,6,27,4.50,0,,0,0,0.0,0,0
2,2014,2014-09-28,4,21.322,MIN,,ATL,W 41-28,*,19,30,63.33,317,0,0,98.9,0,0,10.57,10.57,5,27,5.40,1,,1,6,0.0,0,0
3,2014,2014-10-12,6,21.336,MIN,,DET,L 3-17,*,23,37,62.16,188,0,3,41.3,8,45,5.08,1.43,3,11,3.67,0,,0,0,0.0,0,0
4,2014,2014-10-19,7,21.343,MIN,@,BUF,L 16-17,*,15,26,57.69,157,1,2,56.1,5,39,6.04,3.35,1,7,7.00,0,,0,0,0.0,0,0
5,2014,2014-10-26,8,21.350,MIN,@,TAM,W 19-13,*,24,42,57.14,241,1,0,81.5,1,6,5.74,6.21,1,3,3.00,0,,0,0,0.0,0,0
6,2014,2014-11-02,9,21.357,MIN,,WAS,W 29-26,*,26,42,61.90,268,1,0,88.2,2,16,6.38,6.86,3,20,6.67,0,,0,0,0.0,0,0
7,2014,2014-11-16,10,22.006,MIN,@,CHI,L 13-21,*,18,28,64.29,158,1,1,76.2,2,11,5.64,4.75,4,2,0.50,0,,0,0,0.0,0,0
8,2014,2014-11-23,11,22.013,MIN,,GNB,L 21-24,*,21,37,56.76,210,2,1,79.8,2,14,5.68,5.54,5,32,6.40,0,,0,0,0.0,0,0
9,2014,2014-11-30,12,22.020,MIN,,CAR,W 31-13,*,15,21,71.43,138,2,0,120.7,3,20,6.57,8.48,2,12,6.00,0,,0,0,0.0,0,0
10,2014,2014-12-07,13,22.027,MIN,,NYJ,W 30-24,*,19,27,70.37,309,2,1,117.7,3,12,11.44,11.26,3,7,2.33,0,,0,0,0.0,0,0
11,2014,2014-12-14,14,22.034,MIN,@,DET,L 14-16,*,31,41,75.61,315,1,2,84.9,4,31,7.68,5.98,3,30,10.00,0,,0,0,0.0,0,0
12,2014,2014-12-21,15,22.041,MIN,@,MIA,L 35-37,*,19,26,73.08,259,2,1,114.1,4,21,9.96,9.77,5,13,2.60,0,,0,0,0.0,0,0
13,2014,2014-12-28,16,22.048,MIN,,CHI,W 13-9,*,17,25,68.00,209,1,1,90.2,3,19,8.36,7.36,6,18,3.00,0,,0,0,0.0,1,0
14,2015,2015-09-14,1,22.308,MIN,@,SFO,L 3-20,*,23,32,71.88,231,0,1,79.0,5,54,7.22,5.81,3,16,5.33,0,,0,0,0.0,0,0
15,2015,2015-09-20,2,22.314,MIN,,DET,W 26-16,*,14,18,77.78,153,1,0,120.6,1,2,8.50,9.61,6,21,3.50,1,,1,6,0.0,0,0
16,2015,2015-09-27,3,22.321,MIN,,SDG,W 31-14,*,13,24,54.17,121,0,1,50.9,0,0,5.04,3.17,1,-1,-1.00,0,,0,0,0.0,0,0
17,2015,2015-10-04,4,22.328,MIN,@,DEN,L 20-23,*,27,41,65.85,269,1,0,92.4,7,57,6.56,7.05,3,23,7.67,0,,0,0,0.0,0,0
18,2015,2015-10-18,5,22.342,MIN,,KAN,W 16-10,*,17,31,54.84,249,1,2,65.1,2,12,8.03,5.77,3,-5,-1.67,0,,0,0,0.0,0,0
19,2015,2015-10-25,6,22.349,MIN,@,DET,W 28-19,*,25,35,71.43,316,2,0,118.3,4,31,9.03,10.17,3,1,0.33,0,,0,0,0.0,0,0
20,2015,2015-11-01,7,22.356,MIN,@,CHI,W 23-20,*,17,30,56.67,187,1,1,72.5,1,7,6.23,5.40,2,21,10.50,0,,0,0,0.0,0,0
21,2015,2015-11-08,8,22.363,MIN,,STL,W 21-18,*,13,21,61.90,144,0,1,62.4,0,0,6.86,4.71,3,17,5.67,1,1,1,8,0.0,0,0
22,2015,2015-11-15,9,23.005,MIN,@,OAK,W 30-14,*,14,22,63.64,140,1,0,96.8,4,18,6.36,7.27,2,23,11.50,0,,0,0,0.0,0,0
23,2015,2015-11-22,10,23.012,MIN,,GNB,L 13-30,*,25,37,67.57,296,1,0,100.7,6,48,8.00,8.54,4,43,10.75,0,,0,0,0.0,0,0
24,2015,2015-11-29,11,23.019,MIN,@,ATL,W 20-10,*,20,28,71.43,174,0,1,72.6,0,0,6.21,4.61,4,-3,-0.75,0,,0,0,0.0,0,0
25,2015,2015-12-06,12,23.026,MIN,,SEA,L 7-38,*,17,28,60.71,118,0,1,55.4,4,24,4.21,2.61,1,2,2.00,0,,0,0,0.0,0,0
26,2015,2015-12-10,13,23.030,MIN,@,ARI,L 20-23,*,25,36,69.44,335,1,0,108.0,3,18,9.31,9.86,1,3,3.00,0,,0,0,0.0,0,0
27,2015,2015-12-20,14,23.040,MIN,,CHI,W 38-17,*,17,20,85.00,231,4,0,154.4,1,10,11.55,15.55,4,17,4.25,1,,1,6,0.0,0,0
28,2015,2015-12-27,15,23.047,MIN,,NYG,W 49-17,*,15,25,60.00,168,1,0,93.4,3,18,6.72,7.52,2,12,6.00,0,,0,0,0.0,0,0
29,2015,2016-01-03,16,23.054,MIN,@,GNB,W 20-13,*,10,19,52.63,99,0,1,45.7,3,8,5.21,2.84,2,2,1.00,0,,0,0,0.0,0,0
30,2017,2017-12-17,14,25.037,MIN,,CIN,W 34-7,,0,2,0.00,0,0,1,0.0,0,0,0.00,-22.50,3,-3,-1.00,0,,0,0,0.0,0,0
