ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,1992,1992-09-27,4,24.068,SDG,@,HOU,L 0-27,,,,,,0.0%,
2,1993,1993-09-05,1,25.046,SDG,,SEA,W 18-12,,0,0,,0,0.0%,
3,1993,1993-09-12,2,25.053,SDG,@,DEN,L 17-34,1,1,16,16.00,0,100.0%,16.00
4,1993,1993-09-19,3,25.060,SDG,,HOU,W 18-17,3,1,14,14.00,0,33.3%,4.67
5,1993,1993-10-10,5,25.081,SDG,@,PIT,L 3-16,2,1,13,13.00,0,50.0%,6.50
6,1993,1993-10-17,6,25.088,SDG,,KAN,L 14-17,1,0,0,,0,0.0%,0.00
7,1993,1993-11-07,8,25.109,SDG,@,MIN,W 30-17,,0,0,,0,0.0%,
8,1993,1993-11-14,9,25.116,SDG,,CHI,L 13-16,2,2,25,12.50,0,100.0%,12.50
9,1993,1993-11-21,10,25.123,SDG,,RAI,L 7-12,,0,0,,0,0.0%,
10,1993,1993-11-29,11,25.131,SDG,@,IND,W 31-0,3,2,39,19.50,0,66.7%,13.00
11,1993,1993-12-05,12,25.137,SDG,,DEN,W 13-10,3,3,30,10.00,0,100.0%,10.00
12,1993,1993-12-12,13,25.144,SDG,,GNB,L 13-20,,0,0,,0,0.0%,
13,1993,1993-12-19,14,25.151,SDG,@,KAN,L 24-28,,0,0,,0,0.0%,
14,1993,1993-12-27,15,25.159,SDG,,MIA,W 45-20,1,0,0,,0,0.0%,0.00
15,1993,1994-01-02,16,25.165,SDG,@,TAM,W 32-17,,0,0,,0,0.0%,
16,1994,1994-09-04,1,26.045,SDG,@,DEN,W 37-34,,0,0,,0,0.0%,
17,1994,1994-09-11,2,26.052,SDG,,CIN,W 27-10,1,1,6,6.00,0,100.0%,6.00
18,1994,1994-09-18,3,26.059,SDG,@,SEA,W 24-10,,0,0,,0,0.0%,
19,1994,1994-09-25,4,26.066,SDG,@,RAI,W 26-24,,0,0,,0,0.0%,
20,1994,1994-10-16,6,26.087,SDG,@,NOR,W 36-22,,0,0,,0,0.0%,
21,1994,1994-10-30,8,26.101,SDG,,SEA,W 35-15,,0,0,,0,0.0%,
22,1994,1994-11-06,9,26.108,SDG,@,ATL,L 9-10,1,0,0,,0,0.0%,0.00
23,1994,1994-11-20,11,26.122,SDG,@,NWE,L 17-23,,0,0,,0,0.0%,
24,1994,1994-11-27,12,26.129,SDG,,RAM,W 31-17,,0,0,,0,0.0%,
25,1994,1994-12-05,13,26.137,SDG,,RAI,L 17-24,,0,0,,0,0.0%,
26,1994,1994-12-11,14,26.143,SDG,,SFO,L 15-38,1,0,0,,0,0.0%,0.00
27,1995,1995-09-03,1,27.044,PIT,,DET,W 23-20,0,0,0,,0,0.0%,
28,1995,1995-09-10,2,27.051,PIT,@,HOU,W 34-17,,0,0,,0,0.0%,
29,1995,1995-09-18,3,27.059,PIT,@,MIA,L 10-23,5,3,48,16.00,0,60.0%,9.60
