ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1981,1981-09-06,1,22.074,NWE,,BAL,L 28-29,0,0,,0,,
2,1981,1981-09-13,2,22.081,NWE,@,PHI,L 3-13,0,0,,0,,
3,1981,1981-09-21,3,22.089,NWE,,DAL,L 21-35,0,0,,0,,
4,1981,1981-09-27,4,22.095,NWE,@,PIT,L 21-27,0,0,,0,,
5,1981,1981-10-11,6,22.109,NWE,@,NYJ,L 24-28,0,0,,0,,
6,1981,1981-10-18,7,22.116,NWE,,HOU,W 38-10,0,0,,0,,
7,1981,1981-10-25,8,22.123,NWE,@,WAS,L 22-24,0,0,,0,,
8,1981,1981-11-01,9,22.130,NWE,@,OAK,L 17-27,0,0,,0,,
9,1981,1981-11-08,10,22.137,NWE,,MIA,L 27-30,0,0,,0,,
10,1981,1981-11-15,11,22.144,NWE,,NYJ,L 6-17,0,0,,0,,
11,1981,1981-11-22,12,22.151,NWE,@,BUF,L 17-20,0,0,,0,,
12,1981,1981-11-29,13,22.158,NWE,,STL,L 20-27,0,0,,0,,
13,1981,1981-12-06,14,22.165,NWE,@,MIA,L 14-24,3,48,16.00,0,0,0
14,1981,1981-12-13,15,22.172,NWE,,BUF,L 10-19,2,22,11.00,0,0,0
15,1981,1981-12-20,16,22.179,NWE,@,BAL,L 21-23,2,56,28.00,0,0,0
16,1982,1982-09-12,1,23.080,NWE,@,BAL,W 24-13,0,0,,0,,
17,1982,1982-11-21,3,23.150,NWE,@,CLE,L 7-10,0,0,,0,,
18,1982,1982-11-28,4,23.157,NWE,,HOU,W 29-21,1,26,26.00,0,0,0
19,1982,1982-12-05,5,23.164,NWE,@,CHI,L 13-26,1,6,6.00,0,0,0
20,1982,1982-12-12,6,23.171,NWE,,MIA,W 3-0,2,13,6.50,0,0,0
21,1982,1982-12-19,7,23.178,NWE,@,SEA,W 16-0,3,33,11.00,0,0,0
22,1982,1982-12-26,8,23.185,NWE,@,PIT,L 14-37,3,41,13.67,1,1,6
23,1982,1983-01-02,9,23.192,NWE,,BUF,W 30-19,3,41,13.67,0,0,0
24,1983,1983-09-04,1,24.072,NWE,,BAL,L 23-29,1,13,13.00,0,0,0
25,1983,1983-09-11,2,24.079,NWE,@,MIA,L 24-34,2,19,9.50,1,1,6
26,1983,1983-09-18,3,24.086,NWE,,NYJ,W 23-13,1,7,7.00,0,0,0
27,1983,1983-09-25,4,24.093,NWE,@,PIT,W 28-23,1,10,10.00,0,0,0
28,1983,1983-10-02,5,24.100,NWE,,SFO,L 13-33,0,0,,0,,
29,1983,1983-10-09,6,24.107,NWE,@,BAL,L 7-12,0,0,,0,,
30,1983,1983-11-06,10,24.135,NWE,,BUF,W 21-7,0,0,,0,,
31,1983,1983-11-13,11,24.142,NWE,,MIA,W 17-6,1,14,14.00,0,0,0
32,1983,1983-11-20,12,24.149,NWE,,CLE,L 0-30,1,10,10.00,0,0,0
33,1983,1983-11-27,13,24.156,NWE,@,NYJ,L 3-26,2,11,5.50,0,0,0
34,1983,1983-12-04,14,24.163,NWE,,NOR,W 7-0,0,0,,0,,
35,1983,1983-12-11,15,24.170,NWE,@,RAM,W 21-7,0,0,,0,,
36,1983,1983-12-18,16,24.177,NWE,@,SEA,L 6-24,0,0,,0,,
37,1984,1984-09-02,1,25.070,NWE,@,BUF,W 21-17,1,14,14.00,0,0,0
38,1984,1984-09-09,2,25.077,NWE,@,MIA,L 7-28,4,35,8.75,1,1,6
39,1984,1984-09-16,3,25.084,NWE,,SEA,W 38-23,2,30,15.00,0,0,0
40,1984,1984-09-23,4,25.091,NWE,,WAS,L 10-26,3,40,13.33,0,0,0
41,1984,1984-09-30,5,25.098,NWE,@,NYJ,W 28-21,6,84,14.00,1,1,6
42,1984,1984-10-07,6,25.105,NWE,@,CLE,W 17-16,2,12,6.00,0,0,0
43,1984,1984-10-14,7,25.112,NWE,,CIN,W 20-14,0,0,,0,,
44,1984,1984-10-21,8,25.119,NWE,,MIA,L 24-44,1,3,3.00,0,0,0
45,1984,1984-10-28,9,25.126,NWE,,NYJ,W 30-20,5,56,11.20,0,0,0
46,1984,1984-11-04,10,25.133,NWE,@,DEN,L 19-26,1,14,14.00,0,0,0
47,1984,1984-11-11,11,25.140,NWE,,BUF,W 38-10,1,18,18.00,0,0,0
48,1984,1984-11-18,12,25.147,NWE,@,IND,W 50-17,5,53,10.60,0,0,0
49,1984,1984-11-22,13,25.151,NWE,@,DAL,L 17-20,3,32,10.67,0,0,0
50,1984,1984-12-02,14,25.161,NWE,,STL,L 10-33,3,27,9.00,1,1,6
51,1984,1984-12-09,15,25.168,NWE,@,PHI,L 17-27,0,0,,0,,
52,1984,1984-12-16,16,25.175,NWE,,IND,W 16-10,2,9,4.50,1,1,6
53,1985,1985-09-08,1,26.076,NWE,,GNB,W 26-20,2,23,11.50,0,0,0
54,1985,1985-09-15,2,26.083,NWE,@,CHI,L 7-20,0,0,,0,,
55,1985,1985-09-22,3,26.090,NWE,@,BUF,W 17-14,1,8,8.00,0,0,0
56,1985,1985-09-29,4,26.097,NWE,,RAI,L 20-35,0,0,,0,,
57,1985,1985-10-06,5,26.104,NWE,@,CLE,L 20-24,2,13,6.50,0,0,0
58,1985,1985-10-13,6,26.111,NWE,,BUF,W 14-3,0,0,,0,,
59,1985,1985-10-20,7,26.118,NWE,,NYJ,W 20-13,1,10,10.00,0,0,0
60,1985,1985-10-27,8,26.125,NWE,@,TAM,W 32-14,2,17,8.50,0,0,0
61,1985,1985-11-03,9,26.132,NWE,,MIA,W 17-13,0,0,,0,,
62,1985,1985-11-10,10,26.139,NWE,,IND,W 34-15,1,26,26.00,0,0,0
63,1985,1985-11-17,11,26.146,NWE,@,SEA,W 20-13,1,4,4.00,0,0,0
64,1985,1985-11-24,12,26.153,NWE,@,NYJ,L 13-16,2,13,6.50,0,0,0
65,1985,1985-12-01,13,26.160,NWE,@,IND,W 38-31,0,0,,0,,
66,1985,1985-12-08,14,26.167,NWE,,DET,W 23-6,3,14,4.67,0,0,0
67,1985,1985-12-16,15,26.175,NWE,@,MIA,L 27-30,1,8,8.00,0,0,0
68,1985,1985-12-22,16,26.181,NWE,,CIN,W 34-23,1,12,12.00,0,0,0
69,1987,1987-09-13,1,28.081,NWE,,MIA,W 28-21,1,11,11.00,0,0,0
70,1987,1987-09-21,2,28.089,NWE,@,NYJ,L 24-43,0,0,,0,,
71,1987,1987-10-25,6,28.123,NWE,@,IND,L 16-30,2,8,4.00,0,0,0
72,1987,1987-11-01,7,28.130,NWE,,RAI,W 26-23,0,0,,0,,
73,1987,1987-11-08,8,28.137,NWE,@,NYG,L 10-17,2,13,6.50,0,0,0
74,1987,1987-11-15,9,28.144,NWE,,DAL,L 17-23,2,18,9.00,0,0,0
75,1987,1987-11-22,10,28.151,NWE,,IND,W 24-0,1,7,7.00,0,0,0
76,1987,1987-11-29,11,28.158,NWE,,PHI,L 31-34,1,9,9.00,0,0,0
77,1987,1987-12-06,12,28.165,NWE,@,DEN,L 20-31,1,8,8.00,0,0,0
78,1987,1987-12-13,13,28.172,NWE,,NYJ,W 42-20,0,0,,0,,
79,1987,1987-12-20,14,28.179,NWE,@,BUF,W 13-7,2,7,3.50,0,0,0
80,1987,1987-12-28,15,28.187,NWE,@,MIA,W 24-10,0,0,,0,,
81,1988,1988-10-02,5,29.100,NWE,,IND,W 21-17,1,5,5.00,0,0,0
82,1988,1988-10-09,6,29.107,NWE,@,GNB,L 3-45,1,9,9.00,0,0,0
83,1988,1988-10-16,7,29.114,NWE,,CIN,W 27-21,3,57,19.00,0,0,0
84,1988,1988-10-23,8,29.121,NWE,@,BUF,L 20-23,1,18,18.00,0,0,0
85,1988,1988-10-30,9,29.128,NWE,,CHI,W 30-7,2,17,8.50,2,2,12
86,1988,1988-11-06,10,29.135,NWE,,MIA,W 21-10,0,0,,0,,
87,1989,1989-09-10,1,30.078,NWE,@,NYJ,W 27-24,0,0,,0,,
88,1989,1989-09-17,2,30.085,NWE,,MIA,L 10-24,0,0,,0,,
89,1989,1989-09-24,3,30.092,NWE,,SEA,L 3-24,2,13,6.50,0,0,0
90,1989,1989-10-01,4,30.099,NWE,@,BUF,L 10-31,3,28,9.33,0,0,0
91,1989,1989-10-08,5,30.106,NWE,,HOU,W 23-13,0,0,,0,,
92,1989,1989-10-15,6,30.113,NWE,@,ATL,L 15-16,0,0,,0,,
93,1989,1989-10-22,7,30.120,NWE,@,SFO,L 20-37,0,0,,0,,
94,1989,1989-10-29,8,30.127,NWE,@,IND,W 23-20,0,0,,0,,
95,1989,1989-11-05,9,30.134,NWE,,NYJ,L 26-27,2,11,5.50,0,0,0
96,1989,1989-11-12,10,30.141,NWE,,NOR,L 24-28,0,0,,0,,
97,1989,1989-11-19,11,30.148,NWE,,BUF,W 33-24,0,0,,0,,
98,1989,1989-11-26,12,30.155,NWE,@,RAI,L 21-24,1,7,7.00,0,0,0
99,1989,1989-12-03,13,30.162,NWE,,IND,W 22-16,0,0,,0,,
100,1989,1989-12-10,14,30.169,NWE,@,MIA,L 10-31,0,0,,0,,
101,1989,1989-12-17,15,30.176,NWE,@,PIT,L 10-28,4,42,10.50,0,0,0
102,1989,1989-12-24,16,30.183,NWE,,RAM,L 20-24,0,0,,0,,
103,1990,1990-09-09,1,31.077,NWE,,MIA,L 24-27,,,,,,
104,1990,1990-09-16,2,31.084,NWE,@,IND,W 16-14,,,,,,
105,1990,1990-09-23,3,31.091,NWE,@,CIN,L 7-41,,,,,,
