ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,def_int,def_int_yds,def_int_td
1,1982,1982-09-12,1,22.104,DET,,CHI,W 17-10,,,
2,1982,1982-09-19,2,22.111,DET,@,RAM,W 19-14,,,
3,1982,1982-11-21,3,22.174,DET,@,CHI,L 17-20,,,
4,1982,1982-11-25,4,22.178,DET,,NYG,L 6-13,,,
5,1982,1982-12-06,5,22.189,DET,,NYJ,L 13-28,1,0,0
6,1982,1982-12-12,6,22.195,DET,@,GNB,W 30-10,1,2,0
7,1982,1982-12-19,7,22.202,DET,,MIN,L 31-34,,,
8,1982,1982-12-26,8,22.209,DET,@,TAM,L 21-23,,,
9,1982,1983-01-02,9,22.216,DET,,GNB,W 27-24,3,20,0
10,1983,1983-09-04,1,23.096,DET,@,TAM,W 11-0,,,
11,1983,1983-09-11,2,23.103,DET,,CLE,L 26-31,,,
12,1983,1983-09-18,3,23.110,DET,,ATL,L 14-30,,,
13,1983,1983-09-25,4,23.117,DET,@,MIN,L 17-20,,,
14,1983,1983-10-02,5,23.124,DET,@,RAM,L 10-21,1,13,0
15,1983,1983-10-09,6,23.131,DET,,GNB,W 38-14,,,
16,1983,1983-10-16,7,23.138,DET,,CHI,W 31-17,,,
17,1983,1983-10-23,8,23.145,DET,@,WAS,L 17-38,,,
18,1983,1983-10-30,9,23.152,DET,@,CHI,W 38-17,1,31,0
19,1983,1983-11-07,10,23.160,DET,,NYG,W 15-9,1,0,0
20,1983,1983-11-13,11,23.166,DET,@,HOU,L 17-27,,,
21,1983,1983-11-20,12,23.173,DET,@,GNB,W 23-20,1,4,0
22,1983,1983-11-24,13,23.177,DET,,PIT,W 45-3,,,
23,1983,1983-12-05,14,23.188,DET,,MIN,W 13-2,,,
24,1983,1983-12-11,15,23.194,DET,@,CIN,L 9-17,,,
25,1983,1983-12-18,16,23.201,DET,,TAM,W 23-20,,,
26,1984,1984-09-02,1,24.094,DET,,SFO,L 27-30,,,
